login_id,account_id,timestamp,success_flag,device_id,ip_address,geo_hash,browser_fingerprint,password_reset_recent,device_seen_before,label_ato
1313,11858,2025-01-17 11:10:39,1,200595,10.238.101.248,SYD,fp_92796,0,1,0
1314,12109,2025-02-20 15:12:54,1,201894,10.82.134.18,AKL,fp_24946,0,1,0
1315,11561,2025-03-14 02:47:30,1,200212,10.250.87.19,WLG,fp_88034,0,1,0
1316,13129,2025-01-16 10:17:37,0,200200,10.46.23.254,AKL,fp_43776,0,1,0
1317,11996,2025-02-11 17:31:15,1,201925,10.89.89.135,AKL,fp_71362,0,1,0
1318,10466,2025-01-19 17:38:03,0,200800,10.46.218.197,CHC,fp_99680,0,1,0
1319,11078,2025-02-28 15:09:08,1,201786,10.243.228.109,CHC,fp_32561,0,1,0
1320,11322,2025-03-14 05:35:32,1,200007,10.49.124.208,AKL,fp_60844,0,0,0
1321,11443,2025-02-10 07:30:30,1,201118,10.220.103.144,SYD,fp_22781,0,1,0
1322,11972,2025-02-14 02:18:50,1,201999,10.97.173.2,CHC,fp_87460,0,0,0
1323,10753,2025-01-28 16:13:57,1,200803,10.59.87.187,SYD,fp_26097,0,1,0
1324,10177,2025-01-03 17:30:58,1,200595,10.125.238.50,CHC,fp_48158,0,1,0
1325,12706,2025-02-03 15:49:46,1,200952,10.214.238.6,WLG,fp_49966,0,1,0
1326,10908,2025-01-09 17:17:09,1,202497,10.127.137.207,WLG,fp_95605,0,1,0
1327,10732,2025-03-28 09:35:12,1,201141,10.117.20.117,DUD,fp_35694,0,1,0
1328,12550,2025-03-30 08:39:31,1,200585,10.128.253.216,MEL,fp_81283,0,1,0
1329,11784,2025-03-02 02:19:28,1,201545,10.17.178.39,AKL,fp_74919,0,1,0
1330,11309,2025-01-14 11:32:56,1,200620,10.26.111.188,CHC,fp_94706,0,1,0
1331,10099,2025-01-12 04:32:49,1,202075,10.219.136.122,SYD,fp_89904,0,1,0
1332,12424,2025-02-27 02:44:07,1,200490,10.165.228.243,AKL,fp_16212,0,1,0
1333,12603,2025-01-15 18:53:33,1,201628,10.182.147.230,AKL,fp_27708,0,0,0
1334,10286,2025-01-01 04:28:21,1,201050,10.98.196.154,CHC,fp_84905,0,1,0
1335,11882,2025-01-02 09:42:14,1,200472,10.14.20.203,SYD,fp_83742,0,1,0
1336,11344,2025-02-07 21:51:35,1,200906,10.196.40.216,AKL,fp_29131,0,1,0
1337,12988,2025-02-19 10:33:22,1,201903,10.203.124.149,CHC,fp_82287,0,1,0
1338,10385,2025-01-21 02:56:45,1,200466,10.188.186.203,CHC,fp_48733,0,1,0
1339,13109,2025-01-28 21:05:34,1,200713,10.181.172.204,AKL,fp_78843,0,0,0
1340,12503,2025-01-23 07:42:09,0,202283,10.174.175.110,AKL,fp_78140,0,0,0
1341,10888,2025-01-26 14:22:13,1,201885,10.130.155.180,AKL,fp_73785,0,1,0
1342,12984,2025-02-10 07:46:41,1,201065,10.244.172.76,CHC,fp_94312,0,1,0
1343,12708,2025-01-28 23:29:28,1,200253,10.143.233.239,SYD,fp_58307,0,1,0
1344,10443,2025-01-03 09:41:15,1,202079,10.33.209.178,MEL,fp_34577,0,1,0
1345,10430,2025-01-07 21:13:13,1,200074,10.255.248.62,MEL,fp_77454,0,1,0
1346,13189,2025-02-20 23:40:57,1,202325,10.249.196.72,AKL,fp_86568,0,0,0
1347,11591,2025-03-20 14:06:59,1,200190,10.233.239.118,DUD,fp_56377,0,1,0
1348,11258,2025-01-14 11:02:17,1,200382,10.158.106.98,SYD,fp_87516,1,1,0
1349,12025,2025-01-11 03:47:03,1,201593,10.232.144.15,CHC,fp_40868,0,1,0
1350,10575,2025-03-03 11:17:40,1,201987,10.107.11.23,CHC,fp_23785,0,1,0
1351,13154,2025-03-12 01:23:51,1,200284,10.65.45.98,AKL,fp_69017,0,1,0
1352,10027,2025-01-06 18:26:46,0,201259,10.23.181.31,SYD,fp_90847,0,1,0
1353,12199,2025-03-12 16:34:45,1,200485,10.110.196.78,AKL,fp_16643,0,1,0
1354,10634,2025-03-12 16:25:26,1,201984,10.252.254.136,AKL,fp_49633,0,1,0
1355,10501,2025-01-13 23:06:01,1,201918,10.160.189.138,DUD,fp_35925,0,0,0
1356,10684,2025-03-13 13:25:03,0,201164,10.58.170.219,WLG,fp_50029,0,0,0
1357,11295,2025-03-30 20:25:18,1,201683,10.193.214.233,AKL,fp_35208,0,1,0
1358,10239,2025-03-19 15:53:54,1,201238,10.236.166.12,AKL,fp_87511,0,1,0
1359,12358,2025-03-27 08:46:44,1,200766,10.183.41.37,SYD,fp_43220,0,1,0
1360,12174,2025-03-11 07:57:26,1,200552,10.233.165.186,SYD,fp_95945,0,1,0
1361,10564,2025-03-01 16:27:27,1,201380,10.150.254.189,SYD,fp_93569,0,1,0
1362,12313,2025-01-07 16:36:04,1,201291,10.25.59.67,WLG,fp_43388,0,1,0
1363,10101,2025-02-11 04:55:08,1,200644,10.139.41.247,WLG,fp_94179,1,1,0
1364,12804,2025-02-10 03:45:38,1,200127,10.178.106.154,AKL,fp_80157,0,1,0
1365,11925,2025-01-01 17:35:32,1,200686,10.156.34.134,MEL,fp_70421,0,0,0
1366,10166,2025-03-10 10:03:28,1,201379,10.90.187.142,WLG,fp_83868,0,1,0
1367,12021,2025-01-04 05:45:12,1,202365,10.119.104.212,DUD,fp_21368,0,1,0
1368,10350,2025-03-03 05:29:01,1,202393,10.228.230.66,SYD,fp_15653,0,1,0
1369,13098,2025-03-20 14:02:04,1,201693,10.132.14.136,CHC,fp_22693,0,1,0
1370,11374,2025-03-16 12:54:48,1,202340,10.205.86.237,AKL,fp_33717,0,1,0
1371,12904,2025-03-03 13:34:48,1,200306,10.43.63.237,MEL,fp_82347,0,1,0
1372,13139,2025-01-03 19:04:49,1,202107,10.30.214.231,AKL,fp_61510,0,1,0
1373,11769,2025-02-15 03:00:01,1,201624,10.230.105.165,CHC,fp_81832,0,1,0
1374,12568,2025-01-29 14:26:36,1,202395,10.33.221.115,SYD,fp_33137,0,1,0
1375,12771,2025-01-06 16:02:14,1,200728,10.49.16.208,SYD,fp_31253,0,1,0
1376,10805,2025-01-20 15:02:28,1,202408,10.142.19.116,SYD,fp_51731,0,0,0
1377,13160,2025-03-31 13:29:16,1,200961,10.251.105.114,MEL,fp_10333,0,1,0
1378,11603,2025-01-13 05:51:29,1,201904,10.44.255.137,WLG,fp_37968,0,1,0
1379,13168,2025-03-24 13:43:45,1,201283,10.211.66.146,SYD,fp_36891,0,1,0
1380,10905,2025-02-17 22:46:32,1,202155,10.58.185.55,SYD,fp_52873,0,1,0
1381,12107,2025-02-02 02:31:25,1,200189,10.229.38.100,AKL,fp_53971,0,1,0
1382,11084,2025-03-11 15:01:36,1,200461,10.67.25.178,CHC,fp_91579,0,1,0
1383,12132,2025-02-28 11:09:51,1,201067,10.49.40.152,SYD,fp_24395,0,1,0
1384,10222,2025-01-05 21:49:00,1,200222,10.119.239.70,CHC,fp_77550,0,1,0
1385,12147,2025-02-15 13:01:47,1,201562,10.192.56.133,WLG,fp_48192,0,1,0
1386,12344,2025-03-18 18:33:05,1,200073,10.68.175.27,AKL,fp_11047,0,1,0
1387,11101,2025-01-02 09:47:47,1,200967,10.162.6.216,MEL,fp_45995,0,1,0
1388,12738,2025-03-12 16:10:21,1,201779,10.24.119.10,WLG,fp_15459,0,1,0
1389,11459,2025-02-12 18:00:27,1,201913,10.43.21.96,DUD,fp_69602,0,1,0
1390,11283,2025-02-04 00:51:27,0,202367,10.36.82.62,AKL,fp_48041,0,1,0
1391,12701,2025-01-09 07:27:19,1,201567,10.42.237.44,SYD,fp_68446,0,1,0
1392,11987,2025-01-19 05:51:34,1,201641,10.104.228.205,SYD,fp_93098,0,1,0
1393,11506,2025-03-23 10:28:38,1,200050,10.51.89.161,WLG,fp_83634,0,1,0
1394,11854,2025-01-11 07:52:58,1,201538,10.175.58.52,AKL,fp_55762,0,1,0
1395,10081,2025-01-12 22:35:37,1,200919,10.126.226.195,AKL,fp_48628,0,1,0
1396,10424,2025-01-25 18:38:15,1,201158,10.170.125.71,AKL,fp_28105,0,1,0
1397,10523,2025-02-04 22:40:53,1,201567,10.134.141.73,CHC,fp_81814,0,1,0
1398,13170,2025-01-31 09:07:16,1,200953,10.246.23.85,DUD,fp_56332,0,1,0
1399,12071,2025-02-22 04:27:39,1,200884,10.7.15.213,CHC,fp_37070,0,1,0
1400,10579,2025-01-30 12:20:58,1,201880,10.124.124.38,AKL,fp_78478,0,1,0
1401,12076,2025-01-12 23:36:02,1,200872,10.170.0.208,WLG,fp_78676,0,1,0
1402,12228,2025-03-25 03:28:06,1,200901,10.104.115.68,SYD,fp_12816,0,1,0
1403,11259,2025-01-16 18:22:28,0,201996,10.50.234.177,AKL,fp_90513,0,1,0
1404,10504,2025-02-04 21:41:58,1,200166,10.129.113.255,CHC,fp_18236,0,1,0
1405,10135,2025-01-31 13:57:06,1,202101,10.35.109.217,WLG,fp_51482,0,1,0
1406,10046,2025-02-17 18:33:32,1,201957,10.141.126.136,AKL,fp_74161,0,1,0
1407,11754,2025-03-16 08:37:51,1,200832,10.159.30.223,CHC,fp_72395,0,1,1
1408,12090,2025-03-10 00:51:03,1,202337,10.148.15.78,CHC,fp_38946,0,1,0
1409,13059,2025-01-16 09:32:45,1,201081,10.154.231.148,SYD,fp_93985,0,0,0
1410,11889,2025-02-20 11:33:00,1,201768,10.201.113.59,WLG,fp_32671,0,1,0
1411,12934,2025-03-15 02:33:18,1,200836,10.200.153.46,DUD,fp_73840,0,0,0
1412,12840,2025-01-15 06:45:39,1,201225,10.208.81.249,DUD,fp_10402,0,1,0
1413,11367,2025-03-01 21:54:51,1,200407,10.112.132.150,WLG,fp_91147,0,0,0
1414,12655,2025-02-05 19:04:19,0,201608,10.155.253.26,WLG,fp_21031,0,1,0
1415,12729,2025-03-11 17:02:24,1,200693,10.226.21.151,SYD,fp_53476,0,1,0
1416,11123,2025-02-23 03:19:01,1,201954,10.248.12.212,MEL,fp_52034,0,1,0
1417,10258,2025-03-24 23:16:46,1,201446,10.7.225.24,AKL,fp_90307,0,1,0
1418,10138,2025-01-03 23:27:33,1,202073,10.83.182.34,SYD,fp_58059,0,1,0
1419,11659,2025-01-16 15:26:31,1,200455,10.127.189.107,CHC,fp_37166,0,1,0
1420,12500,2025-01-25 22:16:28,1,201811,10.188.237.65,WLG,fp_30650,0,1,0
1421,12732,2025-02-25 13:34:38,1,201138,10.161.123.99,AKL,fp_48956,1,1,0
1422,12575,2025-02-19 04:34:18,1,200238,10.100.111.99,WLG,fp_34175,0,1,0
1423,12819,2025-01-05 21:47:46,1,201248,10.125.71.253,CHC,fp_73013,0,1,0
1424,10012,2025-02-11 17:36:13,1,201606,10.82.56.166,WLG,fp_47514,0,1,0
1425,10836,2025-02-27 11:12:27,1,200477,10.82.87.101,CHC,fp_89577,0,1,0
1426,11610,2025-02-04 04:09:45,1,201401,10.56.85.10,MEL,fp_51634,0,1,0
1427,12688,2025-03-16 20:10:28,1,201190,10.200.151.116,WLG,fp_57811,0,1,0
1428,11100,2025-01-12 14:39:47,1,201972,10.47.112.78,AKL,fp_70048,1,1,0
1429,11896,2025-02-19 01:51:56,0,200379,10.221.19.211,CHC,fp_10305,0,1,0
1430,10995,2025-03-04 18:17:48,1,202238,10.5.153.146,AKL,fp_37850,0,1,0
1431,12510,2025-02-09 01:41:12,1,201427,10.174.204.171,CHC,fp_99032,0,1,0
1432,13015,2025-02-11 18:25:08,1,200469,10.239.10.70,WLG,fp_94478,0,0,0
1433,11803,2025-03-01 20:57:47,0,202497,10.17.248.156,CHC,fp_98346,0,1,0
1434,12262,2025-03-03 00:29:55,1,202193,10.54.146.218,AKL,fp_95731,0,1,0
1435,10765,2025-01-01 23:16:58,1,201785,10.47.95.227,MEL,fp_97877,0,1,0
1436,12327,2025-01-25 05:17:15,1,201825,10.134.143.241,AKL,fp_86892,0,1,0
1437,13051,2025-03-30 20:17:15,1,200694,10.44.241.66,SYD,fp_81977,0,1,0
1438,10032,2025-02-17 21:36:11,1,201893,10.253.182.103,AKL,fp_11414,0,1,0
1439,11843,2025-03-21 17:09:18,1,200322,10.186.124.180,WLG,fp_81506,0,1,0
1440,11592,2025-02-12 10:14:58,1,201783,10.191.147.45,WLG,fp_16680,0,1,0
1441,10669,2025-03-27 04:05:39,1,200049,10.32.119.21,WLG,fp_54127,0,1,0
1442,10089,2025-03-28 11:56:30,1,201207,10.228.76.1,CHC,fp_21622,0,1,0
1443,12527,2025-03-05 18:58:36,1,201398,10.200.186.1,AKL,fp_83807,0,1,0
1444,12439,2025-01-14 02:53:51,1,200784,10.254.43.52,AKL,fp_77261,0,1,0
1445,12805,2025-02-16 05:50:56,1,200668,10.199.122.214,CHC,fp_74842,0,1,0
1446,11525,2025-01-17 06:50:44,1,201854,10.64.153.44,WLG,fp_97383,0,1,0
1447,10937,2025-02-09 21:55:10,1,201107,10.192.26.226,SYD,fp_76050,0,1,0
1448,11272,2025-02-05 16:39:46,1,200311,10.27.211.165,AKL,fp_99147,0,1,0
1449,12110,2025-03-28 01:27:30,1,201712,10.123.234.163,WLG,fp_63673,0,1,0
1450,12864,2025-03-21 07:44:11,1,200692,10.47.136.105,WLG,fp_47878,0,1,0
1451,12798,2025-01-02 13:26:22,1,200065,10.166.40.202,CHC,fp_81333,0,1,0
1452,12400,2025-01-25 10:21:28,1,202116,10.45.121.91,DUD,fp_91543,0,0,0
1453,11633,2025-02-10 05:35:19,1,200477,10.251.128.227,SYD,fp_64487,0,1,0
1454,10551,2025-01-28 01:10:14,1,200084,10.244.244.244,WLG,fp_49170,0,1,0
1455,12226,2025-03-19 18:29:48,1,200800,10.151.242.171,CHC,fp_58833,0,1,0
1456,12517,2025-02-28 19:47:43,0,201219,10.215.51.71,AKL,fp_69052,0,1,0
1457,10655,2025-01-01 04:14:54,1,200625,10.103.97.169,CHC,fp_45053,0,1,0
1458,13165,2025-01-02 13:49:33,1,200605,10.123.6.106,MEL,fp_39857,0,1,0
1459,10512,2025-01-22 13:44:17,1,201579,10.145.159.245,DUD,fp_93370,0,1,0
1460,12656,2025-01-11 03:18:35,1,201816,10.223.73.175,AKL,fp_64140,0,1,0
1461,11093,2025-02-21 20:35:18,1,200632,10.40.146.167,AKL,fp_96607,0,0,0
1462,11595,2025-03-26 23:45:19,1,200049,10.56.225.232,CHC,fp_65976,0,0,1
1463,12197,2025-03-14 04:02:11,0,200060,10.247.98.196,MEL,fp_14453,0,0,0
1464,11329,2025-01-15 20:11:58,1,201304,10.118.167.35,CHC,fp_93096,0,1,0
1465,12577,2025-03-12 13:19:16,1,202211,10.46.128.121,CHC,fp_39188,0,1,0
1466,11100,2025-02-07 04:52:24,1,201821,10.171.110.236,SYD,fp_56603,0,1,0
1467,13174,2025-03-20 22:36:06,1,200287,10.113.197.111,CHC,fp_45887,0,1,0
1468,12132,2025-03-27 07:22:08,1,201953,10.133.205.54,CHC,fp_37172,0,1,0
1469,11628,2025-03-12 14:55:44,1,201984,10.32.155.114,AKL,fp_76328,0,1,0
1470,12967,2025-03-05 09:26:35,1,200992,10.31.5.239,SYD,fp_15293,0,1,0
1471,12870,2025-01-13 18:08:40,1,200352,10.234.11.168,AKL,fp_33612,0,1,0
1472,10563,2025-01-22 23:54:58,1,202007,10.189.175.255,WLG,fp_19988,0,1,0
1473,10765,2025-03-16 08:08:36,1,201233,10.91.226.60,AKL,fp_16750,0,1,0
1474,11953,2025-03-27 04:58:17,0,201054,10.147.218.83,MEL,fp_15940,0,0,0
1475,11595,2025-03-21 00:03:27,1,200390,10.96.62.67,AKL,fp_15980,0,1,0
1476,12037,2025-03-19 16:03:44,1,201963,10.214.121.56,MEL,fp_46669,0,1,0
1477,10836,2025-01-03 21:47:37,1,201174,10.215.118.16,AKL,fp_63401,0,1,0
1478,12778,2025-03-30 04:27:02,1,202463,10.125.65.171,CHC,fp_34176,0,1,0
1479,12030,2025-03-08 17:12:51,1,200825,10.124.170.60,AKL,fp_96153,0,1,0
1480,12429,2025-01-05 16:45:34,1,202062,10.177.11.229,AKL,fp_98678,0,0,0
1481,12510,2025-03-23 09:19:02,1,201436,10.167.225.85,WLG,fp_89253,0,1,0
1482,12961,2025-02-03 03:46:29,1,201453,10.127.154.5,MEL,fp_79204,0,1,0
1483,11228,2025-01-25 00:18:33,1,200839,10.7.214.187,AKL,fp_22212,0,1,0
1484,12462,2025-03-22 22:22:45,1,201965,10.113.250.69,AKL,fp_78265,0,1,0
1485,11256,2025-01-26 20:41:59,1,202255,10.173.221.15,WLG,fp_19551,0,1,0
1486,10050,2025-02-15 21:48:31,1,200050,10.214.142.82,CHC,fp_90488,0,1,0
1487,11571,2025-01-07 01:49:34,1,201354,10.249.117.240,MEL,fp_94616,0,1,0
1488,12981,2025-01-07 00:16:48,1,200258,10.76.71.92,AKL,fp_86380,0,0,0
1489,10129,2025-02-16 17:12:06,1,202377,10.91.34.28,AKL,fp_52761,0,1,0
1490,11416,2025-03-19 03:24:39,1,201745,10.158.133.126,CHC,fp_73590,0,1,0
1491,11503,2025-02-19 18:32:52,1,202114,10.12.138.179,AKL,fp_58179,0,1,0
1492,10208,2025-03-21 19:12:49,1,200150,10.74.129.48,AKL,fp_10195,0,1,0
1493,12541,2025-02-26 05:56:09,1,201504,10.220.201.16,AKL,fp_56999,0,1,0
1494,11101,2025-03-24 17:37:17,1,201306,10.252.58.3,MEL,fp_38333,1,0,0
1495,13055,2025-01-23 05:24:07,1,200500,10.218.151.189,AKL,fp_42007,0,1,0
1496,12929,2025-02-24 04:46:04,1,200729,10.144.131.248,CHC,fp_27529,0,1,0
1497,10993,2025-03-12 11:19:16,1,200074,10.168.145.145,AKL,fp_21971,0,1,0
1498,13128,2025-02-22 14:46:32,1,200378,10.234.38.93,SYD,fp_99571,0,1,0
1499,12585,2025-01-14 05:51:51,1,202235,10.186.21.141,CHC,fp_52243,0,1,0
1500,12813,2025-01-05 05:19:25,1,201968,10.42.192.229,CHC,fp_37952,0,1,0
1501,12772,2025-03-13 23:16:59,1,200514,10.8.13.112,AKL,fp_47516,0,1,0
1502,11783,2025-02-19 08:17:09,1,200975,10.240.122.163,MEL,fp_81779,0,1,0
1503,11762,2025-01-07 04:39:47,1,200372,10.76.244.77,DUD,fp_23895,0,1,0
1504,13153,2025-01-29 21:45:45,1,202234,10.181.217.99,CHC,fp_68485,0,1,0
1505,11579,2025-03-12 09:05:37,1,200144,10.24.11.26,SYD,fp_71949,0,1,0
1506,11231,2025-02-21 05:40:48,1,202115,10.157.126.65,WLG,fp_82245,0,1,0
1507,12758,2025-03-18 16:47:19,1,201641,10.151.244.151,WLG,fp_53603,0,1,0
1508,10778,2025-01-01 02:51:13,1,201544,10.10.58.42,MEL,fp_82730,0,1,0
1509,10569,2025-03-02 02:58:17,1,201638,10.83.252.57,CHC,fp_85402,0,1,0
1510,10472,2025-01-25 14:26:26,1,200082,10.197.43.101,AKL,fp_55069,0,1,0
1511,11467,2025-01-30 09:14:45,0,202053,10.124.158.59,AKL,fp_81473,0,1,0
1512,10234,2025-03-15 22:42:50,1,201714,10.62.103.125,MEL,fp_37548,0,1,0
1513,12196,2025-02-11 03:18:43,1,200800,10.199.110.58,MEL,fp_84718,0,1,0
1514,12413,2025-02-20 07:28:11,1,200637,10.2.126.24,DUD,fp_80334,0,1,0
1515,10230,2025-03-07 03:16:14,1,201117,10.103.215.57,CHC,fp_30756,0,1,0
1516,10745,2025-02-26 13:42:14,1,200794,10.199.249.63,SYD,fp_88111,0,1,0
1517,12173,2025-02-16 06:02:02,1,201412,10.90.197.184,AKL,fp_57838,0,1,0
1518,13082,2025-03-09 13:08:01,1,200366,10.228.72.94,SYD,fp_82776,0,1,0
1519,12902,2025-02-21 01:35:04,1,201246,10.140.130.128,AKL,fp_31333,0,1,0
1520,12708,2025-02-05 23:06:29,1,202071,10.27.156.112,AKL,fp_58919,0,1,0
1521,12462,2025-02-11 19:38:40,1,200979,10.220.181.104,CHC,fp_33372,0,1,0
1522,12654,2025-01-10 04:19:39,1,200282,10.22.49.84,CHC,fp_88035,0,1,0
1523,11572,2025-01-12 19:24:31,1,202371,10.46.136.35,SYD,fp_34226,0,1,0
1524,12990,2025-02-01 05:46:01,1,201741,10.217.20.189,AKL,fp_33597,0,1,1
1525,13072,2025-03-01 10:42:55,1,201689,10.103.103.124,WLG,fp_43367,0,1,0
1526,10585,2025-03-05 23:40:59,0,201835,10.184.161.78,MEL,fp_18475,0,1,0
1527,11964,2025-03-17 19:07:47,1,201722,10.44.89.30,AKL,fp_83737,0,1,0
1528,12844,2025-03-27 03:25:01,1,200288,10.69.92.30,WLG,fp_39683,0,1,0
1529,10499,2025-02-10 06:24:22,0,202085,10.110.223.28,SYD,fp_27277,0,1,0
1530,11068,2025-02-16 09:07:27,1,200375,10.46.124.242,WLG,fp_67756,0,1,0
1531,10274,2025-01-02 16:15:01,1,201713,10.228.216.169,MEL,fp_11353,0,0,0
1532,10424,2025-02-24 05:31:48,1,201138,10.193.110.199,WLG,fp_54683,0,0,0
1533,11421,2025-03-03 21:28:54,1,201363,10.98.9.57,DUD,fp_98139,0,1,0
1534,12355,2025-03-02 19:20:33,1,201288,10.63.208.247,AKL,fp_68310,0,1,0
1535,12853,2025-02-28 01:17:10,1,200330,10.211.163.98,CHC,fp_66290,1,1,0
1536,10822,2025-02-10 21:46:15,1,200795,10.175.137.130,AKL,fp_54413,0,1,0
1537,11545,2025-02-20 07:04:46,1,201794,10.246.135.158,CHC,fp_38982,0,1,0
1538,11951,2025-03-01 11:03:10,1,201083,10.106.255.37,WLG,fp_67670,1,1,0
1539,10503,2025-03-02 07:55:38,1,202013,10.134.5.56,AKL,fp_80259,0,1,0
1540,11310,2025-01-10 22:26:31,1,201046,10.248.164.141,WLG,fp_49240,0,1,0
1541,10237,2025-02-19 11:21:22,1,201056,10.15.245.13,SYD,fp_38550,0,1,0
1542,12393,2025-03-19 14:40:25,0,200005,10.48.144.25,CHC,fp_86170,0,1,0
1543,13119,2025-01-20 14:46:00,1,200049,10.58.191.209,WLG,fp_59008,0,1,0
1544,10227,2025-03-26 02:07:07,1,200389,10.230.67.94,CHC,fp_14853,0,1,0
1545,12539,2025-02-28 06:23:32,1,200892,10.10.211.27,CHC,fp_42616,0,0,0
1546,12826,2025-01-17 16:36:16,1,200315,10.47.234.235,WLG,fp_30044,1,1,0
1547,12863,2025-03-17 04:20:02,1,200414,10.54.89.227,WLG,fp_61226,0,1,0
1548,12085,2025-01-09 20:35:43,1,201128,10.243.121.212,AKL,fp_16143,0,1,0
1549,10633,2025-01-05 20:49:26,1,202230,10.164.220.56,WLG,fp_16287,0,1,0
1550,12410,2025-03-28 23:54:22,0,201395,10.74.16.55,WLG,fp_29851,1,1,0
1551,10088,2025-02-09 19:28:57,1,200579,10.234.200.232,WLG,fp_76868,0,0,0
1552,12123,2025-03-22 00:16:25,0,201235,10.116.46.189,MEL,fp_19241,0,1,0
1553,12707,2025-01-10 17:10:50,1,200900,10.22.176.148,SYD,fp_63237,0,1,0
1554,10215,2025-01-05 01:18:36,1,200674,10.55.149.147,WLG,fp_86456,1,1,0
1555,12375,2025-03-16 11:23:29,1,201500,10.240.249.234,CHC,fp_30840,0,1,0
1556,10528,2025-01-01 22:11:02,0,201460,10.139.195.7,AKL,fp_52470,0,1,0
1557,10287,2025-01-24 12:33:17,1,202056,10.228.49.46,MEL,fp_42826,0,1,0
1558,10171,2025-03-23 01:49:14,1,201998,10.36.64.18,CHC,fp_30455,0,1,0
1559,12581,2025-02-07 05:23:05,1,201808,10.43.76.28,SYD,fp_34036,0,1,0
1560,11659,2025-02-01 21:13:23,1,201789,10.119.168.108,WLG,fp_42316,0,1,0
1561,13144,2025-03-29 05:00:59,1,201146,10.8.75.223,DUD,fp_83678,0,1,0
1562,12429,2025-01-09 03:10:22,1,200919,10.101.97.41,DUD,fp_27720,0,1,0
1563,12353,2025-03-09 13:10:26,1,200278,10.240.38.159,WLG,fp_38076,0,1,0
1564,12037,2025-01-10 11:17:13,1,200136,10.251.129.188,WLG,fp_65688,0,1,1
1565,10822,2025-03-23 02:13:53,1,200269,10.135.250.11,AKL,fp_61012,0,0,0
1566,12205,2025-02-02 18:47:22,1,201787,10.85.192.88,AKL,fp_57982,0,1,0
1567,10076,2025-01-18 18:52:03,1,201942,10.38.225.51,AKL,fp_38677,0,1,0
1568,13189,2025-01-02 07:03:57,1,202396,10.79.33.188,MEL,fp_68856,0,1,0
1569,12452,2025-02-18 11:39:07,1,201851,10.158.214.56,AKL,fp_23959,0,1,0
1570,11797,2025-03-13 22:36:31,1,200278,10.165.2.89,SYD,fp_67290,0,1,0
1571,11484,2025-03-23 19:39:15,1,201632,10.139.17.78,WLG,fp_67843,1,1,0
1572,12144,2025-03-14 07:32:07,1,201491,10.194.176.178,CHC,fp_45460,0,0,0
1573,10932,2025-03-25 02:13:11,1,202480,10.30.231.140,WLG,fp_93387,0,1,0
1574,11949,2025-01-11 02:29:45,1,200167,10.252.3.6,CHC,fp_60856,0,1,0
1575,10215,2025-03-29 13:42:16,1,201218,10.50.73.128,AKL,fp_67261,0,0,0
1576,11222,2025-01-02 07:21:54,1,200484,10.236.11.33,AKL,fp_51245,0,1,0
1577,12628,2025-01-10 23:37:00,0,200261,10.164.143.13,SYD,fp_97697,0,0,0
1578,10417,2025-01-07 18:53:26,1,200956,10.253.161.108,DUD,fp_39380,0,1,0
1579,10232,2025-02-10 01:50:40,1,202075,10.113.79.36,AKL,fp_26330,0,1,0
1580,10929,2025-01-14 09:24:11,1,202102,10.62.255.26,CHC,fp_86367,0,1,0
1581,13034,2025-03-07 19:04:00,1,202472,10.212.199.16,CHC,fp_33594,0,1,0
1582,12836,2025-03-12 02:06:51,1,201873,10.185.59.87,MEL,fp_51357,0,1,0
1583,12990,2025-01-26 17:28:52,1,202182,10.134.107.82,WLG,fp_29280,0,0,0
1584,11303,2025-03-03 08:42:33,1,200722,10.244.36.151,SYD,fp_28625,0,1,0
1585,11431,2025-03-13 11:04:10,1,201178,10.251.107.5,AKL,fp_88716,0,1,0
1586,10764,2025-01-08 00:38:27,1,201814,10.96.170.0,AKL,fp_33120,0,1,0
1587,10823,2025-03-11 16:29:59,1,200939,10.1.180.241,AKL,fp_70765,0,1,0
1588,12926,2025-02-25 15:18:45,1,200256,10.5.222.205,AKL,fp_56581,0,0,0
1589,12983,2025-02-27 20:16:58,1,201276,10.195.233.102,AKL,fp_40123,0,1,0
1590,12550,2025-01-09 07:34:07,1,201388,10.53.244.31,SYD,fp_85378,0,1,0
1591,12508,2025-02-27 07:31:38,1,201158,10.212.98.24,WLG,fp_44897,0,1,1
1592,12484,2025-03-13 14:06:22,1,200200,10.105.249.80,SYD,fp_59486,0,0,0
1593,13164,2025-03-17 12:31:21,1,202317,10.146.246.113,AKL,fp_65064,0,1,0
1594,10386,2025-03-02 20:25:10,1,201285,10.131.177.209,SYD,fp_52835,0,1,0
1595,13150,2025-03-12 01:29:16,1,200776,10.134.32.28,WLG,fp_92379,0,1,0
1596,10297,2025-01-20 13:23:00,1,202079,10.255.234.6,SYD,fp_39777,0,1,0
1597,12978,2025-02-16 00:02:33,0,200262,10.50.129.232,WLG,fp_43583,0,1,0
1598,12151,2025-02-20 20:20:10,1,201067,10.233.22.92,AKL,fp_19964,0,1,0
1599,10528,2025-03-29 07:13:01,1,200190,10.197.201.25,AKL,fp_19301,0,1,1
1600,10498,2025-03-30 03:04:58,1,201728,10.14.72.106,WLG,fp_23509,0,1,0
1601,11841,2025-02-13 07:11:41,1,201310,10.75.125.132,CHC,fp_47300,0,1,0
1602,11948,2025-03-10 06:00:54,1,200141,10.245.78.241,WLG,fp_59179,1,1,0
