account_id,customer_id,product_type,open_date,current_balance,avg_monthly_turnover,dormant_flag
10517,495,current,2020-02-13,14445.36,578.45,0
10518,2083,current,2023-11-18,6468.25,4700.72,0
10519,425,current,2024-01-28,914.32,3215.48,0
10520,697,credit,2021-02-18,7580.32,2519.56,0
10521,765,savings,2024-01-07,24601.19,2184.03,0
10522,507,savings,2023-03-13,9698.62,5012.93,0
10523,2354,savings,2024-06-08,9190.85,1760.15,0
10524,525,current,2023-02-17,6148.04,2280.13,0
10525,1217,savings,2020-06-12,8665.52,4724.61,0
10526,1416,savings,2023-03-26,9668.61,6756.81,0
10527,653,current,2020-07-15,7170.27,2954.95,0
10528,1179,current,2021-04-17,5557.69,8794.85,0
10529,426,savings,2024-05-11,7249.87,3681.06,0
10530,1208,credit,2024-11-01,7028.69,3427.48,0
10531,48,current,2022-05-17,1090.26,15891.2,0
10532,1098,credit,2021-06-15,21786.56,4252.69,0
10533,913,credit,2021-12-17,9195.41,10958.75,0
10534,877,credit,2021-03-17,13070.29,15035.4,0
10535,276,current,2022-11-12,7752.86,1225.65,0
10536,2497,current,2022-02-07,4431.5,1736.35,0
10537,68,savings,2020-04-16,11385.53,714.41,1
10538,366,current,2023-01-18,1723.06,5271.67,0
10539,258,current,2023-03-20,9435.74,5327.11,0
10540,2445,savings,2023-05-02,11304.75,2079.76,0
10541,797,current,2024-09-20,6075.05,318.85,0
10542,1078,current,2023-07-08,8860.91,4403.69,0
10543,1878,credit,2023-05-18,1108.89,785.25,0
10544,127,current,2021-01-21,9112.79,2780.27,0
10545,168,credit,2022-04-27,5041.76,5476.96,0
10546,457,current,2022-03-03,8889.75,3610.24,0
10547,1697,current,2024-10-19,6258.47,6717.91,0
10548,2447,current,2022-05-15,6205.78,2657.32,0
10549,1552,current,2023-06-10,9067.31,1805.55,0
10550,2181,current,2022-09-13,5217.13,1521.91,0
10551,2205,savings,2020-04-13,6051.12,5375.4,0
10552,691,credit,2024-09-03,19075.13,3048.94,1
10553,460,current,2023-05-07,13607.69,1728.92,0
10554,401,current,2021-02-24,5555.53,4254.42,0
10555,1986,savings,2020-04-18,6340.33,647.63,1
10556,1674,current,2024-09-05,4212.19,3388.65,0
10557,2163,current,2021-07-14,5054.17,3962.79,0
10558,1268,current,2020-02-01,5222.04,4361.97,1
10559,2442,current,2023-01-28,6940.81,8832.99,0
10560,2236,current,2020-01-30,1250.28,2544.91,0
10561,2022,current,2021-01-28,4958.69,4005.73,0
10562,2008,savings,2024-06-18,4397.76,4483.9,0
10563,310,current,2020-03-10,14718.1,3077.29,0
10564,1862,current,2023-10-04,6292.51,1103.87,0
10565,2368,current,2023-02-01,7564.47,5737.35,0
10566,731,current,2021-07-12,4862.37,312.84,0
10567,2038,credit,2021-06-05,6326.51,1171.38,0
10568,876,savings,2022-05-16,5054.14,2487.89,0
10569,531,credit,2022-08-30,7008.35,1167.72,0
10570,1827,current,2024-06-12,8848.22,3379.57,0
10571,413,current,2021-04-21,2399.74,7169.1,0
10572,1204,current,2022-12-13,9643.47,11221.0,0
10573,2342,current,2023-06-06,3273.91,3121.18,1
10574,393,current,2020-01-24,19482.22,4232.39,0
10575,390,current,2024-06-22,6912.34,3365.72,0
10576,2358,current,2024-12-15,7497.46,2991.11,0
10577,1943,current,2020-06-06,7689.19,3004.82,0
10578,1155,current,2021-04-22,6628.83,9882.18,0
10579,1014,current,2023-12-06,3925.65,411.87,0
10580,2410,current,2024-01-16,7509.93,6078.1,0
10581,1810,credit,2020-10-11,7237.24,1576.42,1
10582,2271,current,2024-08-01,3599.41,2702.78,0
10583,230,current,2021-08-24,2422.26,1116.79,0
10584,1327,current,2021-06-19,11340.37,1031.53,0
10585,1813,current,2021-10-14,4952.86,6742.46,0
10586,90,savings,2023-05-10,5781.64,1887.77,0
10587,1280,current,2021-01-11,7258.57,3283.08,0
10588,140,credit,2022-09-17,3850.86,4632.27,0
10589,2251,credit,2020-05-17,7927.99,8813.14,0
10590,1703,current,2020-09-25,5965.62,1066.91,0
10591,471,credit,2023-11-03,6341.35,9201.9,0
10592,1304,savings,2021-12-01,12716.58,3893.72,0
10593,274,credit,2023-12-19,7087.48,3769.76,0
10594,2010,current,2023-09-08,5595.36,2524.47,0
10595,491,credit,2024-12-24,3064.41,2227.45,0
10596,1519,current,2020-09-08,7665.31,681.26,0
10597,197,current,2024-09-01,11055.69,7540.43,0
10598,395,credit,2024-06-15,5659.96,982.19,0
10599,2451,current,2022-03-04,11001.57,1999.72,0
10600,965,current,2020-09-03,7733.35,6756.13,0
10601,308,current,2020-08-31,6733.42,2950.23,0
10602,1750,current,2022-07-21,8334.57,1237.81,0
10603,503,current,2020-01-20,2498.31,5800.69,0
10604,1474,current,2020-06-23,5005.75,2243.78,0
10605,2025,current,2022-08-28,5135.93,1974.17,0
10606,1709,savings,2022-10-24,5823.49,1022.37,0
10607,617,current,2024-04-19,17600.11,2119.36,0
10608,593,savings,2024-11-13,6877.5,2470.89,0
10609,556,current,2021-05-03,2203.13,4563.29,0
10610,1580,savings,2021-08-25,4215.6,1699.51,0
10611,1681,savings,2020-12-29,6344.79,7689.72,0
10612,1303,credit,2021-02-13,7069.97,6882.17,0
10613,997,current,2022-03-12,547.3,6881.62,0
10614,156,current,2024-12-17,8795.61,3690.47,0
10615,2089,credit,2024-06-18,9032.06,5537.5,0
10616,1651,savings,2024-07-24,2962.05,5188.99,0
10617,1596,current,2022-04-04,10866.06,6383.25,0
10618,260,savings,2023-04-14,5632.87,6796.46,0
10619,721,savings,2023-08-11,3400.71,5346.17,0
10620,760,current,2021-03-19,2804.2,5424.55,0
10621,1495,savings,2022-04-24,8678.99,5083.89,0
10622,1969,savings,2022-10-01,4414.48,5432.27,0
10623,2167,current,2021-11-11,7549.18,3445.32,0
10624,1306,current,2022-05-13,2740.67,2017.48,0
10625,912,current,2022-03-15,5177.71,1282.61,1
10626,1021,current,2020-04-21,8327.74,1011.11,0
10627,1842,current,2023-11-03,12479.83,1388.66,0
10628,796,savings,2024-07-01,13301.43,6523.57,0
10629,1040,current,2023-10-08,12327.33,8437.31,0
10630,1966,credit,2024-08-30,25482.56,5254.27,0
10631,1358,savings,2022-02-26,7623.64,3952.69,1
10632,1170,savings,2020-04-11,2678.61,680.05,0
10633,1835,current,2021-05-03,4285.82,3015.31,0
10634,722,current,2024-04-07,13082.7,1927.9,0
10635,152,savings,2020-09-10,3898.16,1927.51,0
10636,1971,current,2022-09-25,396.84,3603.72,0
10637,1138,current,2020-01-03,5309.62,5229.19,0
10638,814,current,2021-08-13,10728.06,3343.14,0
10639,239,current,2020-07-25,4226.96,12554.81,0
10640,2316,savings,2020-07-25,13479.54,3867.58,0
10641,1813,current,2020-10-27,18640.29,576.26,0
10642,686,current,2022-09-09,7507.23,9929.02,0
10643,1520,current,2023-06-13,20638.07,3207.85,0
10644,1161,current,2021-06-09,15848.18,8401.76,0
10645,818,current,2024-02-01,10938.77,986.01,0
10646,780,credit,2021-12-16,8163.14,1685.87,0
10647,191,credit,2023-09-06,7702.69,1369.45,0
10648,2437,credit,2022-08-24,6093.33,6407.49,0
10649,2315,current,2023-08-12,9230.14,7512.24,0
10650,2177,current,2024-11-21,1204.39,4773.83,0
10651,788,current,2024-12-19,16280.99,4087.28,0
10652,2493,savings,2022-12-07,20857.47,635.68,0
10653,689,savings,2024-10-22,1119.89,1838.75,0
10654,2062,savings,2023-07-04,10527.28,2065.62,0
10655,253,current,2021-05-05,15488.1,809.37,0
10656,777,current,2024-09-02,7037.43,3089.55,0
10657,1444,credit,2020-09-21,5888.7,4858.95,0
10658,2420,current,2022-05-04,5026.31,5950.46,0
10659,665,savings,2020-10-06,4376.3,5096.92,0
10660,1081,savings,2023-12-02,7929.81,2645.41,0
10661,2108,current,2024-06-22,13412.3,2189.04,0
10662,1181,credit,2024-02-03,1333.16,2772.05,0
10663,1707,credit,2020-07-05,3160.34,3025.95,0
10664,1046,savings,2021-05-09,4154.4,1316.04,0
10665,10,current,2021-09-12,1952.93,2286.27,0
10666,708,current,2020-07-30,9809.67,1975.06,0
10667,1415,savings,2022-08-25,8992.06,9154.07,0
10668,49,current,2020-03-03,11357.54,6302.49,0
10669,580,current,2023-01-24,927.23,4823.55,1
10670,2383,current,2022-11-14,10511.67,1526.0,0
10671,39,current,2022-12-23,13363.83,5511.28,0
10672,619,savings,2024-07-23,9934.5,1787.67,0
10673,1549,current,2023-12-06,6663.55,5553.88,0
10674,1408,current,2021-04-18,6044.44,2707.56,0
10675,513,current,2022-11-09,8445.81,7049.88,0
10676,149,current,2024-01-04,7812.77,951.05,0
10677,2250,current,2024-04-02,4248.79,5370.88,0
10678,1378,current,2023-03-19,1010.67,7460.84,0
10679,1434,current,2020-06-03,4698.52,2822.86,0
10680,145,current,2022-03-04,19398.19,2670.01,0
10681,523,savings,2024-04-16,1169.89,3308.6,0
10682,183,current,2020-05-14,7728.39,4786.82,1
10683,2448,current,2022-12-12,16635.84,2116.83,0
10684,1925,current,2022-09-13,11533.13,1865.35,0
10685,1367,savings,2021-02-10,12661.88,10055.81,0
10686,1703,current,2021-09-19,11782.0,2570.16,0
10687,414,current,2024-11-19,1973.35,3165.87,0
10688,2471,savings,2022-12-23,14830.56,2340.9,0
10689,1294,savings,2024-09-11,16131.29,5055.04,0
10690,1292,current,2022-05-10,2518.02,1973.44,0
10691,2399,savings,2024-03-23,4996.37,2977.04,1
10692,240,savings,2023-02-05,7108.35,6548.56,0
10693,1061,current,2024-07-21,5040.18,5980.42,0
10694,221,credit,2021-08-19,3975.39,2532.46,0
10695,1064,current,2021-11-28,4045.79,3372.63,0
10696,668,savings,2020-03-14,10489.28,1594.2,0
10697,1153,credit,2021-02-19,12425.41,3369.24,0
10698,1755,credit,2020-09-09,4058.72,11284.15,0
10699,701,current,2020-11-29,12374.12,5708.32,0
10700,129,savings,2021-07-16,5024.23,1583.41,0
10701,405,current,2024-05-13,2657.84,824.61,0
10702,1790,current,2021-11-21,8310.9,1617.34,0
10703,1448,credit,2024-02-17,6891.7,1158.06,0
10704,2447,current,2024-01-26,8516.02,2995.26,0
10705,2236,savings,2024-11-25,8425.61,6924.91,0
10706,403,current,2022-07-17,7860.89,3022.21,0
10707,1840,current,2024-03-28,6365.15,1993.83,0
10708,226,current,2022-02-04,12202.08,2576.91,1
10709,241,current,2023-02-28,9991.29,4707.56,0
10710,1983,current,2024-01-19,5149.03,3744.44,0
10711,1003,current,2020-09-16,5060.23,1649.76,0
10712,2495,credit,2020-04-14,1826.38,5730.9,0
10713,14,savings,2020-10-27,2080.66,1385.15,0
10714,1257,savings,2023-08-09,6061.08,3559.28,0
10715,770,current,2022-05-14,11247.75,2308.94,0
10716,2464,current,2021-05-26,3573.18,2831.41,0
10717,1674,savings,2023-11-02,10278.61,1438.83,0
10718,1930,current,2020-01-28,7678.83,3400.6,0
10719,726,current,2020-11-12,3744.86,1304.8,0
10720,2237,credit,2022-05-07,7064.36,2180.37,0
10721,2102,current,2024-07-28,6882.4,2702.99,0
10722,1961,credit,2023-09-28,3867.98,1675.29,0
10723,1194,current,2023-06-01,9852.38,7744.73,0
10724,2305,current,2023-07-21,11930.17,2175.32,0
10725,1673,current,2021-07-23,5474.0,2565.12,0
10726,165,credit,2022-03-28,2862.43,3314.05,0
10727,2210,savings,2024-06-04,12289.1,998.47,0
10728,53,savings,2023-08-24,1971.36,661.9,0
10729,1708,current,2022-12-28,8119.31,2705.9,0
10730,625,credit,2020-05-31,3570.09,779.39,0
10731,2244,current,2023-08-31,2674.74,4126.3,0
10732,1825,current,2021-10-29,4620.15,4264.43,1
10733,2021,savings,2021-12-04,6876.41,4125.14,0
10734,1750,savings,2023-05-14,3135.99,5439.66,0
10735,1418,savings,2021-12-19,2330.62,2696.91,0
10736,2160,current,2022-11-11,1486.73,7891.1,0
10737,744,credit,2020-01-24,16643.95,3844.64,0
10738,1321,current,2020-12-03,8543.24,7479.82,0
10739,746,credit,2022-09-08,3765.19,5272.43,0
10740,285,current,2024-10-13,8816.85,2768.19,0
10741,2189,current,2023-10-20,6831.34,3824.62,1
10742,1243,current,2022-02-01,10507.27,4683.56,0
10743,135,current,2024-11-03,5777.99,620.79,0
10744,2063,current,2021-05-17,11687.81,1012.19,0
10745,2354,savings,2024-06-16,4173.55,8887.58,0
10746,1655,savings,2022-01-06,7637.19,4652.56,0
10747,818,current,2020-06-07,11236.58,6420.48,0
10748,2149,current,2020-01-05,7884.99,2670.19,1
10749,1848,savings,2024-11-24,19783.75,7575.44,0
10750,713,credit,2023-03-18,10381.93,2792.98,1
10751,826,current,2020-09-29,8721.82,4625.95,0
10752,2470,credit,2024-12-15,5218.9,8276.07,0
10753,2384,current,2020-03-16,7744.6,5029.66,0
10754,1692,savings,2021-09-02,13788.74,1396.24,0
10755,92,savings,2023-09-28,4763.72,2942.32,0
10756,575,current,2020-04-07,3476.43,3935.03,0
10757,884,current,2024-07-11,4782.86,4843.9,1
10758,1340,savings,2023-05-22,4603.54,6997.81,0
10759,2169,current,2024-09-29,9494.31,4870.93,0
10760,2121,current,2024-03-07,18390.08,3043.22,0
10761,686,current,2024-02-14,2052.13,2583.87,0
10762,272,savings,2021-02-19,878.85,2690.31,0
10763,690,current,2021-01-08,6959.77,2206.72,0
10764,589,current,2021-03-17,3146.87,2124.73,0
10765,2247,credit,2020-10-08,8341.6,6329.09,0
10766,36,savings,2023-04-27,8978.81,3552.33,0
10767,2077,current,2020-04-17,4618.71,2242.05,0
10768,1643,current,2022-02-20,9660.42,3250.22,0
10769,265,current,2022-11-28,4083.77,2361.45,0
10770,1713,current,2022-09-10,4078.75,703.66,0
10771,1451,current,2022-06-08,3633.31,4912.41,0
10772,10,current,2021-02-11,4819.75,6596.15,0
10773,559,current,2020-07-18,6513.06,5846.4,0
10774,871,savings,2024-12-08,6038.87,5611.18,0
10775,538,current,2022-04-28,7381.8,1316.13,0
10776,1448,current,2022-12-21,9351.19,7551.69,0
10777,1539,credit,2022-11-01,7445.61,2049.2,0
10778,425,current,2021-11-04,16447.27,1135.64,0
10779,310,savings,2023-08-12,6828.72,372.14,0
10780,1639,current,2021-11-17,10726.05,3873.04,0
10781,1175,current,2022-01-25,1822.78,7674.47,0
10782,663,current,2024-01-06,7382.79,6983.81,0
10783,640,current,2021-08-03,5991.97,3330.75,0
10784,99,savings,2023-06-30,5628.53,6202.15,0
10785,2135,current,2023-04-29,13618.44,11536.21,0
10786,2105,current,2020-02-25,20252.4,2474.37,0
10787,1387,current,2023-06-02,9413.53,4508.74,0
10788,874,current,2024-01-02,1469.09,7771.94,0
10789,538,current,2021-05-08,4448.85,1169.57,0
10790,769,current,2024-07-26,2103.1,1264.48,0
10791,2317,current,2020-02-06,7255.48,8583.49,0
10792,223,savings,2020-11-24,8657.55,6317.63,0
10793,2058,savings,2024-09-21,1689.01,1903.3,0
10794,762,current,2024-04-10,15104.53,1442.78,0
10795,664,credit,2023-10-10,2642.29,1297.57,0
10796,2025,current,2023-01-07,8400.04,3786.87,0
10797,2403,current,2021-01-02,14904.53,1933.35,1
10798,2479,savings,2022-06-11,7348.47,1966.2,0
10799,670,savings,2022-10-29,3897.23,1302.76,0
10800,1478,current,2020-06-12,3729.05,3411.5,0
10801,732,credit,2022-12-21,7479.12,1168.75,0
10802,484,credit,2020-06-11,10739.71,4973.21,0
10803,965,current,2020-08-17,8210.66,7129.1,0
10804,157,current,2020-11-06,3667.34,3905.81,1
10805,413,savings,2020-12-15,5893.75,6297.95,0
10806,1489,credit,2020-05-29,3297.69,2940.91,0
10807,1718,current,2024-10-11,3269.54,1725.02,0
10808,677,current,2024-01-04,3137.71,2493.52,1
10809,1394,savings,2022-07-16,5027.45,820.36,0
10810,1912,current,2021-11-03,6322.68,2049.31,0
10811,2237,savings,2020-12-15,6827.83,2836.77,0
10812,1422,current,2024-09-27,7929.95,3308.52,0
10813,603,savings,2023-12-26,3826.03,6427.92,0
10814,1782,current,2023-10-04,6412.77,7960.24,0
10815,426,current,2022-05-08,6951.48,3795.34,0
10816,348,savings,2020-02-20,12884.26,1394.86,0
10817,897,current,2023-03-11,1738.89,1382.69,0
10818,823,current,2022-06-08,2182.18,2078.63,0
10819,366,current,2021-06-26,9113.08,1809.05,0
10820,131,credit,2021-07-29,9723.31,3854.55,0
10821,2366,current,2020-04-15,9137.31,1459.6,0
10822,1694,savings,2024-05-09,9076.63,8088.26,0
10823,1794,current,2020-10-28,1890.97,5770.69,0
10824,166,savings,2024-01-23,18410.27,6582.94,0
10825,1991,current,2024-11-10,11998.67,2003.43,0
10826,912,current,2020-03-24,1916.35,1459.12,0
10827,1871,current,2023-02-12,5374.01,1913.42,0
10828,1226,current,2020-05-01,5168.04,3485.53,1
10829,608,savings,2024-02-25,6017.35,3224.12,0
10830,656,savings,2022-07-14,4721.4,7561.2,0
10831,352,savings,2020-02-09,2803.33,8469.28,1
10832,2075,savings,2023-11-10,7033.58,3620.06,0
10833,1074,savings,2023-10-28,13398.36,1011.78,0
10834,1951,credit,2024-08-14,4621.86,2619.21,0
10835,2073,savings,2022-06-04,7889.07,14945.81,0
10836,418,current,2024-08-29,6134.73,1064.89,0
10837,827,current,2023-04-29,9073.9,3963.82,0
10838,311,current,2022-08-17,5775.71,1903.82,0
10839,24,savings,2021-10-15,4152.15,10773.21,0
10840,2467,current,2021-06-18,4803.18,4212.84,0
10841,1651,current,2023-02-07,13082.85,1919.12,0
10842,1130,savings,2023-09-11,6656.89,2332.23,0
10843,501,current,2020-03-06,6514.22,576.64,1
10844,1478,current,2022-01-21,12833.92,3922.25,0
10845,1358,savings,2020-03-24,14293.18,4006.08,1
10846,558,current,2021-12-24,908.74,1051.33,0
10847,38,current,2023-12-28,2227.15,4929.19,0
10848,1173,current,2023-06-14,10600.09,8395.45,0
10849,1273,current,2020-08-15,6861.24,1266.16,0
10850,1996,current,2023-08-01,14326.02,4853.97,0
10851,985,current,2020-01-26,1747.53,4937.07,0
10852,243,savings,2020-01-23,7517.22,3634.12,0
10853,2202,savings,2024-07-23,9370.29,3807.03,0
10854,1035,current,2020-02-29,5225.04,2264.97,0
10855,1805,current,2021-04-29,10225.0,553.27,0
10856,108,current,2020-08-28,10727.61,4146.18,0
10857,91,current,2022-11-28,6183.87,5712.4,0
10858,59,current,2022-08-11,5904.42,1542.57,0
10859,1974,current,2024-03-11,11378.55,1935.76,0
10860,602,current,2024-12-06,7425.1,1756.09,0
10861,1979,savings,2023-09-23,8969.37,4357.83,0
10862,2363,current,2022-05-01,7400.18,3946.29,0
10863,1659,credit,2020-03-26,7160.95,1626.16,1
10864,2465,current,2024-08-10,5894.72,3163.1,0
10865,2324,savings,2022-10-20,9345.59,3239.77,0
10866,1807,current,2021-01-31,3585.66,4197.24,0
10867,2009,savings,2022-09-15,1821.96,2457.79,0
10868,1509,credit,2021-12-16,6505.77,6786.37,0
10869,548,current,2021-09-30,14458.01,4235.49,0
10870,258,current,2022-04-07,7432.32,6709.3,0
10871,954,credit,2023-10-07,5534.59,4161.52,0
10872,1188,credit,2020-10-25,5058.93,4415.34,0
10873,875,credit,2024-10-25,4829.95,877.99,0
10874,256,current,2020-04-23,507.08,3942.03,0
10875,1263,current,2020-09-25,13257.36,3109.35,0
10876,1247,current,2023-05-19,4491.47,7170.29,0
10877,2385,savings,2020-09-22,6586.32,6517.79,0
10878,2386,current,2023-11-20,5312.3,7660.07,0
10879,1539,current,2023-09-02,3968.38,1973.29,1
10880,2127,current,2022-02-23,13671.16,3277.52,0
10881,783,current,2022-04-09,2902.94,8132.75,0
10882,2424,savings,2024-12-29,9548.29,1932.7,0
10883,2354,current,2023-12-22,2061.18,7201.2,0
10884,314,savings,2023-02-27,5928.95,6693.98,0
10885,1751,current,2020-09-14,12523.45,3199.99,0
10886,1145,current,2022-12-12,4689.83,9466.67,1
10887,666,current,2020-03-13,9023.14,6882.31,0
10888,1030,current,2021-04-04,4540.71,1181.23,0
10889,2267,current,2023-06-27,5213.96,8548.79,0
10890,2311,savings,2022-01-13,10351.34,3206.03,0
10891,861,current,2024-12-20,9150.97,4352.5,0
10892,1155,current,2024-09-10,14553.28,4367.8,0
10893,1291,savings,2020-06-22,4676.14,5103.16,1
10894,1834,current,2024-05-31,8099.1,8246.19,1
10895,1199,current,2024-04-26,6835.27,4312.32,0
10896,990,current,2020-07-12,8243.85,3046.73,0
10897,2310,current,2021-12-04,11937.85,1584.17,0
10898,932,current,2024-09-27,4110.57,2354.48,0
10899,665,current,2020-01-31,7894.0,6579.46,0
10900,818,current,2020-04-17,13574.7,7513.48,0
10901,834,current,2022-07-19,6839.85,2563.83,0
10902,1388,savings,2024-10-05,10303.29,5773.93,0
10903,1651,savings,2021-05-23,1336.49,2202.39,0
10904,336,current,2023-11-11,7042.92,688.88,1
10905,2217,current,2023-06-19,4867.14,1023.35,0
10906,634,savings,2020-09-23,9062.35,6972.26,0
10907,288,current,2021-06-09,7926.73,726.06,0
10908,1671,savings,2023-02-12,3615.86,5449.51,0
10909,525,current,2022-05-29,2259.89,4085.3,0
10910,1876,current,2021-03-09,18802.28,7251.42,0
10911,2371,current,2021-01-01,8330.23,3778.98,0
10912,1732,savings,2022-10-13,8203.98,4755.21,0
10913,1944,current,2024-02-20,4028.96,4014.61,0
10914,1237,current,2022-01-23,5325.06,4388.3,1
10915,866,current,2024-08-15,13663.64,3360.61,0
10916,1534,savings,2023-05-02,6931.55,4816.77,0
10917,895,current,2022-01-06,13947.87,2782.45,1
10918,2191,savings,2023-07-14,8348.97,6283.34,0
10919,1174,current,2022-03-30,12145.17,3731.14,0
10920,1248,current,2023-10-12,1245.07,5976.28,0
10921,1685,current,2024-11-28,3870.93,1962.28,0
10922,474,credit,2023-12-08,6848.55,2606.69,0
10923,1403,current,2020-09-16,5630.03,1045.34,0
10924,1885,current,2020-05-10,9098.41,4444.46,0
10925,1941,savings,2024-01-15,2262.86,4307.2,0
10926,563,current,2024-03-26,2300.16,2312.29,0
10927,136,current,2022-11-01,8886.08,3480.71,0
10928,486,current,2021-03-23,11828.98,1555.82,1
10929,2048,savings,2024-05-26,5303.95,6692.42,1
10930,664,current,2022-03-29,14812.28,6550.48,0
10931,146,savings,2021-06-17,16900.9,3362.43,0
10932,1494,savings,2021-10-30,6404.84,2942.76,0
10933,2203,current,2021-06-24,5177.46,866.55,0
10934,562,current,2021-05-30,4390.33,5864.46,0
10935,109,savings,2021-08-17,3850.35,1794.71,0
10936,351,credit,2023-05-15,9983.87,6192.77,0
10937,320,savings,2020-01-31,3506.38,1016.7,0
10938,512,current,2021-10-24,3056.49,1503.98,0
10939,451,savings,2020-11-06,3724.64,1249.03,0
10940,1593,savings,2023-03-28,6446.2,1731.66,0
10941,558,credit,2024-12-20,6748.08,13229.55,0
10942,1371,current,2023-12-08,9651.14,3083.84,0
10943,1005,savings,2021-03-30,6058.42,5288.45,0
10944,1636,savings,2022-07-25,2142.79,1446.95,0
10945,1639,credit,2020-02-06,5018.84,1971.55,0
10946,1483,savings,2022-01-23,6553.34,10151.46,0
10947,2232,credit,2021-05-23,4202.96,3167.63,0
10948,491,current,2022-07-04,7909.36,3845.14,1
10949,1312,current,2022-01-15,798.83,4639.72,0
10950,986,current,2023-05-30,6021.42,9338.21,0
10951,1332,savings,2022-09-26,13266.51,305.34,0
10952,350,current,2024-09-09,11625.21,6966.26,1
10953,799,savings,2020-05-05,7079.9,7890.2,0
10954,2353,credit,2024-09-19,6706.51,4964.24,0
10955,2002,credit,2023-12-13,8626.39,2767.19,0
10956,1066,savings,2023-07-25,3083.61,4200.2,0
10957,277,savings,2024-02-15,11059.28,1361.88,0
10958,1622,current,2020-04-01,14548.05,579.67,0
10959,753,current,2021-01-24,5999.86,3868.12,0
10960,824,current,2020-01-02,7075.19,158.78,0
10961,243,savings,2023-12-28,9731.84,2263.35,0
10962,723,current,2021-10-09,3929.56,1533.82,0
10963,536,current,2021-10-21,14827.85,2753.15,0
10964,85,savings,2023-01-19,18546.82,2921.12,0
10965,1467,current,2022-02-11,9073.37,1207.93,0
10966,2424,savings,2023-03-08,15535.02,4786.84,0
10967,315,current,2024-09-04,2789.88,7579.49,0
10968,132,savings,2021-08-29,7743.61,1359.23,0
10969,252,current,2024-06-15,1393.57,1281.13,0
10970,1365,savings,2022-08-29,5019.74,3248.82,0
10971,2065,savings,2021-11-15,5097.11,599.59,0
10972,775,current,2024-08-04,4257.28,3304.95,0
10973,296,current,2022-06-09,2827.56,6960.55,0
10974,240,credit,2020-08-21,9011.97,1289.2,0
10975,1521,current,2021-06-06,3713.01,8948.78,0
10976,892,savings,2024-03-23,9017.9,2455.22,0
10977,881,current,2022-07-29,6282.94,2729.77,0
10978,597,savings,2022-10-19,8032.37,2099.33,0
10979,2241,current,2023-05-29,4548.0,5701.89,0
10980,938,current,2020-12-20,6242.95,3633.71,0
10981,1769,current,2020-06-18,20506.67,2563.65,0
10982,1856,current,2022-03-14,7864.87,1777.68,0
10983,149,current,2024-08-05,14853.38,4063.09,0
10984,622,credit,2020-08-20,14391.86,7927.32,0
10985,2239,savings,2023-08-04,2443.36,2738.46,0
10986,2208,credit,2024-11-22,14366.53,3561.95,0
10987,1035,savings,2020-06-25,6240.24,883.84,0
10988,391,savings,2020-08-30,5092.46,3530.27,0
10989,746,current,2024-05-04,3157.2,13342.46,0
10990,2374,credit,2020-07-17,2457.92,1158.47,1
10991,1682,current,2023-09-19,8857.74,4302.62,1
10992,189,current,2023-12-25,2386.46,2202.28,0
10993,1795,savings,2021-07-25,9091.16,824.23,0
10994,368,credit,2021-06-16,971.98,2437.34,0
10995,759,current,2022-08-09,3358.28,11427.34,0
10996,1205,current,2022-07-13,5649.7,4254.18,0
10997,880,savings,2024-04-18,6733.42,3938.43,1
10998,1746,savings,2022-12-17,3493.81,1262.58,0
10999,391,current,2024-11-01,2643.12,6579.79,0
11000,2193,savings,2021-03-13,5234.94,8287.22,0
11001,1484,current,2021-05-27,4330.72,8079.98,0
11002,765,current,2021-03-15,4722.41,6286.35,0
11003,2393,savings,2023-04-02,9378.67,1642.97,0
11004,1197,current,2020-03-02,13020.09,1334.54,0
11005,1042,savings,2024-04-18,5035.5,520.12,0
11006,53,current,2023-11-09,9384.51,1460.05,0
11007,2491,savings,2024-12-08,4424.96,4152.77,0
11008,2117,current,2024-10-15,4186.7,1442.39,0
11009,442,credit,2020-05-09,5213.46,6791.11,0
11010,2370,savings,2023-09-26,11872.37,7491.7,0
11011,1991,current,2022-07-08,1971.68,7215.99,1
11012,1053,credit,2023-09-04,1748.57,676.93,0
11013,2321,current,2024-05-13,16550.49,3944.86,0
11014,1398,current,2022-11-30,3415.03,3627.96,0
11015,1721,credit,2020-01-06,5704.87,7086.5,0
11016,459,credit,2024-04-27,4695.16,849.58,0
11017,274,savings,2022-03-08,14624.32,3595.4,0
11018,1320,credit,2022-04-17,11799.8,829.14,0
11019,817,current,2022-12-02,2620.72,6413.93,0
11020,2455,current,2024-07-21,6771.84,268.33,0
11021,215,current,2022-08-18,7936.88,11265.29,0
11022,1908,current,2021-01-13,9217.82,4848.44,0
11023,1505,savings,2023-08-30,1251.06,3239.92,1
11024,2198,current,2023-03-01,1744.65,1984.54,0
11025,2496,current,2020-04-29,9631.87,7300.36,0
11026,2177,current,2022-08-30,2332.59,869.13,0
11027,937,current,2023-12-04,7851.87,263.58,0
11028,1740,savings,2024-06-01,2734.16,4666.62,1
11029,408,current,2021-05-31,1842.16,3067.16,0
11030,1215,savings,2022-08-11,3326.12,4146.86,0
11031,672,savings,2024-02-13,6121.65,3735.24,0
11032,626,current,2022-12-01,7628.92,5134.08,1
11033,1428,credit,2022-02-04,8220.74,3251.81,0
11034,318,credit,2020-12-02,10346.68,2427.18,0
11035,1423,current,2020-03-19,3470.05,3332.23,0
