case_id,transaction_id,account_id,review_outcome,confirmed_loss,recovery_amount,investigator_team
51037,5945,10775,not_substantiated,0.0,0.0,L1_auto
51038,5947,10775,monitor,0.0,0.0,L1_auto
51039,5950,10776,not_substantiated,0.0,0.0,L2_analyst
51040,5959,10777,not_substantiated,0.0,0.0,L1_auto
51041,5962,10777,substantiated,107.11,66.94,L1_auto
51042,5971,10779,substantiated,125.84,78.65,L1_auto
51043,5973,10779,substantiated,349.06,218.16,L3_specialist
51044,5977,10780,not_substantiated,0.0,0.0,L2_analyst
51045,5979,10780,monitor,0.0,0.0,L3_specialist
51046,5982,10780,monitor,0.0,0.0,L2_analyst
51047,5987,10780,not_substantiated,0.0,0.0,L1_auto
51048,5988,10780,monitor,0.0,0.0,L1_auto
51049,6000,10782,not_substantiated,0.0,0.0,L1_auto
51050,6009,10783,monitor,0.0,0.0,L3_specialist
51051,6011,10783,not_substantiated,0.0,0.0,L1_auto
51052,6015,10783,not_substantiated,0.0,0.0,L1_auto
51053,6023,10784,monitor,0.0,0.0,L1_auto
51054,6026,10784,substantiated,355.64,222.27,L1_auto
51055,6027,10785,not_substantiated,0.0,0.0,L1_auto
51056,6029,10785,not_substantiated,0.0,0.0,L1_auto
51057,6030,10785,not_substantiated,0.0,0.0,L1_auto
51058,6031,10785,monitor,0.0,0.0,L2_analyst
51059,6035,10786,substantiated,234.47,146.54,L2_analyst
51060,6037,10786,not_substantiated,0.0,0.0,L1_auto
51061,6048,10788,monitor,0.0,0.0,L2_analyst
51062,6064,10790,not_substantiated,0.0,0.0,L1_auto
51063,6065,10790,substantiated,143.22,89.51,L1_auto
51064,6070,10791,not_substantiated,0.0,0.0,L1_auto
51065,6079,10792,not_substantiated,0.0,0.0,L1_auto
51066,6081,10792,substantiated,136.56,85.35,L2_analyst
51067,6091,10793,substantiated,364.57,227.86,L1_auto
51068,6105,10795,not_substantiated,0.0,0.0,L1_auto
51069,6109,10796,monitor,0.0,0.0,L1_auto
51070,6126,10797,monitor,0.0,0.0,L1_auto
51071,6136,10798,monitor,0.0,0.0,L1_auto
51072,6146,10800,not_substantiated,0.0,0.0,L2_analyst
51073,6151,10800,not_substantiated,0.0,0.0,L2_analyst
51074,6155,10801,substantiated,400.76,250.47,L1_auto
51075,6156,10801,not_substantiated,0.0,0.0,L3_specialist
51076,6165,10802,substantiated,340.13,212.58,L2_analyst
51077,6170,10802,not_substantiated,0.0,0.0,L1_auto
51078,6180,10803,substantiated,224.08,140.05,L1_auto
51079,6192,10805,not_substantiated,0.0,0.0,L3_specialist
51080,6200,10806,not_substantiated,0.0,0.0,L1_auto
51081,6208,10807,not_substantiated,0.0,0.0,L1_auto
51082,6213,10807,monitor,0.0,0.0,L1_auto
51083,6220,10809,not_substantiated,0.0,0.0,L1_auto
51084,6240,10811,not_substantiated,0.0,0.0,L2_analyst
51085,6245,10812,not_substantiated,0.0,0.0,L1_auto
51086,6248,10813,monitor,0.0,0.0,L2_analyst
51087,6251,10813,monitor,0.0,0.0,L1_auto
51088,6254,10814,not_substantiated,0.0,0.0,L2_analyst
51089,6255,10814,monitor,0.0,0.0,L1_auto
51090,6268,10816,not_substantiated,0.0,0.0,L2_analyst
51091,6282,10818,monitor,0.0,0.0,L3_specialist
51092,6287,10819,not_substantiated,0.0,0.0,L1_auto
51093,6289,10819,not_substantiated,0.0,0.0,L2_analyst
51094,6294,10820,substantiated,297.33,185.83,L1_auto
51095,6304,10821,not_substantiated,0.0,0.0,L1_auto
51096,6306,10821,not_substantiated,0.0,0.0,L1_auto
51097,6325,10824,monitor,0.0,0.0,L2_analyst
51098,6329,10824,monitor,0.0,0.0,L1_auto
51099,6330,10824,not_substantiated,0.0,0.0,L3_specialist
51100,6331,10824,monitor,0.0,0.0,L3_specialist
51101,6335,10825,not_substantiated,0.0,0.0,L3_specialist
51102,6336,10825,monitor,0.0,0.0,L2_analyst
51103,6340,10826,not_substantiated,0.0,0.0,L3_specialist
51104,6341,10826,monitor,0.0,0.0,L1_auto
51105,6348,10827,monitor,0.0,0.0,L3_specialist
51106,6350,10827,not_substantiated,0.0,0.0,L2_analyst
51107,6351,10827,not_substantiated,0.0,0.0,L2_analyst
51108,6355,10827,substantiated,55.73,34.83,L1_auto
51109,6358,10828,not_substantiated,0.0,0.0,L2_analyst
51110,6361,10828,monitor,0.0,0.0,L2_analyst
51111,6386,10830,not_substantiated,0.0,0.0,L1_auto
51112,6387,10830,not_substantiated,0.0,0.0,L2_analyst
51113,6389,10831,not_substantiated,0.0,0.0,L1_auto
51114,6395,10831,not_substantiated,0.0,0.0,L2_analyst
51115,6400,10832,monitor,0.0,0.0,L1_auto
51116,6412,10834,not_substantiated,0.0,0.0,L1_auto
51117,6419,10834,monitor,0.0,0.0,L2_analyst
51118,6423,10835,substantiated,224.34,140.22,L2_analyst
51119,6435,10837,monitor,0.0,0.0,L1_auto
51120,6450,10840,monitor,0.0,0.0,L1_auto
51121,6452,10840,monitor,0.0,0.0,L1_auto
51122,6454,10840,substantiated,67.14,41.96,L1_auto
51123,6455,10840,not_substantiated,0.0,0.0,L2_analyst
51124,6458,10841,not_substantiated,0.0,0.0,L2_analyst
51125,6462,10842,not_substantiated,0.0,0.0,L1_auto
51126,6463,10842,not_substantiated,0.0,0.0,L2_analyst
51127,6466,10842,substantiated,160.66,100.42,L2_analyst
51128,6467,10842,not_substantiated,0.0,0.0,L2_analyst
51129,6475,10843,not_substantiated,0.0,0.0,L1_auto
51130,6476,10843,monitor,0.0,0.0,L2_analyst
51131,6478,10843,substantiated,203.09,126.93,L1_auto
51132,6479,10843,monitor,0.0,0.0,L2_analyst
51133,6482,10844,not_substantiated,0.0,0.0,L2_analyst
51134,6494,10846,monitor,0.0,0.0,L1_auto
51135,6504,10847,not_substantiated,0.0,0.0,L1_auto
51136,6506,10847,monitor,0.0,0.0,L1_auto
51137,6509,10847,not_substantiated,0.0,0.0,L1_auto
51138,6514,10848,not_substantiated,0.0,0.0,L1_auto
51139,6515,10848,not_substantiated,0.0,0.0,L1_auto
51140,6519,10849,monitor,0.0,0.0,L1_auto
51141,6523,10849,not_substantiated,0.0,0.0,L1_auto
51142,6534,10850,monitor,0.0,0.0,L1_auto
51143,6538,10851,substantiated,93.65,58.53,L3_specialist
51144,6542,10851,not_substantiated,0.0,0.0,L2_analyst
51145,6546,10851,not_substantiated,0.0,0.0,L1_auto
51146,6559,10853,monitor,0.0,0.0,L1_auto
51147,6569,10855,not_substantiated,0.0,0.0,L2_analyst
51148,6570,10855,monitor,0.0,0.0,L2_analyst
51149,6573,10855,substantiated,107.6,67.25,L1_auto
51150,6581,10856,not_substantiated,0.0,0.0,L1_auto
51151,6584,10857,not_substantiated,0.0,0.0,L2_analyst
51152,6588,10857,monitor,0.0,0.0,L2_analyst
51153,6597,10858,substantiated,107.43,67.14,L1_auto
51154,6599,10859,monitor,0.0,0.0,L1_auto
51155,6630,10862,not_substantiated,0.0,0.0,L2_analyst
51156,6635,10862,substantiated,72.52,45.32,L2_analyst
51157,6637,10862,substantiated,364.52,227.83,L1_auto
51158,6638,10863,substantiated,291.48,182.18,L1_auto
51159,6643,10863,not_substantiated,0.0,0.0,L1_auto
51160,6646,10864,not_substantiated,0.0,0.0,L1_auto
51161,6657,10865,not_substantiated,0.0,0.0,L1_auto
51162,6660,10865,substantiated,395.09,246.93,L1_auto
51163,6668,10866,not_substantiated,0.0,0.0,L1_auto
51164,6676,10867,monitor,0.0,0.0,L1_auto
51165,6681,10867,monitor,0.0,0.0,L1_auto
51166,6682,10868,not_substantiated,0.0,0.0,L1_auto
51167,6689,10868,not_substantiated,0.0,0.0,L1_auto
51168,6691,10868,substantiated,60.47,37.79,L1_auto
51169,6716,10871,not_substantiated,0.0,0.0,L1_auto
51170,6720,10872,not_substantiated,0.0,0.0,L2_analyst
51171,6753,10877,not_substantiated,0.0,0.0,L1_auto
51172,6763,10878,monitor,0.0,0.0,L1_auto
51173,6766,10878,not_substantiated,0.0,0.0,L1_auto
51174,6767,10878,substantiated,165.76,103.6,L1_auto
51175,6775,10879,monitor,0.0,0.0,L1_auto
51176,6797,10881,substantiated,83.86,52.41,L1_auto
51177,6808,10883,substantiated,109.53,68.46,L1_auto
51178,6809,10883,monitor,0.0,0.0,L1_auto
51179,6817,10884,not_substantiated,0.0,0.0,L1_auto
51180,6818,10884,not_substantiated,0.0,0.0,L1_auto
51181,6837,10886,not_substantiated,0.0,0.0,L2_analyst
51182,6839,10886,substantiated,195.47,122.17,L1_auto
51183,6844,10886,monitor,0.0,0.0,L1_auto
51184,6863,10888,not_substantiated,0.0,0.0,L1_auto
51185,6864,10888,not_substantiated,0.0,0.0,L2_analyst
51186,6868,10889,substantiated,204.75,127.97,L2_analyst
51187,6870,10889,not_substantiated,0.0,0.0,L1_auto
51188,6881,10891,substantiated,137.15,85.72,L1_auto
51189,6885,10892,not_substantiated,0.0,0.0,L2_analyst
51190,6914,10897,monitor,0.0,0.0,L1_auto
51191,6916,10897,monitor,0.0,0.0,L2_analyst
51192,6917,10897,substantiated,152.82,95.51,L1_auto
51193,6930,10899,substantiated,126.19,78.87,L1_auto
51194,6931,10899,not_substantiated,0.0,0.0,L1_auto
51195,6933,10899,substantiated,77.61,48.5,L1_auto
51196,6935,10899,not_substantiated,0.0,0.0,L1_auto
51197,6937,10900,substantiated,202.76,126.72,L1_auto
51198,6938,10900,monitor,0.0,0.0,L1_auto
51199,6948,10901,not_substantiated,0.0,0.0,L1_auto
51200,6950,10901,not_substantiated,0.0,0.0,L1_auto
51201,6965,10903,not_substantiated,0.0,0.0,L1_auto
51202,6967,10903,monitor,0.0,0.0,L2_analyst
51203,6968,10903,not_substantiated,0.0,0.0,L1_auto
51204,6969,10903,monitor,0.0,0.0,L1_auto
51205,6971,10903,not_substantiated,0.0,0.0,L2_analyst
51206,6975,10904,monitor,0.0,0.0,L2_analyst
51207,6976,10904,not_substantiated,0.0,0.0,L3_specialist
51208,6978,10904,not_substantiated,0.0,0.0,L2_analyst
51209,6979,10904,not_substantiated,0.0,0.0,L1_auto
51210,6996,10906,not_substantiated,0.0,0.0,L1_auto
51211,6998,10907,substantiated,39.21,24.5,L1_auto
51212,7007,10908,not_substantiated,0.0,0.0,L3_specialist
51213,7010,10908,not_substantiated,0.0,0.0,L1_auto
51214,7014,10909,not_substantiated,0.0,0.0,L1_auto
51215,7024,10910,not_substantiated,0.0,0.0,L2_analyst
51216,7029,10911,substantiated,129.65,81.03,L2_analyst
51217,7031,10912,substantiated,177.24,110.77,L1_auto
51218,7032,10912,substantiated,65.2,40.75,L2_analyst
51219,7044,10913,not_substantiated,0.0,0.0,L2_analyst
51220,7054,10914,monitor,0.0,0.0,L3_specialist
51221,7056,10915,monitor,0.0,0.0,L2_analyst
51222,7060,10915,not_substantiated,0.0,0.0,L1_auto
51223,7071,10916,not_substantiated,0.0,0.0,L2_analyst
51224,7078,10917,not_substantiated,0.0,0.0,L1_auto
51225,7093,10918,monitor,0.0,0.0,L1_auto
51226,7094,10918,not_substantiated,0.0,0.0,L1_auto
51227,7098,10919,not_substantiated,0.0,0.0,L1_auto
51228,7104,10920,monitor,0.0,0.0,L1_auto
51229,7105,10920,not_substantiated,0.0,0.0,L2_analyst
51230,7109,10921,not_substantiated,0.0,0.0,L2_analyst
51231,7118,10922,not_substantiated,0.0,0.0,L1_auto
51232,7119,10922,not_substantiated,0.0,0.0,L1_auto
51233,7121,10922,not_substantiated,0.0,0.0,L1_auto
51234,7122,10922,substantiated,166.89,104.31,L2_analyst
51235,7131,10922,monitor,0.0,0.0,L1_auto
51236,7138,10923,not_substantiated,0.0,0.0,L1_auto
51237,7149,10924,not_substantiated,0.0,0.0,L2_analyst
51238,7154,10924,monitor,0.0,0.0,L1_auto
51239,7191,10929,not_substantiated,0.0,0.0,L1_auto
51240,7193,10929,substantiated,55.64,34.78,L2_analyst
51241,7199,10930,not_substantiated,0.0,0.0,L1_auto
51242,7201,10930,monitor,0.0,0.0,L1_auto
51243,7203,10930,not_substantiated,0.0,0.0,L1_auto
51244,7222,10934,not_substantiated,0.0,0.0,L1_auto
51245,7229,10934,monitor,0.0,0.0,L2_analyst
51246,7240,10936,not_substantiated,0.0,0.0,L3_specialist
51247,7241,10936,substantiated,38.02,23.76,L1_auto
51248,7245,10937,not_substantiated,0.0,0.0,L2_analyst
51249,7251,10938,not_substantiated,0.0,0.0,L2_analyst
51250,7252,10938,substantiated,186.58,116.61,L2_analyst
51251,7259,10939,substantiated,59.16,36.97,L1_auto
51252,7261,10939,monitor,0.0,0.0,L2_analyst
51253,7267,10940,substantiated,78.77,49.23,L1_auto
51254,7270,10940,monitor,0.0,0.0,L1_auto
51255,7281,10941,not_substantiated,0.0,0.0,L1_auto
51256,7282,10941,substantiated,137.42,85.89,L2_analyst
51257,7290,10942,monitor,0.0,0.0,L2_analyst
51258,7296,10943,not_substantiated,0.0,0.0,L2_analyst
51259,7312,10945,substantiated,93.02,58.14,L1_auto
51260,7316,10946,not_substantiated,0.0,0.0,L2_analyst
51261,7317,10946,substantiated,446.13,278.83,L1_auto
51262,7321,10946,monitor,0.0,0.0,L1_auto
51263,7327,10947,not_substantiated,0.0,0.0,L2_analyst
51264,7328,10947,not_substantiated,0.0,0.0,L1_auto
51265,7332,10948,not_substantiated,0.0,0.0,L1_auto
51266,7335,10948,not_substantiated,0.0,0.0,L1_auto
51267,7336,10948,not_substantiated,0.0,0.0,L1_auto
51268,7338,10949,substantiated,100.71,62.94,L1_auto
51269,7339,10949,not_substantiated,0.0,0.0,L1_auto
51270,7347,10950,monitor,0.0,0.0,L1_auto
51271,7349,10950,not_substantiated,0.0,0.0,L2_analyst
51272,7371,10955,substantiated,175.14,109.46,L2_analyst
51273,7378,10955,not_substantiated,0.0,0.0,L1_auto
51274,7382,10956,not_substantiated,0.0,0.0,L1_auto
51275,7392,10957,not_substantiated,0.0,0.0,L2_analyst
51276,7399,10957,not_substantiated,0.0,0.0,L2_analyst
51277,7403,10958,not_substantiated,0.0,0.0,L1_auto
51278,7405,10958,monitor,0.0,0.0,L2_analyst
51279,7407,10958,not_substantiated,0.0,0.0,L1_auto
51280,7409,10958,not_substantiated,0.0,0.0,L1_auto
51281,7418,10960,not_substantiated,0.0,0.0,L2_analyst
51282,7419,10960,monitor,0.0,0.0,L1_auto
51283,7430,10961,not_substantiated,0.0,0.0,L1_auto
51284,7440,10963,substantiated,38.62,24.14,L2_analyst
51285,7441,10963,not_substantiated,0.0,0.0,L2_analyst
51286,7453,10964,not_substantiated,0.0,0.0,L2_analyst
51287,7457,10965,not_substantiated,0.0,0.0,L1_auto
51288,7459,10965,monitor,0.0,0.0,L2_analyst
51289,7463,10966,not_substantiated,0.0,0.0,L1_auto
51290,7475,10967,monitor,0.0,0.0,L2_analyst
51291,7476,10967,not_substantiated,0.0,0.0,L2_analyst
51292,7482,10968,substantiated,142.47,89.04,L1_auto
51293,7485,10968,substantiated,179.74,112.34,L1_auto
51294,7486,10968,not_substantiated,0.0,0.0,L2_analyst
51295,7487,10968,not_substantiated,0.0,0.0,L1_auto
51296,7488,10968,monitor,0.0,0.0,L1_auto
51297,7494,10969,not_substantiated,0.0,0.0,L1_auto
51298,7501,10971,not_substantiated,0.0,0.0,L2_analyst
51299,7524,10972,monitor,0.0,0.0,L2_analyst
51300,7535,10974,not_substantiated,0.0,0.0,L3_specialist
51301,7541,10975,monitor,0.0,0.0,L1_auto
51302,7542,10975,not_substantiated,0.0,0.0,L1_auto
51303,7550,10975,not_substantiated,0.0,0.0,L1_auto
51304,7554,10976,monitor,0.0,0.0,L1_auto
51305,7558,10976,not_substantiated,0.0,0.0,L1_auto
51306,7563,10977,substantiated,143.43,89.64,L2_analyst
51307,7569,10977,monitor,0.0,0.0,L2_analyst
51308,7571,10977,not_substantiated,0.0,0.0,L1_auto
51309,7582,10979,substantiated,139.22,87.01,L1_auto
51310,7584,10979,not_substantiated,0.0,0.0,L2_analyst
51311,7585,10979,monitor,0.0,0.0,L2_analyst
51312,7587,10980,not_substantiated,0.0,0.0,L2_analyst
51313,7594,10981,not_substantiated,0.0,0.0,L1_auto
51314,7599,10981,monitor,0.0,0.0,L2_analyst
51315,7602,10981,not_substantiated,0.0,0.0,L1_auto
51316,7613,10983,not_substantiated,0.0,0.0,L1_auto
51317,7615,10983,not_substantiated,0.0,0.0,L2_analyst
51318,7620,10984,monitor,0.0,0.0,L1_auto
51319,7623,10984,substantiated,103.54,64.71,L1_auto
51320,7625,10985,not_substantiated,0.0,0.0,L2_analyst
51321,7632,10985,not_substantiated,0.0,0.0,L1_auto
51322,7638,10986,not_substantiated,0.0,0.0,L1_auto
51323,7646,10986,not_substantiated,0.0,0.0,L2_analyst
51324,7648,10987,not_substantiated,0.0,0.0,L1_auto
51325,7649,10987,monitor,0.0,0.0,L2_analyst
51326,7654,10987,not_substantiated,0.0,0.0,L1_auto
51327,7660,10988,not_substantiated,0.0,0.0,L1_auto
51328,7670,10990,not_substantiated,0.0,0.0,L2_analyst
51329,7671,10990,substantiated,391.0,244.38,L2_analyst
51330,7675,10990,substantiated,217.11,135.69,L2_analyst
51331,7678,10991,substantiated,68.1,42.56,L2_analyst
51332,7687,10992,not_substantiated,0.0,0.0,L1_auto
51333,7698,10994,not_substantiated,0.0,0.0,L3_specialist
51334,7710,10995,not_substantiated,0.0,0.0,L3_specialist
51335,7711,10996,not_substantiated,0.0,0.0,L1_auto
51336,7735,11000,not_substantiated,0.0,0.0,L1_auto
51337,7737,11000,substantiated,435.34,272.09,L1_auto
51338,7742,11001,not_substantiated,0.0,0.0,L1_auto
51339,7745,11001,monitor,0.0,0.0,L2_analyst
51340,7746,11001,not_substantiated,0.0,0.0,L1_auto
51341,7755,11002,monitor,0.0,0.0,L2_analyst
51342,7759,11002,substantiated,145.96,91.22,L1_auto
51343,7765,11003,substantiated,37.26,23.29,L3_specialist
51344,7767,11003,monitor,0.0,0.0,L2_analyst
51345,7768,11003,substantiated,157.3,98.32,L1_auto
51346,7782,11005,not_substantiated,0.0,0.0,L1_auto
51347,7783,11006,not_substantiated,0.0,0.0,L2_analyst
51348,7789,11006,monitor,0.0,0.0,L2_analyst
51349,7790,11006,monitor,0.0,0.0,L3_specialist
51350,7796,11007,substantiated,123.97,77.48,L3_specialist
51351,7806,11009,not_substantiated,0.0,0.0,L1_auto
51352,7808,11009,not_substantiated,0.0,0.0,L1_auto
51353,7816,11010,not_substantiated,0.0,0.0,L2_analyst
51354,7823,11011,not_substantiated,0.0,0.0,L3_specialist
51355,7825,11011,not_substantiated,0.0,0.0,L2_analyst
51356,7826,11011,substantiated,108.01,67.51,L2_analyst
51357,7831,11012,not_substantiated,0.0,0.0,L1_auto
51358,7838,11014,not_substantiated,0.0,0.0,L2_analyst
51359,7841,11014,not_substantiated,0.0,0.0,L1_auto
51360,7845,11015,substantiated,281.01,175.63,L3_specialist
51361,7846,11015,not_substantiated,0.0,0.0,L1_auto
51362,7848,11015,not_substantiated,0.0,0.0,L1_auto
51363,7857,11016,not_substantiated,0.0,0.0,L2_analyst
51364,7871,11018,not_substantiated,0.0,0.0,L2_analyst
51365,7882,11019,monitor,0.0,0.0,L2_analyst
51366,7883,11020,not_substantiated,0.0,0.0,L1_auto
51367,7885,11020,not_substantiated,0.0,0.0,L1_auto
51368,7889,11021,not_substantiated,0.0,0.0,L1_auto
51369,7890,11021,monitor,0.0,0.0,L1_auto
51370,7891,11021,not_substantiated,0.0,0.0,L1_auto
51371,7898,11022,not_substantiated,0.0,0.0,L1_auto
51372,7902,11023,substantiated,110.02,68.76,L1_auto
51373,7914,11025,not_substantiated,0.0,0.0,L1_auto
51374,7916,11025,not_substantiated,0.0,0.0,L1_auto
51375,7919,11025,monitor,0.0,0.0,L2_analyst
51376,7920,11025,monitor,0.0,0.0,L2_analyst
51377,7931,11027,not_substantiated,0.0,0.0,L1_auto
51378,7933,11027,monitor,0.0,0.0,L2_analyst
51379,7937,11028,not_substantiated,0.0,0.0,L2_analyst
51380,7941,11028,not_substantiated,0.0,0.0,L2_analyst
51381,7946,11029,not_substantiated,0.0,0.0,L2_analyst
51382,7947,11029,not_substantiated,0.0,0.0,L2_analyst
51383,7952,11030,not_substantiated,0.0,0.0,L2_analyst
51384,7955,11030,monitor,0.0,0.0,L2_analyst
51385,7958,11030,substantiated,193.68,121.05,L3_specialist
51386,7963,11031,monitor,0.0,0.0,L2_analyst
51387,7965,11031,monitor,0.0,0.0,L2_analyst
51388,7976,11032,substantiated,89.64,56.02,L1_auto
51389,7987,11034,substantiated,124.02,77.51,L2_analyst
51390,8003,11036,not_substantiated,0.0,0.0,L1_auto
51391,8024,11039,monitor,0.0,0.0,L2_analyst
51392,8026,11039,not_substantiated,0.0,0.0,L1_auto
51393,8035,11040,not_substantiated,0.0,0.0,L3_specialist
51394,8050,11042,substantiated,148.99,93.12,L1_auto
51395,8051,11043,monitor,0.0,0.0,L1_auto
51396,8055,11043,not_substantiated,0.0,0.0,L1_auto
51397,8058,11043,monitor,0.0,0.0,L2_analyst
51398,8059,11043,not_substantiated,0.0,0.0,L1_auto
51399,8061,11043,not_substantiated,0.0,0.0,L1_auto
51400,8069,11045,substantiated,272.79,170.5,L2_analyst
51401,8070,11045,not_substantiated,0.0,0.0,L1_auto
51402,8076,11046,not_substantiated,0.0,0.0,L3_specialist
51403,8118,11051,monitor,0.0,0.0,L1_auto
51404,8120,11051,substantiated,98.89,61.81,L2_analyst
51405,8130,11053,monitor,0.0,0.0,L2_analyst
51406,8133,11053,monitor,0.0,0.0,L1_auto
51407,8134,11053,not_substantiated,0.0,0.0,L2_analyst
51408,8141,11054,substantiated,236.44,147.78,L1_auto
51409,8147,11054,substantiated,109.38,68.36,L2_analyst
51410,8155,11055,not_substantiated,0.0,0.0,L2_analyst
51411,8160,11056,not_substantiated,0.0,0.0,L1_auto
51412,8171,11057,not_substantiated,0.0,0.0,L1_auto
51413,8172,11057,substantiated,328.21,205.13,L1_auto
51414,8173,11057,monitor,0.0,0.0,L1_auto
51415,8185,11059,monitor,0.0,0.0,L2_analyst
51416,8186,11059,not_substantiated,0.0,0.0,L3_specialist
51417,8191,11059,not_substantiated,0.0,0.0,L3_specialist
51418,8192,11059,substantiated,105.65,66.03,L2_analyst
51419,8194,11060,monitor,0.0,0.0,L1_auto
51420,8197,11060,monitor,0.0,0.0,L2_analyst
51421,8216,11062,not_substantiated,0.0,0.0,L2_analyst
51422,8220,11062,monitor,0.0,0.0,L3_specialist
51423,8224,11063,not_substantiated,0.0,0.0,L1_auto
51424,8225,11063,not_substantiated,0.0,0.0,L2_analyst
51425,8226,11063,monitor,0.0,0.0,L1_auto
51426,8227,11063,not_substantiated,0.0,0.0,L2_analyst
51427,8232,11064,monitor,0.0,0.0,L1_auto
51428,8233,11064,substantiated,70.87,44.3,L1_auto
51429,8234,11064,not_substantiated,0.0,0.0,L1_auto
51430,8237,11065,not_substantiated,0.0,0.0,L1_auto
51431,8242,11066,substantiated,37.11,23.2,L2_analyst
51432,8243,11066,monitor,0.0,0.0,L3_specialist
51433,8248,11067,not_substantiated,0.0,0.0,L3_specialist
51434,8251,11067,substantiated,70.46,44.04,L2_analyst
51435,8255,11068,not_substantiated,0.0,0.0,L3_specialist
51436,8257,11068,not_substantiated,0.0,0.0,L1_auto
51437,8280,11071,not_substantiated,0.0,0.0,L1_auto
51438,8284,11071,substantiated,209.33,130.83,L2_analyst
51439,8294,11072,not_substantiated,0.0,0.0,L2_analyst
51440,8296,11072,monitor,0.0,0.0,L2_analyst
51441,8307,11074,not_substantiated,0.0,0.0,L2_analyst
51442,8314,11075,substantiated,380.68,237.93,L2_analyst
51443,8316,11075,not_substantiated,0.0,0.0,L1_auto
51444,8324,11076,not_substantiated,0.0,0.0,L1_auto
51445,8325,11077,monitor,0.0,0.0,L1_auto
51446,8326,11077,not_substantiated,0.0,0.0,L1_auto
51447,8332,11077,not_substantiated,0.0,0.0,L2_analyst
51448,8336,11078,monitor,0.0,0.0,L2_analyst
51449,8337,11078,not_substantiated,0.0,0.0,L2_analyst
51450,8353,11080,not_substantiated,0.0,0.0,L1_auto
51451,8355,11080,monitor,0.0,0.0,L2_analyst
51452,8357,11080,monitor,0.0,0.0,L1_auto
51453,8358,11080,substantiated,122.46,76.54,L1_auto
51454,8360,11081,substantiated,115.53,72.21,L2_analyst
51455,8362,11081,monitor,0.0,0.0,L2_analyst
51456,8376,11083,not_substantiated,0.0,0.0,L2_analyst
51457,8383,11084,not_substantiated,0.0,0.0,L2_analyst
51458,8385,11085,not_substantiated,0.0,0.0,L2_analyst
51459,8386,11085,not_substantiated,0.0,0.0,L1_auto
51460,8395,11086,monitor,0.0,0.0,L1_auto
51461,8400,11086,monitor,0.0,0.0,L1_auto
51462,8403,11087,not_substantiated,0.0,0.0,L1_auto
51463,8408,11088,not_substantiated,0.0,0.0,L2_analyst
51464,8412,11088,not_substantiated,0.0,0.0,L1_auto
51465,8413,11088,not_substantiated,0.0,0.0,L2_analyst
51466,8419,11089,substantiated,213.98,133.74,L1_auto
51467,8435,11092,not_substantiated,0.0,0.0,L1_auto
51468,8436,11092,monitor,0.0,0.0,L1_auto
51469,8446,11093,not_substantiated,0.0,0.0,L1_auto
51470,8449,11094,not_substantiated,0.0,0.0,L1_auto
51471,8450,11094,monitor,0.0,0.0,L1_auto
51472,8452,11094,not_substantiated,0.0,0.0,L2_analyst
51473,8453,11094,not_substantiated,0.0,0.0,L2_analyst
51474,8457,11094,not_substantiated,0.0,0.0,L1_auto
51475,8468,11096,not_substantiated,0.0,0.0,L1_auto
51476,8477,11097,substantiated,280.02,175.01,L1_auto
51477,8482,11097,not_substantiated,0.0,0.0,L1_auto
51478,8489,11099,not_substantiated,0.0,0.0,L1_auto
51479,8495,11099,monitor,0.0,0.0,L1_auto
51480,8497,11099,not_substantiated,0.0,0.0,L1_auto
51481,8502,11100,monitor,0.0,0.0,L1_auto
51482,8503,11100,monitor,0.0,0.0,L1_auto
51483,8509,11101,not_substantiated,0.0,0.0,L1_auto
51484,8511,11102,monitor,0.0,0.0,L1_auto
51485,8516,11102,monitor,0.0,0.0,L3_specialist
51486,8518,11102,monitor,0.0,0.0,L3_specialist
51487,8529,11103,not_substantiated,0.0,0.0,L1_auto
51488,8541,11105,monitor,0.0,0.0,L1_auto
51489,8545,11106,monitor,0.0,0.0,L2_analyst
51490,8551,11106,monitor,0.0,0.0,L2_analyst
51491,8556,11108,not_substantiated,0.0,0.0,L1_auto
51492,8564,11110,monitor,0.0,0.0,L3_specialist
51493,8568,11110,not_substantiated,0.0,0.0,L2_analyst
51494,8572,11111,not_substantiated,0.0,0.0,L2_analyst
51495,8579,11112,monitor,0.0,0.0,L3_specialist
51496,8581,11113,not_substantiated,0.0,0.0,L2_analyst
51497,8585,11113,not_substantiated,0.0,0.0,L1_auto
51498,8590,11113,not_substantiated,0.0,0.0,L1_auto
51499,8595,11114,not_substantiated,0.0,0.0,L2_analyst
51500,8604,11115,not_substantiated,0.0,0.0,L1_auto
51501,8625,11117,monitor,0.0,0.0,L1_auto
51502,8631,11118,not_substantiated,0.0,0.0,L1_auto
51503,8639,11118,substantiated,87.54,54.72,L1_auto
51504,8644,11119,not_substantiated,0.0,0.0,L1_auto
51505,8647,11119,not_substantiated,0.0,0.0,L2_analyst
51506,8656,11120,not_substantiated,0.0,0.0,L2_analyst
51507,8664,11120,monitor,0.0,0.0,L1_auto
51508,8672,11121,not_substantiated,0.0,0.0,L1_auto
51509,8678,11122,not_substantiated,0.0,0.0,L1_auto
51510,8683,11122,not_substantiated,0.0,0.0,L1_auto
51511,8698,11124,not_substantiated,0.0,0.0,L1_auto
51512,8701,11125,not_substantiated,0.0,0.0,L1_auto
51513,8712,11126,monitor,0.0,0.0,L1_auto
