device_id,first_seen,last_seen,num_linked_accounts,risk_score_external
200583,2024-06-03,2025-11-07,1,0.1839
200584,2024-07-10,2025-07-26,1,0.1072
200585,2024-09-23,2025-07-05,1,0.032
200586,2024-04-05,2025-07-10,1,0.0866
200587,2024-03-11,2025-07-21,3,0.303
200588,2024-09-04,2025-07-23,2,0.1335
200589,2024-02-20,2025-07-24,1,0.0936
200590,2024-05-08,2025-08-08,2,0.0897
200591,2024-07-31,2025-06-03,1,0.2124
200592,2024-08-01,2025-08-07,1,0.2466
200593,2024-09-27,2025-09-04,3,0.1097
200594,2024-06-21,2025-08-12,1,0.4507
200595,2024-06-30,2025-08-26,1,0.0698
200596,2024-01-17,2025-07-11,2,0.1276
200597,2024-10-15,2025-06-23,1,0.4033
200598,2024-03-27,2025-11-10,1,0.0152
200599,2024-11-02,2025-11-26,2,0.0693
200600,2024-08-23,2025-08-13,1,0.2741
200601,2024-11-30,2025-10-16,1,0.1958
200602,2024-11-15,2025-06-26,3,0.0458
200603,2024-05-18,2025-07-03,2,0.1471
200604,2024-05-23,2025-09-02,2,0.0621
200605,2024-11-26,2025-10-05,1,0.5416
200606,2024-11-18,2025-10-05,2,0.029
200607,2024-09-15,2025-08-01,1,0.1884
200608,2024-12-03,2025-11-05,1,0.3493
200609,2024-08-16,2025-09-22,1,0.141
200610,2024-01-10,2025-07-28,1,0.4561
200611,2024-07-21,2025-08-24,1,0.2438
200612,2024-05-15,2025-07-24,3,0.406
200613,2024-01-08,2025-06-25,1,0.1902
200614,2024-07-21,2025-06-02,1,0.3716
200615,2024-07-23,2025-08-22,1,0.1296
200616,2024-09-24,2025-06-02,1,0.2167
200617,2024-10-11,2025-11-21,1,0.1108
200618,2024-04-27,2025-11-05,2,0.4751
200619,2024-12-26,2025-10-13,1,0.0885
200620,2024-06-10,2025-10-14,1,0.0428
200621,2024-06-07,2025-09-21,1,0.3858
200622,2024-03-06,2025-10-10,1,0.2387
200623,2024-12-27,2025-10-30,1,0.1586
200624,2024-05-23,2025-09-01,1,0.0553
200625,2024-03-03,2025-10-28,1,0.1584
200626,2024-11-04,2025-07-13,1,0.2554
200627,2024-12-15,2025-11-07,1,0.3306
200628,2024-03-19,2025-10-06,1,0.2347
200629,2024-08-03,2025-06-20,1,0.0463
200630,2024-11-26,2025-07-03,1,0.0953
200631,2024-08-29,2025-06-24,1,0.0313
200632,2024-06-08,2025-07-14,1,0.0558
200633,2024-07-28,2025-10-22,1,0.2517
200634,2024-02-07,2025-10-27,1,0.1065
200635,2024-12-24,2025-11-27,2,0.5682
200636,2024-07-06,2025-06-24,1,0.0359
200637,2024-01-17,2025-09-10,3,0.1091
200638,2024-05-03,2025-10-26,1,0.2891
200639,2024-05-29,2025-11-21,2,0.2045
200640,2024-12-29,2025-06-18,4,0.0207
200641,2024-11-15,2025-09-28,1,0.1801
200642,2024-04-20,2025-06-15,1,0.2712
200643,2024-03-01,2025-06-16,1,0.2888
200644,2024-01-16,2025-10-29,1,0.1042
200645,2024-07-26,2025-11-14,2,0.337
200646,2024-06-11,2025-07-04,1,0.6612
200647,2024-07-10,2025-10-30,2,0.2935
200648,2024-04-09,2025-11-12,2,0.1353
200649,2024-10-21,2025-09-05,1,0.8437
200650,2024-07-07,2025-07-01,1,0.0397
200651,2024-12-01,2025-10-12,2,0.353
200652,2024-03-28,2025-09-07,1,0.0357
200653,2024-04-04,2025-08-03,2,0.0511
200654,2024-08-01,2025-11-03,1,0.1836
200655,2024-09-09,2025-09-19,1,0.1942
200656,2024-04-17,2025-07-18,1,0.0639
200657,2024-07-18,2025-08-14,1,0.3558
200658,2024-07-05,2025-07-26,1,0.097
200659,2024-08-29,2025-09-03,1,0.4428
200660,2024-08-20,2025-07-19,1,0.2789
200661,2024-03-14,2025-09-23,3,0.0157
200662,2024-02-11,2025-08-20,2,0.0804
200663,2024-04-09,2025-06-10,2,0.2198
200664,2024-02-16,2025-06-02,3,0.4076
200665,2024-07-19,2025-06-18,2,0.2969
200666,2024-07-05,2025-06-29,1,0.0919
200667,2024-01-02,2025-06-15,1,0.1085
200668,2024-10-28,2025-09-28,1,0.1154
200669,2024-09-18,2025-09-16,1,0.0562
200670,2024-06-19,2025-06-04,2,0.318
200671,2024-02-28,2025-08-14,1,0.105
200672,2024-02-28,2025-07-23,2,0.2332
200673,2024-12-05,2025-08-30,1,0.3705
200674,2024-03-27,2025-09-14,3,0.2033
200675,2024-11-10,2025-08-30,1,0.2509
200676,2024-08-30,2025-08-11,1,0.2799
200677,2024-08-15,2025-06-08,3,0.3427
200678,2024-11-01,2025-10-21,1,0.3085
200679,2024-11-21,2025-10-22,2,0.1598
200680,2024-04-08,2025-11-02,1,0.3332
200681,2024-12-26,2025-10-05,2,0.1843
200682,2024-02-16,2025-07-29,1,0.126
200683,2024-10-09,2025-10-02,2,0.1783
200684,2024-05-20,2025-11-10,1,0.3936
200685,2024-08-16,2025-06-07,1,0.0935
200686,2024-10-31,2025-08-31,1,0.2376
200687,2024-06-12,2025-09-26,1,0.0539
200688,2024-01-30,2025-11-25,1,0.3908
200689,2024-10-23,2025-08-30,1,0.0337
200690,2024-02-18,2025-11-06,2,0.0716
200691,2024-09-14,2025-10-15,1,0.2042
200692,2024-06-09,2025-10-21,1,0.0452
200693,2024-06-21,2025-06-18,1,0.0605
200694,2024-04-05,2025-08-30,1,0.338
200695,2024-07-01,2025-10-13,2,0.0219
200696,2024-03-09,2025-06-23,5,0.1331
200697,2024-03-24,2025-11-21,1,0.1581
200698,2024-06-21,2025-10-02,4,0.2248
200699,2024-10-14,2025-11-01,1,0.2338
200700,2024-07-06,2025-09-22,1,0.0307
200701,2024-11-16,2025-11-08,1,0.1009
200702,2024-04-10,2025-11-10,1,0.1155
200703,2024-01-07,2025-06-14,4,0.112
200704,2024-04-22,2025-11-16,1,0.4323
200705,2024-02-10,2025-09-04,1,0.2118
200706,2024-07-09,2025-08-27,1,0.16
200707,2024-12-27,2025-07-15,1,0.2556
200708,2024-06-27,2025-08-12,1,0.5587
200709,2024-03-06,2025-09-07,1,0.122
200710,2024-08-01,2025-09-04,2,0.0572
200711,2024-09-25,2025-10-06,1,0.2779
200712,2024-11-13,2025-10-01,1,0.1193
200713,2024-06-24,2025-10-13,1,0.0032
200714,2024-06-03,2025-09-13,3,0.3552
200715,2024-07-09,2025-11-26,3,0.6504
200716,2024-03-19,2025-11-06,3,0.1495
200717,2024-02-09,2025-11-20,1,0.1317
200718,2024-10-08,2025-10-09,1,0.2167
200719,2024-02-20,2025-07-15,2,0.3184
200720,2024-09-08,2025-11-21,1,0.2518
200721,2024-07-29,2025-11-12,1,0.0906
200722,2024-06-21,2025-07-24,3,0.4341
200723,2024-05-17,2025-11-07,1,0.122
200724,2024-12-25,2025-09-02,1,0.0062
200725,2024-10-18,2025-10-09,1,0.5654
200726,2024-02-29,2025-08-01,1,0.0711
200727,2024-12-20,2025-07-17,4,0.187
200728,2024-02-17,2025-08-12,1,0.4966
200729,2024-10-23,2025-07-04,1,0.0719
200730,2024-06-04,2025-06-26,1,0.3938
200731,2024-05-28,2025-08-18,1,0.1439
200732,2024-07-03,2025-11-18,2,0.1215
200733,2024-06-24,2025-06-08,1,0.0735
200734,2024-02-16,2025-07-29,1,0.1752
200735,2024-02-27,2025-07-22,1,0.0825
200736,2024-09-25,2025-07-08,1,0.1561
200737,2024-09-10,2025-06-14,1,0.1392
200738,2024-05-23,2025-07-02,3,0.1806
200739,2024-06-12,2025-09-03,2,0.0903
200740,2024-05-19,2025-08-16,1,0.1119
200741,2024-11-08,2025-09-19,2,0.2249
200742,2024-01-26,2025-11-02,2,0.2325
200743,2024-08-25,2025-06-21,2,0.4087
200744,2024-04-22,2025-07-30,2,0.0098
200745,2024-03-03,2025-11-05,4,0.2846
200746,2024-02-27,2025-07-13,1,0.2409
200747,2024-05-30,2025-06-18,1,0.2009
200748,2024-02-22,2025-07-14,4,0.0028
200749,2024-09-04,2025-08-11,1,0.4166
200750,2024-04-29,2025-07-17,1,0.1594
200751,2024-11-09,2025-08-30,1,0.1875
200752,2024-02-23,2025-07-07,1,0.0382
200753,2024-05-08,2025-09-13,4,0.0752
200754,2024-05-19,2025-11-03,1,0.0838
200755,2024-09-01,2025-07-28,1,0.2879
200756,2024-04-18,2025-09-06,1,0.363
200757,2024-03-04,2025-10-07,4,0.1258
200758,2024-05-28,2025-06-12,1,0.1086
200759,2024-11-26,2025-08-01,3,0.1449
200760,2024-10-24,2025-09-23,1,0.1572
200761,2024-07-28,2025-07-16,3,0.0626
200762,2024-12-29,2025-08-14,1,0.0388
200763,2024-10-07,2025-08-21,2,0.3593
200764,2024-10-06,2025-11-16,1,0.1114
200765,2024-05-24,2025-06-21,1,0.3009
200766,2024-06-29,2025-09-23,1,0.0318
200767,2024-12-09,2025-11-21,2,0.0969
200768,2024-12-04,2025-11-10,1,0.1841
200769,2024-09-19,2025-09-08,1,0.1353
200770,2024-02-05,2025-08-09,1,0.0879
200771,2024-02-26,2025-06-26,2,0.3248
200772,2024-06-15,2025-07-18,1,0.0596
200773,2024-07-19,2025-10-22,1,0.1563
200774,2024-08-15,2025-06-05,1,0.237
200775,2024-04-09,2025-10-08,1,0.1807
200776,2024-10-11,2025-11-15,1,0.3258
200777,2024-10-31,2025-08-17,1,0.1133
200778,2024-03-17,2025-10-24,3,0.1462
200779,2024-10-12,2025-11-25,1,0.1452
200780,2024-02-25,2025-10-16,1,0.3133
200781,2024-06-29,2025-08-30,1,0.0626
200782,2024-11-16,2025-09-10,1,0.2947
200783,2024-04-20,2025-07-09,1,0.0485
200784,2024-09-07,2025-06-24,1,0.0547
200785,2024-11-07,2025-10-21,2,0.0753
200786,2024-06-28,2025-09-02,1,0.2204
200787,2024-11-06,2025-11-15,2,0.0977
200788,2024-08-20,2025-10-12,3,0.0596
200789,2024-07-03,2025-07-18,4,0.0748
200790,2024-02-13,2025-11-21,1,0.121
200791,2024-09-18,2025-06-02,1,0.2123
200792,2024-04-23,2025-06-18,3,0.201
200793,2024-04-14,2025-09-18,2,0.3129
200794,2024-12-01,2025-09-17,1,0.2519
200795,2024-05-07,2025-10-10,2,0.1173
200796,2024-05-11,2025-09-25,2,0.0029
200797,2024-12-10,2025-07-17,2,0.1339
200798,2024-04-15,2025-06-27,1,0.2404
200799,2024-09-25,2025-11-21,1,0.1466
200800,2024-07-08,2025-07-31,1,0.069
200801,2024-01-27,2025-07-01,1,0.1818
200802,2024-07-31,2025-06-13,2,0.2773
200803,2024-06-16,2025-10-23,1,0.2604
200804,2024-09-21,2025-10-31,1,0.306
200805,2024-05-24,2025-11-05,2,0.1677
200806,2024-03-28,2025-11-01,1,0.1071
200807,2024-03-25,2025-07-01,1,0.2429
200808,2024-07-11,2025-06-03,2,0.1459
200809,2024-12-29,2025-08-30,2,0.395
200810,2024-06-13,2025-08-31,2,0.3852
200811,2024-02-19,2025-06-06,1,0.1273
200812,2024-10-27,2025-11-05,1,0.2524
200813,2024-04-24,2025-09-24,1,0.0304
200814,2024-06-03,2025-10-01,1,0.0649
200815,2024-11-05,2025-09-07,1,0.2742
200816,2024-02-10,2025-11-26,1,0.3714
200817,2024-02-18,2025-10-19,1,0.041
200818,2024-03-14,2025-09-13,1,0.0691
200819,2024-05-17,2025-08-30,2,0.0144
200820,2024-11-09,2025-10-29,3,0.1264
200821,2024-08-19,2025-08-03,1,0.1525
200822,2024-10-10,2025-11-02,2,0.2117
200823,2024-05-02,2025-06-25,1,0.268
200824,2024-05-30,2025-06-07,1,0.3692
200825,2024-05-29,2025-06-10,1,0.3154
200826,2024-02-11,2025-08-05,2,0.0369
200827,2024-07-19,2025-09-04,1,0.0021
200828,2024-05-01,2025-11-09,1,0.0298
200829,2024-12-13,2025-11-13,1,0.1387
200830,2024-09-09,2025-06-06,1,0.1676
200831,2024-11-13,2025-10-16,1,0.0495
200832,2024-03-12,2025-07-07,1,0.0736
200833,2024-02-10,2025-08-10,2,0.2025
200834,2024-06-08,2025-11-02,1,0.0609
200835,2024-07-26,2025-11-25,1,0.4206
200836,2024-07-23,2025-10-21,2,0.2419
200837,2024-08-26,2025-07-04,1,0.0291
200838,2024-10-30,2025-06-07,1,0.0373
200839,2024-04-28,2025-11-27,1,0.3485
200840,2024-04-16,2025-07-13,1,0.1493
200841,2024-04-06,2025-07-12,2,0.351
200842,2024-05-12,2025-09-02,3,0.4746
200843,2024-08-06,2025-07-01,1,0.1654
200844,2024-10-20,2025-09-28,1,0.1178
200845,2024-05-31,2025-11-02,1,0.0358
200846,2024-06-01,2025-08-02,1,0.2971
200847,2024-11-26,2025-08-24,2,0.219
200848,2024-05-05,2025-11-09,1,0.1029
200849,2024-02-29,2025-11-08,1,0.1652
200850,2024-05-05,2025-06-17,1,0.6099
200851,2024-01-15,2025-10-13,1,0.2377
200852,2024-05-13,2025-06-04,2,0.2113
200853,2024-11-24,2025-06-29,1,0.2304
200854,2024-10-22,2025-09-21,1,0.1091
200855,2024-11-23,2025-06-22,1,0.1052
200856,2024-04-19,2025-07-04,1,0.1918
200857,2024-06-01,2025-08-20,1,0.0971
200858,2024-11-05,2025-08-14,1,0.1114
200859,2024-10-02,2025-09-10,1,0.2967
200860,2024-03-08,2025-11-13,2,0.1576
200861,2024-11-04,2025-08-16,1,0.2166
200862,2024-02-07,2025-07-26,4,0.233
200863,2024-04-03,2025-07-09,1,0.1673
200864,2024-07-13,2025-11-05,1,0.1944
200865,2024-08-26,2025-07-10,1,0.2402
200866,2024-10-18,2025-06-01,3,0.0855
200867,2024-09-26,2025-08-31,1,0.0482
200868,2024-04-13,2025-10-10,1,0.3419
200869,2024-05-10,2025-06-03,1,0.2722
200870,2024-09-20,2025-09-23,1,0.1638
200871,2024-12-11,2025-08-19,1,0.1022
200872,2024-11-12,2025-10-18,1,0.2783
200873,2024-12-19,2025-06-06,1,0.2133
200874,2024-09-03,2025-11-09,1,0.0924
200875,2024-06-26,2025-11-05,2,0.0244
200876,2024-10-06,2025-10-02,1,0.0604
200877,2024-01-28,2025-09-20,1,0.1911
200878,2024-12-07,2025-10-05,5,0.302
200879,2024-12-01,2025-06-29,1,0.2392
200880,2024-07-03,2025-11-09,1,0.1665
200881,2024-07-09,2025-10-17,1,0.0999
200882,2024-07-12,2025-10-14,1,0.1205
200883,2024-02-20,2025-08-28,1,0.5623
200884,2024-03-16,2025-06-26,2,0.0969
200885,2024-09-24,2025-08-31,1,0.1585
200886,2024-01-12,2025-09-07,1,0.0763
200887,2024-09-07,2025-07-17,1,0.2598
200888,2024-04-21,2025-11-14,1,0.0036
200889,2024-02-21,2025-08-10,1,0.3652
200890,2024-08-05,2025-11-19,1,0.0944
200891,2024-04-10,2025-11-06,3,0.2484
200892,2024-06-12,2025-06-14,1,0.1872
200893,2024-11-11,2025-06-27,1,0.2542
200894,2024-09-11,2025-08-10,2,0.4042
200895,2024-12-19,2025-09-21,1,0.0637
200896,2024-05-24,2025-06-21,1,0.1
200897,2024-05-27,2025-07-10,3,0.598
200898,2024-09-07,2025-11-02,1,0.3066
200899,2024-02-19,2025-08-20,1,0.2395
200900,2024-11-08,2025-09-09,2,0.0739
200901,2024-05-08,2025-09-04,1,0.1553
200902,2024-06-20,2025-11-22,1,0.3532
200903,2024-07-04,2025-06-22,1,0.2617
200904,2024-01-25,2025-09-02,1,0.2436
200905,2024-04-19,2025-06-15,1,0.211
200906,2024-02-20,2025-06-09,1,0.5348
200907,2024-08-11,2025-08-27,1,0.2295
200908,2024-09-14,2025-11-10,1,0.1396
200909,2024-01-03,2025-08-13,1,0.1344
200910,2024-01-03,2025-10-08,1,0.2493
200911,2024-10-25,2025-11-13,2,0.0636
200912,2024-05-02,2025-06-02,1,0.2773
200913,2024-11-04,2025-10-04,1,0.1994
200914,2024-08-28,2025-11-09,1,0.1171
200915,2024-10-12,2025-11-09,1,0.0473
200916,2024-05-20,2025-10-11,1,0.1243
200917,2024-04-20,2025-11-15,1,0.0309
200918,2024-09-20,2025-09-17,1,0.0327
200919,2024-08-18,2025-06-04,1,0.1318
200920,2024-07-27,2025-11-24,1,0.2495
200921,2024-05-13,2025-11-06,1,0.1946
200922,2024-08-12,2025-07-05,1,0.1294
200923,2024-05-22,2025-11-20,1,0.2237
200924,2024-11-20,2025-09-26,1,0.3723
200925,2024-09-15,2025-08-21,1,0.1708
200926,2024-05-24,2025-10-26,1,0.1094
200927,2024-11-03,2025-09-23,2,0.2305
200928,2024-01-26,2025-10-21,1,0.063
200929,2024-10-30,2025-08-02,1,0.3814
200930,2024-05-31,2025-08-10,1,0.0402
200931,2024-03-25,2025-06-18,1,0.0237
200932,2024-10-30,2025-11-08,1,0.1596
200933,2024-08-28,2025-07-18,4,0.147
200934,2024-01-28,2025-06-25,1,0.1356
200935,2024-04-07,2025-06-15,1,0.2022
200936,2024-06-13,2025-08-09,1,0.2123
200937,2024-08-17,2025-08-27,2,0.0835
200938,2024-10-21,2025-10-29,1,0.1091
200939,2024-05-14,2025-09-26,2,0.0637
200940,2024-10-22,2025-10-24,1,0.0756
200941,2024-10-15,2025-06-01,2,0.1827
200942,2024-05-18,2025-06-06,3,0.3716
200943,2024-12-08,2025-07-12,1,0.378
200944,2024-12-10,2025-08-09,4,0.3799
200945,2024-04-15,2025-06-14,3,0.0352
200946,2024-07-22,2025-11-04,1,0.1059
200947,2024-11-13,2025-11-21,1,0.0488
200948,2024-07-15,2025-08-27,1,0.0559
200949,2024-09-27,2025-10-23,2,0.0978
200950,2024-10-18,2025-07-05,1,0.0717
200951,2024-07-25,2025-06-06,1,0.2761
200952,2024-05-11,2025-11-09,1,0.1403
200953,2024-07-10,2025-10-25,2,0.1443
200954,2024-10-30,2025-10-15,1,0.5947
200955,2024-04-26,2025-10-27,1,0.1338
200956,2024-11-04,2025-10-06,1,0.2914
200957,2024-03-15,2025-10-23,2,0.2012
200958,2024-06-17,2025-11-22,2,0.1601
200959,2024-01-31,2025-11-06,1,0.2314
200960,2024-11-07,2025-11-08,2,0.0473
200961,2024-09-17,2025-08-24,2,0.1116
200962,2024-02-13,2025-10-26,1,0.3442
200963,2024-03-22,2025-07-14,1,0.5434
200964,2024-07-11,2025-07-27,1,0.0151
200965,2024-06-29,2025-11-04,1,0.1163
200966,2024-02-11,2025-08-05,2,0.0849
200967,2024-11-20,2025-10-29,1,0.0125
200968,2024-06-17,2025-08-29,1,0.0844
200969,2024-09-01,2025-07-20,1,0.058
200970,2024-10-01,2025-08-14,1,0.4337
200971,2024-03-02,2025-09-13,1,0.0903
200972,2024-05-01,2025-06-12,1,0.3881
200973,2024-09-25,2025-09-09,2,0.1644
200974,2024-10-09,2025-06-19,1,0.1158
200975,2024-03-19,2025-08-27,1,0.2324
200976,2024-04-26,2025-07-29,1,0.0675
200977,2024-10-11,2025-09-18,1,0.2113
200978,2024-05-05,2025-10-30,1,0.3404
200979,2024-01-29,2025-06-16,1,0.2301
200980,2024-06-30,2025-06-16,2,0.2355
200981,2024-02-21,2025-08-21,1,0.3272
200982,2024-08-04,2025-10-14,2,0.5119
200983,2024-12-06,2025-07-21,1,0.12
200984,2024-02-06,2025-10-19,1,0.0785
200985,2024-04-12,2025-06-01,1,0.0521
200986,2024-07-25,2025-07-24,1,0.2868
200987,2024-02-24,2025-09-02,1,0.0586
200988,2024-07-14,2025-09-21,1,0.1638
200989,2024-03-19,2025-08-05,1,0.1087
200990,2024-08-20,2025-11-06,1,0.4603
200991,2024-05-11,2025-08-17,1,0.094
200992,2024-12-03,2025-09-23,2,0.4464
200993,2024-11-01,2025-06-21,3,0.4474
200994,2024-12-28,2025-11-15,1,0.2581
200995,2024-02-25,2025-08-31,1,0.0039
200996,2024-12-12,2025-08-24,1,0.3243
200997,2024-01-06,2025-07-19,2,0.2589
200998,2024-03-20,2025-09-18,3,0.0476
200999,2024-11-11,2025-06-01,1,0.1538
201000,2024-11-10,2025-08-21,1,0.2534
201001,2024-04-19,2025-10-19,1,0.248
201002,2024-11-03,2025-10-18,1,0.1838
201003,2024-01-29,2025-09-22,1,0.3064
201004,2024-05-02,2025-08-07,1,0.0048
201005,2024-01-11,2025-09-04,1,0.3457
201006,2024-07-07,2025-07-01,1,0.2241
201007,2024-11-24,2025-09-20,1,0.069
201008,2024-08-11,2025-07-09,2,0.1866
201009,2024-07-09,2025-07-29,1,0.337
201010,2024-03-13,2025-10-11,2,0.1434
201011,2024-08-10,2025-06-23,1,0.2027
201012,2024-04-28,2025-07-30,1,0.0443
201013,2024-08-12,2025-08-04,1,0.3596
201014,2024-02-17,2025-11-18,1,0.3042
201015,2024-07-09,2025-10-20,1,0.3815
201016,2024-06-30,2025-08-07,1,0.3558
201017,2024-10-07,2025-09-18,2,0.0911
201018,2024-11-27,2025-07-14,1,0.3669
201019,2024-11-26,2025-10-21,1,0.2551
201020,2024-05-04,2025-08-02,1,0.4967
201021,2024-08-21,2025-11-10,1,0.1808
201022,2024-08-26,2025-11-08,2,0.1004
201023,2024-11-04,2025-07-15,1,0.3692
201024,2024-10-21,2025-08-13,1,0.2728
201025,2024-01-04,2025-11-12,1,0.0173
201026,2024-10-19,2025-06-18,2,0.2476
201027,2024-06-24,2025-09-28,1,0.1574
201028,2024-12-12,2025-09-01,1,0.2606
201029,2024-08-08,2025-09-09,1,0.2976
201030,2024-05-21,2025-09-12,1,0.0446
201031,2024-03-14,2025-08-30,1,0.4401
201032,2024-12-12,2025-08-01,1,0.1705
201033,2024-02-28,2025-08-24,1,0.1884
201034,2024-02-02,2025-11-24,1,0.055
201035,2024-02-19,2025-06-14,1,0.1596
201036,2024-07-20,2025-06-29,1,0.4454
201037,2024-04-13,2025-06-10,3,0.1613
201038,2024-07-31,2025-09-21,2,0.5481
201039,2024-10-27,2025-07-30,1,0.1364
201040,2024-04-16,2025-06-09,1,0.0316
201041,2024-01-11,2025-07-07,1,0.2182
201042,2024-05-11,2025-07-17,3,0.2033
201043,2024-08-07,2025-06-16,1,0.0432
201044,2024-09-22,2025-10-17,1,0.0141
201045,2024-01-25,2025-06-05,1,0.0395
201046,2024-11-16,2025-11-06,1,0.2018
201047,2024-08-04,2025-11-24,1,0.1138
201048,2024-06-24,2025-11-13,1,0.1798
201049,2024-04-02,2025-07-09,1,0.0441
201050,2024-12-15,2025-07-12,1,0.2561
201051,2024-02-27,2025-11-25,4,0.2269
201052,2024-06-12,2025-09-21,1,0.2074
201053,2024-06-19,2025-09-07,2,0.1286
201054,2024-07-18,2025-11-03,1,0.3532
201055,2024-03-25,2025-07-05,2,0.1482
201056,2024-12-10,2025-08-13,1,0.0799
201057,2024-05-18,2025-06-27,1,0.1263
201058,2024-09-16,2025-10-22,2,0.2791
201059,2024-08-19,2025-07-07,1,0.1677
201060,2024-03-15,2025-06-24,1,0.2138
201061,2024-12-07,2025-08-05,3,0.3227
201062,2024-06-16,2025-09-10,1,0.0123
201063,2024-08-13,2025-07-07,1,0.1088
201064,2024-08-23,2025-11-10,4,0.3191
201065,2024-07-04,2025-10-28,2,0.1212
201066,2024-08-20,2025-11-13,1,0.1283
201067,2024-07-22,2025-08-06,2,0.0677
201068,2024-09-27,2025-08-09,2,0.2186
201069,2024-06-21,2025-09-03,1,0.0493
201070,2024-10-23,2025-11-11,1,0.2034
201071,2024-07-24,2025-08-30,1,0.2432
201072,2024-12-30,2025-08-09,1,0.5937
201073,2024-07-27,2025-09-27,1,0.28
201074,2024-08-03,2025-06-24,3,0.1667
201075,2024-06-28,2025-11-27,1,0.1252
201076,2024-05-25,2025-10-02,2,0.0369
201077,2024-10-14,2025-08-19,1,0.2644
201078,2024-08-19,2025-06-17,1,0.0705
201079,2024-05-22,2025-07-29,1,0.3487
201080,2024-10-21,2025-09-12,1,0.0311
201081,2024-02-09,2025-11-23,1,0.1543
201082,2024-01-23,2025-08-27,1,0.1022
201083,2024-08-22,2025-11-27,2,0.304
201084,2024-06-16,2025-09-02,1,0.1626
201085,2024-10-17,2025-10-19,1,0.0448
201086,2024-08-30,2025-06-18,1,0.0697
201087,2024-10-11,2025-10-22,4,0.2013
201088,2024-04-06,2025-07-14,1,0.0638
201089,2024-04-02,2025-08-13,1,0.112
201090,2024-04-01,2025-07-29,4,0.0704
201091,2024-08-24,2025-09-06,3,0.1134
201092,2024-09-03,2025-09-19,1,0.1374
201093,2024-12-30,2025-08-03,2,0.0557
201094,2024-03-20,2025-06-11,3,0.4932
201095,2024-02-08,2025-09-20,1,0.2012
201096,2024-12-15,2025-08-15,2,0.017
201097,2024-07-09,2025-10-27,1,0.2927
201098,2024-05-13,2025-10-04,2,0.286
201099,2024-04-21,2025-08-07,1,0.2157
201100,2024-11-18,2025-06-10,1,0.342
201101,2024-10-15,2025-09-05,2,0.2119
201102,2024-03-04,2025-10-22,1,0.043
201103,2024-04-28,2025-10-18,2,0.3797
201104,2024-11-13,2025-07-31,1,0.1404
201105,2024-09-24,2025-07-08,1,0.4414
201106,2024-10-24,2025-06-14,3,0.226
201107,2024-02-28,2025-09-18,3,0.4484
201108,2024-07-30,2025-07-18,2,0.2117
201109,2024-01-25,2025-10-18,3,0.0957
201110,2024-06-13,2025-09-16,1,0.0564
201111,2024-02-07,2025-06-10,1,0.0378
201112,2024-04-07,2025-10-03,2,0.4482
201113,2024-04-05,2025-07-16,3,0.2772
201114,2024-03-09,2025-11-04,1,0.1109
201115,2024-11-06,2025-06-05,1,0.0769
201116,2024-05-15,2025-08-05,1,0.5563
201117,2024-02-24,2025-06-02,1,0.1889
201118,2024-12-26,2025-09-22,2,0.2844
201119,2024-01-13,2025-08-25,1,0.0351
201120,2024-02-24,2025-09-04,1,0.0519
201121,2024-11-07,2025-10-05,1,0.0138
201122,2024-06-13,2025-11-09,2,0.3706
201123,2024-05-16,2025-08-08,3,0.3551
201124,2024-04-21,2025-09-11,1,0.2615
201125,2024-08-02,2025-09-20,3,0.1181
201126,2024-05-10,2025-11-06,1,0.3267
201127,2024-01-31,2025-07-05,1,0.067
201128,2024-12-17,2025-09-03,2,0.0861
201129,2024-11-27,2025-10-29,1,0.314
201130,2024-03-05,2025-07-21,1,0.3553
201131,2024-07-03,2025-08-05,1,0.1022
201132,2024-06-14,2025-08-20,1,0.0418
201133,2024-02-02,2025-10-06,3,0.2004
201134,2024-05-25,2025-09-29,1,0.138
201135,2024-08-19,2025-06-24,1,0.094
201136,2024-02-07,2025-07-08,1,0.0345
201137,2024-05-13,2025-10-26,1,0.1189
201138,2024-04-01,2025-09-30,1,0.1066
201139,2024-05-08,2025-09-02,1,0.1641
201140,2024-08-17,2025-08-15,2,0.3667
201141,2024-05-28,2025-11-22,1,0.2235
201142,2024-10-07,2025-11-06,1,0.0079
201143,2024-07-04,2025-08-12,1,0.2638
201144,2024-09-09,2025-08-03,1,0.1733
201145,2024-08-14,2025-11-05,1,0.1113
201146,2024-10-25,2025-08-02,1,0.499
201147,2024-02-23,2025-08-14,1,0.1614
201148,2024-12-27,2025-11-13,1,0.0722
201149,2024-10-02,2025-06-20,3,0.2873
201150,2024-03-13,2025-10-05,1,0.1009
201151,2024-01-10,2025-10-02,1,0.0445
201152,2024-01-10,2025-08-08,1,0.1497
201153,2024-09-12,2025-07-03,2,0.3061
201154,2024-06-03,2025-11-02,1,0.3882
201155,2024-03-07,2025-10-22,1,0.5214
201156,2024-04-25,2025-11-02,1,0.5614
201157,2024-06-12,2025-07-31,1,0.3992
201158,2024-01-16,2025-11-21,1,0.1899
201159,2024-07-23,2025-10-15,2,0.254
201160,2024-01-14,2025-07-14,1,0.1847
201161,2024-08-24,2025-08-26,3,0.1416
201162,2024-01-23,2025-07-27,3,0.2976
201163,2024-10-15,2025-09-05,2,0.1758
201164,2024-04-02,2025-07-04,2,0.2306
201165,2024-07-07,2025-10-11,1,0.0802
201166,2024-05-20,2025-08-22,2,0.1286
