customer_id,customer_segment,kyc_level,age_band,occupation_group,residency_flag,historical_risk_band
665,mass,2,25_34,trade,domestic,low
666,affluent,2,35_49,public_sector,domestic,low
667,affluent,1,25_34,public_sector,domestic,low
668,sme,2,50_plus,retired,domestic,low
669,mass,1,35_49,professional,domestic,low
670,mass,2,50_plus,trade,domestic,low
671,mass,3,35_49,retired,domestic,high
672,mass,2,50_plus,public_sector,domestic,low
673,sme,2,25_34,public_sector,domestic,medium
674,affluent,3,35_49,retail,domestic,low
675,mass,2,35_49,professional,overseas,low
676,mass,1,50_plus,student,domestic,low
677,sme,3,25_34,public_sector,domestic,low
678,mass,2,35_49,public_sector,domestic,low
679,mass,1,35_49,retail,domestic,low
680,mass,2,25_34,trade,domestic,medium
681,mass,3,50_plus,trade,domestic,low
682,mass,2,25_34,self_employed,domestic,medium
683,mass,2,25_34,retail,domestic,low
684,mass,2,35_49,professional,domestic,low
685,mass,1,25_34,trade,domestic,low
686,mass,1,18_24,retired,domestic,low
687,mass,2,18_24,trade,domestic,low
688,sme,3,25_34,retail,domestic,low
689,affluent,1,35_49,public_sector,domestic,low
690,mass,2,50_plus,self_employed,overseas,low
691,mass,2,35_49,public_sector,domestic,low
692,affluent,1,18_24,student,domestic,high
693,mass,2,35_49,professional,domestic,low
694,mass,2,50_plus,retired,domestic,low
695,sme,2,35_49,student,domestic,low
696,mass,2,25_34,retail,domestic,low
697,affluent,2,18_24,public_sector,domestic,medium
698,mass,1,50_plus,professional,domestic,medium
699,mass,2,50_plus,retail,domestic,low
700,mass,3,18_24,professional,domestic,low
701,mass,2,50_plus,professional,domestic,medium
702,mass,3,18_24,retired,domestic,low
703,mass,3,18_24,trade,domestic,low
704,affluent,2,35_49,public_sector,domestic,low
705,mass,3,35_49,trade,domestic,low
706,mass,2,25_34,trade,domestic,low
707,affluent,1,50_plus,trade,overseas,low
708,affluent,1,50_plus,trade,domestic,medium
709,mass,1,18_24,public_sector,domestic,low
710,mass,1,35_49,retired,domestic,medium
711,sme,2,35_49,retail,domestic,low
712,mass,2,35_49,retired,domestic,low
713,affluent,2,50_plus,public_sector,domestic,low
714,sme,2,35_49,public_sector,domestic,low
715,affluent,1,18_24,professional,domestic,medium
716,mass,2,25_34,professional,domestic,low
717,mass,2,50_plus,student,domestic,medium
718,mass,1,50_plus,public_sector,domestic,low
719,mass,2,18_24,retail,domestic,low
720,sme,2,18_24,self_employed,domestic,low
721,mass,2,35_49,trade,domestic,low
722,mass,3,18_24,self_employed,domestic,low
723,mass,2,18_24,trade,domestic,low
724,sme,2,50_plus,retired,domestic,low
725,mass,1,50_plus,trade,overseas,low
726,mass,3,50_plus,professional,overseas,low
727,mass,2,35_49,public_sector,domestic,low
728,mass,2,25_34,professional,domestic,low
729,mass,2,50_plus,retired,domestic,low
730,mass,2,25_34,public_sector,domestic,low
731,mass,2,25_34,professional,domestic,low
732,mass,1,50_plus,professional,domestic,low
733,mass,2,35_49,retired,domestic,low
734,mass,1,50_plus,public_sector,overseas,low
735,mass,2,25_34,student,domestic,low
736,mass,1,50_plus,professional,domestic,low
737,mass,3,35_49,retired,domestic,low
738,mass,2,35_49,retail,domestic,low
739,mass,2,50_plus,public_sector,domestic,low
740,mass,2,25_34,trade,domestic,low
741,mass,3,35_49,professional,overseas,low
742,mass,2,35_49,retired,domestic,low
743,affluent,3,35_49,retired,domestic,high
744,mass,2,50_plus,trade,domestic,low
745,mass,1,35_49,retired,domestic,low
746,mass,2,18_24,professional,domestic,medium
747,mass,2,25_34,professional,domestic,medium
748,mass,3,50_plus,professional,domestic,low
749,affluent,3,50_plus,trade,domestic,medium
750,affluent,2,50_plus,professional,domestic,low
751,mass,3,18_24,trade,domestic,low
752,mass,2,25_34,professional,domestic,low
753,mass,2,35_49,self_employed,domestic,low
754,mass,2,35_49,student,domestic,low
755,mass,1,18_24,public_sector,domestic,low
756,mass,3,35_49,professional,domestic,low
757,mass,1,18_24,self_employed,domestic,low
758,sme,2,25_34,professional,domestic,low
759,mass,2,25_34,self_employed,overseas,low
760,mass,1,18_24,public_sector,domestic,medium
761,affluent,1,18_24,trade,domestic,low
762,mass,2,50_plus,professional,domestic,low
763,mass,1,35_49,student,domestic,low
764,mass,2,50_plus,retired,domestic,low
765,sme,2,25_34,public_sector,domestic,low
766,mass,2,25_34,retired,domestic,low
767,mass,2,25_34,retired,domestic,low
768,mass,2,35_49,professional,domestic,low
769,mass,3,25_34,self_employed,domestic,low
770,mass,1,35_49,trade,domestic,low
771,mass,3,50_plus,retail,domestic,low
772,mass,2,50_plus,professional,domestic,low
773,mass,2,25_34,retired,domestic,medium
774,affluent,2,35_49,self_employed,domestic,low
775,mass,2,25_34,trade,domestic,low
776,affluent,3,18_24,trade,domestic,medium
777,mass,2,35_49,retail,domestic,low
778,mass,2,35_49,self_employed,domestic,high
779,affluent,2,35_49,retired,domestic,low
780,affluent,1,18_24,trade,domestic,low
781,mass,2,50_plus,retail,domestic,low
782,sme,1,50_plus,public_sector,domestic,low
783,mass,2,25_34,trade,domestic,high
784,mass,1,50_plus,retail,domestic,low
785,sme,2,25_34,professional,overseas,high
786,mass,2,35_49,professional,domestic,low
787,affluent,2,50_plus,retail,domestic,medium
788,mass,2,50_plus,student,domestic,medium
789,affluent,1,50_plus,trade,domestic,low
790,mass,2,25_34,professional,domestic,high
791,mass,2,50_plus,self_employed,overseas,low
792,mass,2,35_49,retired,domestic,low
793,mass,2,18_24,retail,domestic,low
794,mass,2,18_24,professional,overseas,low
795,mass,2,35_49,public_sector,domestic,low
796,mass,3,35_49,retail,domestic,low
797,mass,2,35_49,public_sector,domestic,low
798,mass,2,50_plus,trade,domestic,low
799,affluent,2,35_49,professional,overseas,low
800,affluent,1,25_34,trade,domestic,low
801,affluent,3,25_34,self_employed,domestic,low
802,mass,2,35_49,trade,domestic,medium
803,affluent,2,35_49,professional,domestic,medium
804,mass,3,35_49,retail,domestic,medium
805,mass,2,35_49,self_employed,domestic,low
806,mass,1,35_49,professional,domestic,low
807,mass,1,35_49,public_sector,domestic,medium
808,mass,1,50_plus,public_sector,domestic,low
809,mass,2,18_24,trade,domestic,low
810,sme,1,35_49,retired,overseas,low
811,mass,3,35_49,student,domestic,low
812,mass,3,18_24,trade,domestic,low
813,sme,2,35_49,professional,domestic,low
814,mass,2,35_49,trade,domestic,low
815,mass,2,35_49,professional,domestic,low
816,affluent,1,35_49,retail,domestic,low
817,affluent,2,25_34,student,domestic,low
818,mass,1,25_34,student,domestic,low
819,mass,1,25_34,trade,domestic,low
820,mass,2,25_34,retail,domestic,low
821,mass,1,35_49,professional,overseas,low
822,mass,2,50_plus,retail,domestic,low
823,mass,2,35_49,professional,domestic,low
824,mass,3,25_34,retired,domestic,high
825,affluent,2,25_34,student,domestic,low
826,mass,3,25_34,professional,domestic,low
827,mass,2,35_49,public_sector,domestic,medium
828,mass,3,25_34,public_sector,domestic,low
829,affluent,2,35_49,self_employed,domestic,low
830,mass,2,35_49,retail,domestic,low
831,mass,3,35_49,professional,domestic,low
832,mass,2,25_34,public_sector,domestic,low
833,mass,1,25_34,professional,domestic,low
834,mass,2,35_49,public_sector,domestic,low
835,affluent,2,35_49,professional,domestic,low
836,mass,2,18_24,public_sector,domestic,low
837,affluent,2,50_plus,student,domestic,low
838,sme,3,35_49,professional,domestic,medium
839,mass,2,25_34,retail,domestic,low
840,mass,2,25_34,self_employed,domestic,low
841,mass,2,25_34,professional,domestic,low
842,affluent,3,25_34,public_sector,domestic,low
843,mass,2,25_34,public_sector,domestic,low
844,mass,1,35_49,trade,domestic,low
845,mass,2,25_34,student,domestic,low
846,affluent,2,50_plus,retail,domestic,medium
847,mass,2,50_plus,public_sector,domestic,medium
848,mass,2,25_34,professional,domestic,low
849,mass,2,18_24,professional,domestic,low
850,sme,2,35_49,professional,domestic,low
851,mass,1,50_plus,student,domestic,low
852,mass,1,50_plus,student,domestic,medium
853,affluent,1,18_24,self_employed,domestic,low
854,sme,2,25_34,professional,domestic,low
855,mass,2,18_24,retail,domestic,low
856,mass,2,50_plus,self_employed,domestic,low
857,affluent,2,35_49,public_sector,domestic,low
858,affluent,2,35_49,professional,domestic,low
859,mass,2,35_49,student,domestic,low
860,mass,2,25_34,professional,domestic,low
861,affluent,2,35_49,professional,domestic,low
862,affluent,2,18_24,student,domestic,low
863,affluent,2,35_49,retail,domestic,low
864,mass,2,35_49,trade,domestic,medium
865,mass,2,35_49,public_sector,domestic,low
866,sme,2,25_34,retired,domestic,low
867,affluent,2,50_plus,professional,domestic,low
868,affluent,2,35_49,self_employed,domestic,low
869,mass,1,18_24,trade,domestic,low
870,mass,2,25_34,professional,overseas,low
871,affluent,3,35_49,retail,domestic,low
872,mass,1,25_34,retail,domestic,low
873,sme,3,18_24,professional,domestic,low
874,mass,2,25_34,retail,domestic,low
875,affluent,2,25_34,public_sector,overseas,medium
876,affluent,2,25_34,public_sector,domestic,medium
877,mass,1,35_49,self_employed,domestic,low
878,mass,3,25_34,student,domestic,low
879,mass,2,35_49,retail,domestic,low
880,mass,3,25_34,retail,domestic,medium
881,mass,2,25_34,retail,domestic,low
882,mass,3,25_34,public_sector,domestic,low
883,sme,3,35_49,professional,domestic,low
884,mass,2,50_plus,trade,domestic,low
885,mass,2,25_34,professional,domestic,low
886,mass,2,18_24,trade,domestic,low
887,mass,2,25_34,retired,domestic,low
888,mass,3,25_34,public_sector,domestic,medium
889,mass,2,50_plus,retail,domestic,low
890,mass,2,18_24,public_sector,domestic,high
891,mass,1,50_plus,public_sector,domestic,low
892,sme,2,35_49,retail,domestic,medium
893,mass,3,35_49,retail,domestic,low
894,mass,1,50_plus,self_employed,domestic,low
895,affluent,2,18_24,professional,domestic,low
896,affluent,3,35_49,retail,overseas,medium
897,mass,1,18_24,retail,domestic,low
898,mass,1,50_plus,self_employed,domestic,low
899,mass,2,35_49,retired,domestic,low
900,mass,2,18_24,self_employed,domestic,low
901,mass,1,50_plus,retail,domestic,low
902,mass,3,18_24,professional,domestic,low
903,mass,2,18_24,public_sector,domestic,low
904,mass,3,35_49,student,domestic,low
905,sme,3,25_34,retired,domestic,low
906,mass,3,50_plus,student,domestic,low
907,mass,2,35_49,professional,domestic,low
908,mass,2,35_49,self_employed,domestic,low
909,mass,2,25_34,student,domestic,low
910,mass,1,18_24,public_sector,overseas,low
911,affluent,2,50_plus,public_sector,domestic,low
912,affluent,1,18_24,retail,domestic,low
913,sme,2,35_49,public_sector,domestic,low
914,sme,1,25_34,trade,domestic,low
915,sme,2,25_34,professional,overseas,low
916,sme,2,35_49,student,overseas,low
917,mass,2,35_49,retired,domestic,medium
918,mass,2,35_49,student,domestic,low
919,mass,1,50_plus,trade,domestic,low
920,mass,3,25_34,professional,domestic,low
921,mass,3,25_34,trade,domestic,low
922,affluent,2,18_24,student,domestic,low
923,mass,2,35_49,public_sector,domestic,high
924,mass,2,25_34,retired,domestic,low
925,mass,2,35_49,trade,domestic,low
926,mass,2,25_34,public_sector,domestic,low
927,mass,1,50_plus,self_employed,domestic,high
928,affluent,3,50_plus,professional,domestic,low
929,mass,3,50_plus,retired,domestic,low
930,affluent,3,18_24,public_sector,domestic,medium
931,mass,2,50_plus,professional,domestic,medium
932,mass,2,25_34,professional,domestic,low
933,mass,3,25_34,student,domestic,low
934,affluent,2,25_34,public_sector,domestic,low
935,affluent,1,25_34,self_employed,domestic,medium
936,mass,2,35_49,self_employed,domestic,low
937,sme,2,25_34,retail,domestic,low
938,mass,2,25_34,self_employed,domestic,low
939,affluent,1,35_49,retired,domestic,low
940,mass,2,50_plus,professional,domestic,low
941,mass,2,35_49,self_employed,domestic,low
942,affluent,2,35_49,trade,overseas,low
943,mass,1,18_24,trade,domestic,low
944,mass,2,50_plus,retail,domestic,medium
945,mass,3,18_24,student,overseas,low
946,mass,2,25_34,professional,overseas,low
947,affluent,2,18_24,retail,overseas,medium
948,affluent,2,35_49,public_sector,domestic,low
949,affluent,2,25_34,professional,domestic,medium
950,mass,3,35_49,self_employed,domestic,low
951,mass,2,25_34,retired,domestic,low
952,mass,2,25_34,professional,overseas,low
953,mass,1,25_34,professional,domestic,low
954,mass,1,18_24,retired,domestic,low
955,sme,3,25_34,professional,overseas,low
956,affluent,2,35_49,professional,overseas,low
957,affluent,3,35_49,retired,overseas,low
958,mass,3,18_24,student,domestic,low
959,mass,1,35_49,public_sector,domestic,low
960,mass,2,25_34,public_sector,overseas,low
961,mass,2,18_24,student,domestic,low
962,mass,2,25_34,public_sector,domestic,low
963,mass,1,25_34,public_sector,overseas,low
964,mass,2,25_34,student,domestic,low
965,sme,2,35_49,public_sector,domestic,low
966,mass,2,25_34,retail,domestic,low
967,sme,2,35_49,trade,domestic,low
968,mass,2,25_34,retail,overseas,low
969,mass,2,35_49,retail,domestic,low
970,mass,3,35_49,trade,domestic,low
971,mass,2,25_34,retail,domestic,low
972,mass,2,18_24,self_employed,domestic,low
973,mass,2,35_49,retail,domestic,low
974,sme,2,50_plus,professional,domestic,low
975,mass,2,50_plus,trade,domestic,low
976,mass,2,25_34,professional,domestic,low
977,mass,3,35_49,self_employed,domestic,low
978,mass,3,25_34,retail,domestic,low
979,mass,3,25_34,trade,domestic,low
980,mass,2,35_49,self_employed,domestic,medium
981,sme,2,35_49,professional,domestic,low
982,affluent,2,35_49,professional,domestic,low
983,affluent,3,50_plus,student,domestic,low
984,mass,2,25_34,public_sector,domestic,low
985,mass,2,35_49,self_employed,domestic,low
986,sme,2,25_34,student,domestic,medium
987,mass,2,18_24,retired,domestic,low
988,mass,2,25_34,professional,overseas,low
989,mass,2,50_plus,self_employed,domestic,low
990,affluent,2,25_34,self_employed,domestic,high
991,mass,2,18_24,professional,domestic,low
992,affluent,1,35_49,retired,domestic,low
993,affluent,3,50_plus,retail,domestic,medium
994,mass,2,50_plus,student,domestic,low
995,sme,1,35_49,public_sector,domestic,low
996,mass,3,25_34,retail,domestic,low
997,mass,2,35_49,professional,domestic,low
998,mass,2,50_plus,student,domestic,low
999,sme,2,50_plus,public_sector,domestic,low
1000,mass,3,50_plus,professional,domestic,low
1001,mass,2,25_34,professional,domestic,medium
1002,mass,2,18_24,self_employed,domestic,low
1003,mass,1,35_49,professional,domestic,low
1004,mass,2,25_34,public_sector,overseas,low
1005,mass,2,18_24,public_sector,domestic,low
1006,mass,2,25_34,trade,domestic,low
1007,sme,2,35_49,public_sector,domestic,low
1008,mass,3,50_plus,professional,domestic,low
1009,affluent,2,35_49,retired,domestic,low
1010,mass,2,50_plus,student,domestic,low
1011,mass,3,35_49,trade,domestic,low
1012,mass,2,35_49,retail,domestic,low
1013,mass,3,18_24,retail,domestic,low
1014,sme,3,35_49,retired,domestic,low
1015,mass,3,18_24,trade,overseas,low
1016,mass,2,18_24,public_sector,domestic,medium
1017,mass,2,25_34,retired,domestic,low
1018,affluent,2,50_plus,professional,domestic,low
1019,mass,2,35_49,public_sector,domestic,low
1020,mass,2,50_plus,professional,domestic,low
1021,affluent,2,50_plus,public_sector,domestic,low
1022,affluent,3,50_plus,trade,overseas,medium
1023,sme,1,18_24,retired,overseas,low
1024,mass,2,50_plus,retail,domestic,low
1025,mass,2,50_plus,professional,domestic,low
1026,mass,2,50_plus,student,domestic,low
1027,sme,1,25_34,student,domestic,low
1028,mass,2,18_24,public_sector,domestic,low
1029,affluent,3,50_plus,self_employed,domestic,low
1030,mass,2,25_34,trade,overseas,low
1031,mass,1,25_34,public_sector,domestic,low
1032,affluent,1,25_34,professional,domestic,low
1033,mass,2,18_24,professional,overseas,low
1034,sme,2,18_24,retired,domestic,medium
1035,mass,2,50_plus,self_employed,domestic,low
1036,mass,2,50_plus,professional,domestic,low
1037,mass,2,50_plus,professional,domestic,low
1038,mass,2,25_34,retired,domestic,medium
1039,mass,2,25_34,professional,domestic,low
1040,mass,2,25_34,trade,domestic,medium
1041,mass,3,25_34,professional,overseas,low
1042,mass,2,18_24,professional,domestic,high
1043,mass,3,35_49,trade,domestic,low
1044,mass,2,50_plus,retired,domestic,low
1045,mass,2,35_49,trade,domestic,low
1046,mass,2,25_34,retail,domestic,low
1047,mass,2,25_34,self_employed,domestic,high
1048,affluent,3,18_24,public_sector,domestic,low
1049,affluent,1,25_34,self_employed,domestic,low
1050,mass,3,35_49,public_sector,domestic,low
1051,mass,3,25_34,public_sector,domestic,low
1052,mass,2,35_49,public_sector,domestic,low
1053,mass,2,50_plus,self_employed,domestic,low
1054,mass,2,25_34,self_employed,domestic,medium
1055,mass,2,18_24,self_employed,domestic,medium
1056,mass,2,18_24,professional,domestic,low
1057,sme,2,18_24,public_sector,domestic,low
1058,mass,3,35_49,self_employed,domestic,high
1059,mass,2,50_plus,trade,overseas,medium
1060,affluent,2,50_plus,student,domestic,low
1061,sme,2,35_49,trade,domestic,low
1062,mass,2,25_34,professional,domestic,low
1063,mass,3,25_34,student,domestic,low
1064,mass,2,25_34,professional,domestic,low
1065,mass,3,25_34,retail,domestic,low
1066,sme,3,50_plus,trade,domestic,low
1067,mass,3,25_34,student,domestic,low
1068,mass,2,25_34,retail,domestic,low
1069,mass,3,25_34,public_sector,domestic,low
1070,mass,2,18_24,self_employed,domestic,medium
1071,affluent,2,50_plus,public_sector,overseas,low
1072,mass,1,18_24,retired,domestic,low
1073,mass,2,18_24,self_employed,domestic,medium
1074,sme,2,25_34,retail,domestic,low
1075,affluent,2,50_plus,retired,overseas,low
1076,mass,2,35_49,retail,domestic,medium
1077,mass,3,35_49,professional,domestic,low
1078,mass,2,25_34,trade,domestic,high
1079,mass,2,18_24,public_sector,domestic,medium
1080,mass,1,50_plus,professional,domestic,low
1081,mass,2,25_34,public_sector,domestic,low
1082,sme,2,18_24,trade,domestic,low
1083,sme,2,35_49,retail,domestic,low
1084,affluent,2,18_24,professional,domestic,low
1085,sme,3,18_24,student,domestic,low
1086,affluent,3,50_plus,trade,overseas,medium
1087,affluent,2,25_34,professional,domestic,low
1088,affluent,2,25_34,retail,domestic,low
1089,mass,2,25_34,retail,domestic,low
1090,mass,2,35_49,public_sector,domestic,low
1091,mass,3,18_24,retail,domestic,low
1092,mass,2,18_24,professional,domestic,low
1093,mass,3,35_49,student,domestic,low
1094,mass,1,35_49,retail,domestic,low
1095,mass,1,50_plus,professional,domestic,low
1096,mass,3,25_34,self_employed,domestic,low
1097,mass,3,18_24,public_sector,domestic,low
1098,affluent,3,35_49,public_sector,domestic,medium
1099,affluent,3,35_49,retail,domestic,low
1100,mass,2,18_24,retail,domestic,low
1101,mass,2,35_49,retail,domestic,low
1102,mass,1,25_34,professional,domestic,low
1103,affluent,2,50_plus,trade,domestic,low
1104,affluent,2,50_plus,retired,domestic,low
1105,mass,3,25_34,public_sector,domestic,low
1106,affluent,1,50_plus,retail,domestic,low
1107,mass,1,50_plus,professional,domestic,low
1108,mass,2,18_24,self_employed,domestic,medium
1109,sme,2,25_34,trade,domestic,low
1110,mass,2,35_49,professional,domestic,low
1111,mass,2,18_24,professional,domestic,medium
1112,mass,2,25_34,self_employed,domestic,low
1113,mass,2,25_34,public_sector,domestic,low
1114,sme,3,50_plus,professional,domestic,low
1115,sme,2,25_34,professional,domestic,medium
1116,mass,2,35_49,public_sector,domestic,low
1117,mass,2,25_34,public_sector,domestic,low
1118,affluent,2,18_24,public_sector,domestic,high
1119,mass,2,50_plus,professional,domestic,low
1120,affluent,3,18_24,self_employed,domestic,low
1121,mass,2,18_24,retired,domestic,low
1122,mass,2,25_34,public_sector,domestic,low
1123,affluent,2,35_49,professional,domestic,low
1124,mass,3,25_34,public_sector,domestic,high
1125,mass,2,18_24,trade,overseas,low
1126,mass,2,25_34,professional,domestic,low
1127,mass,3,25_34,trade,domestic,low
1128,mass,2,18_24,student,domestic,low
1129,mass,2,35_49,retail,domestic,medium
1130,sme,2,18_24,student,domestic,low
1131,sme,1,25_34,retail,domestic,low
1132,mass,3,35_49,retail,domestic,medium
1133,mass,2,35_49,professional,domestic,medium
1134,affluent,2,25_34,public_sector,overseas,low
1135,sme,2,25_34,professional,domestic,low
1136,mass,1,25_34,retail,overseas,low
1137,mass,3,50_plus,trade,domestic,low
1138,mass,2,25_34,trade,domestic,low
1139,mass,3,25_34,retail,domestic,medium
1140,mass,2,25_34,professional,domestic,low
1141,mass,2,25_34,trade,domestic,low
1142,affluent,1,25_34,retired,domestic,low
1143,affluent,3,18_24,professional,domestic,low
1144,affluent,2,35_49,trade,domestic,low
1145,mass,1,35_49,trade,domestic,low
1146,mass,2,35_49,trade,domestic,low
1147,affluent,2,35_49,public_sector,domestic,low
1148,affluent,2,25_34,professional,domestic,low
1149,mass,2,50_plus,retail,domestic,low
1150,affluent,3,35_49,public_sector,domestic,low
1151,mass,2,50_plus,trade,domestic,low
1152,affluent,2,35_49,retired,domestic,low
1153,mass,2,25_34,retired,domestic,low
1154,mass,2,25_34,professional,domestic,low
1155,mass,2,25_34,trade,domestic,low
1156,mass,1,18_24,professional,domestic,low
1157,mass,2,25_34,professional,domestic,medium
1158,mass,2,18_24,retail,domestic,low
1159,mass,3,18_24,public_sector,domestic,low
1160,affluent,1,50_plus,retail,domestic,low
1161,mass,2,35_49,trade,domestic,low
1162,mass,3,35_49,trade,domestic,low
1163,affluent,3,25_34,retired,domestic,medium
1164,mass,2,35_49,retired,overseas,low
1165,mass,2,50_plus,professional,domestic,low
1166,affluent,2,35_49,public_sector,domestic,low
1167,affluent,2,35_49,retail,domestic,low
1168,mass,1,25_34,public_sector,domestic,medium
1169,affluent,2,25_34,public_sector,domestic,low
1170,mass,2,35_49,student,domestic,low
1171,mass,2,50_plus,professional,domestic,medium
1172,affluent,2,25_34,trade,domestic,medium
1173,mass,2,25_34,retired,domestic,low
1174,affluent,2,25_34,professional,overseas,low
1175,mass,2,25_34,professional,domestic,low
1176,affluent,3,50_plus,self_employed,domestic,high
1177,mass,2,35_49,self_employed,domestic,low
1178,mass,2,25_34,public_sector,domestic,low
1179,mass,2,25_34,self_employed,overseas,low
1180,mass,1,25_34,public_sector,domestic,low
1181,affluent,2,18_24,professional,domestic,low
1182,mass,2,35_49,public_sector,domestic,low
1183,mass,2,50_plus,self_employed,domestic,low
1184,mass,2,35_49,student,domestic,low
1185,mass,2,25_34,professional,domestic,low
1186,affluent,1,35_49,professional,domestic,low
1187,mass,2,35_49,self_employed,overseas,low
1188,sme,3,25_34,trade,domestic,low
1189,mass,2,35_49,professional,domestic,low
1190,mass,2,35_49,student,domestic,low
1191,mass,1,50_plus,retail,domestic,low
1192,mass,2,18_24,trade,domestic,low
1193,affluent,1,25_34,professional,domestic,low
1194,sme,2,25_34,professional,domestic,low
1195,affluent,2,18_24,self_employed,domestic,low
1196,mass,2,25_34,retail,domestic,low
1197,mass,2,35_49,professional,domestic,low
1198,mass,1,18_24,trade,domestic,low
1199,mass,1,25_34,professional,domestic,low
1200,affluent,2,50_plus,professional,domestic,low
1201,mass,3,35_49,trade,domestic,medium
1202,mass,2,25_34,retail,domestic,low
1203,affluent,2,35_49,professional,domestic,low
1204,affluent,2,25_34,trade,domestic,low
1205,mass,1,18_24,retail,domestic,low
1206,mass,2,35_49,retail,domestic,low
1207,mass,2,25_34,professional,domestic,low
1208,mass,2,25_34,professional,domestic,low
1209,mass,2,18_24,professional,domestic,medium
1210,mass,2,50_plus,trade,domestic,low
1211,affluent,3,18_24,self_employed,domestic,low
1212,affluent,2,35_49,professional,domestic,low
1213,mass,3,25_34,self_employed,domestic,high
1214,mass,2,35_49,self_employed,domestic,low
1215,mass,3,25_34,professional,domestic,low
1216,mass,3,25_34,professional,domestic,low
1217,mass,2,35_49,professional,domestic,low
1218,mass,3,35_49,professional,domestic,low
1219,mass,3,25_34,retail,domestic,low
1220,mass,2,25_34,professional,domestic,low
1221,mass,2,25_34,self_employed,domestic,low
1222,mass,2,25_34,retail,domestic,low
1223,affluent,3,35_49,self_employed,domestic,low
1224,mass,2,18_24,self_employed,domestic,low
1225,mass,3,35_49,retail,domestic,medium
1226,affluent,2,18_24,retired,domestic,high
1227,mass,3,25_34,retired,domestic,low
1228,mass,2,25_34,trade,domestic,low
1229,sme,2,25_34,professional,domestic,low
1230,mass,2,25_34,trade,domestic,medium
1231,mass,3,50_plus,professional,domestic,low
1232,mass,3,25_34,retail,overseas,low
1233,mass,2,50_plus,trade,domestic,low
1234,mass,2,25_34,retail,domestic,low
1235,mass,2,25_34,self_employed,domestic,medium
1236,mass,3,18_24,trade,domestic,low
1237,mass,2,25_34,retail,domestic,low
1238,mass,2,35_49,trade,domestic,low
1239,mass,2,50_plus,self_employed,domestic,medium
1240,mass,2,35_49,public_sector,domestic,low
1241,affluent,2,35_49,professional,domestic,low
1242,mass,2,25_34,public_sector,domestic,low
1243,mass,3,18_24,professional,domestic,low
1244,mass,2,35_49,self_employed,domestic,low
1245,mass,1,25_34,public_sector,domestic,low
1246,mass,2,18_24,retail,domestic,medium
1247,mass,2,50_plus,public_sector,domestic,medium
1248,mass,3,50_plus,student,domestic,low
1249,affluent,2,35_49,self_employed,domestic,low
1250,sme,2,25_34,retail,domestic,low
1251,mass,1,50_plus,self_employed,domestic,low
1252,mass,2,25_34,retail,domestic,low
1253,mass,2,25_34,self_employed,domestic,medium
1254,mass,2,25_34,student,domestic,low
1255,mass,2,50_plus,professional,domestic,low
1256,affluent,2,50_plus,professional,domestic,medium
1257,affluent,2,35_49,trade,domestic,medium
1258,affluent,2,18_24,professional,domestic,low
1259,mass,3,25_34,trade,domestic,low
1260,sme,2,25_34,professional,domestic,low
1261,mass,3,50_plus,public_sector,domestic,low
1262,mass,2,18_24,professional,domestic,low
1263,mass,1,18_24,trade,domestic,low
1264,sme,2,35_49,public_sector,domestic,low
1265,mass,1,25_34,trade,domestic,low
1266,affluent,2,50_plus,retail,domestic,low
1267,mass,2,18_24,self_employed,domestic,low
1268,sme,2,50_plus,retired,domestic,low
1269,mass,2,18_24,public_sector,domestic,low
1270,mass,2,18_24,professional,domestic,low
1271,sme,3,25_34,professional,domestic,medium
1272,mass,3,25_34,retired,domestic,low
1273,mass,2,35_49,public_sector,overseas,low
1274,mass,3,18_24,self_employed,domestic,low
1275,mass,2,18_24,public_sector,domestic,medium
1276,mass,2,35_49,professional,domestic,low
1277,mass,2,25_34,retail,domestic,low
1278,mass,1,35_49,self_employed,domestic,medium
1279,affluent,2,35_49,student,domestic,low
1280,mass,3,18_24,professional,domestic,low
1281,mass,1,35_49,public_sector,domestic,low
1282,mass,3,25_34,professional,domestic,high
1283,mass,3,25_34,retired,domestic,low
1284,mass,2,18_24,trade,domestic,low
1285,sme,2,50_plus,self_employed,domestic,medium
1286,sme,3,35_49,professional,domestic,low
1287,mass,3,35_49,public_sector,overseas,low
1288,mass,1,50_plus,public_sector,overseas,low
1289,mass,2,25_34,trade,domestic,low
1290,mass,2,50_plus,self_employed,domestic,low
1291,mass,2,35_49,student,domestic,low
1292,mass,2,50_plus,student,domestic,medium
1293,mass,1,50_plus,trade,domestic,low
1294,mass,2,50_plus,self_employed,domestic,low
1295,mass,2,18_24,public_sector,domestic,low
1296,mass,2,35_49,public_sector,domestic,low
1297,mass,2,50_plus,retail,domestic,low
1298,mass,2,35_49,public_sector,domestic,low
1299,affluent,2,25_34,professional,domestic,low
1300,mass,2,50_plus,retail,domestic,low
1301,mass,1,25_34,professional,domestic,low
1302,mass,2,25_34,trade,overseas,low
1303,affluent,2,35_49,professional,overseas,low
1304,mass,2,25_34,professional,domestic,low
1305,affluent,1,35_49,self_employed,domestic,low
1306,sme,2,18_24,retail,domestic,low
1307,mass,2,35_49,professional,domestic,low
1308,mass,2,50_plus,self_employed,domestic,low
1309,mass,3,25_34,student,domestic,low
1310,sme,2,35_49,student,domestic,medium
1311,mass,2,25_34,student,domestic,low
1312,sme,1,50_plus,retired,domestic,low
