transaction_id,account_id,timestamp,amount,merchant_category,merchant_risk,counterparty_account_id,channel,channel_risk,device_id,device_risk,geo_hash,geo_distance_score,device_seen_before,geo_seen_before,failed_logins_24h,new_payee_recent,shared_counterparty_risk,num_linked_accounts,label_fraud,label_ato
5151,10669,2025-01-23 10:05:57,468.18,electronics,0.4,10105,ecommerce,0.45,201804,0.3081,SYD,0.328,1,1,0,0,0.077,1,0,0
5152,10669,2025-01-30 17:11:29,215.7,cash_transfer,0.75,11742,card_present,0.1,201263,0.2419,AKL,0.4073,1,1,1,0,0.0949,1,0,0
5153,10669,2025-02-16 16:00:49,616.49,cash_transfer,0.75,11470,mobile_app,0.25,200332,0.0166,WLG,0.253,0,1,0,0,0.0768,1,0,0
5154,10669,2025-02-25 05:43:58,190.71,grocery,0.1,11627,mobile_app,0.25,201121,0.0138,WLG,0.5306,1,0,0,0,0.1809,1,0,0
5155,10669,2025-03-08 18:48:24,185.25,grocery,0.1,11621,mobile_app,0.25,201984,0.3924,SYD,0.9626,1,1,0,1,0.0142,3,0,0
5156,10669,2025-03-15 06:55:43,376.29,travel,0.35,12894,bank_transfer,0.55,200546,0.6771,SYD,0.4708,1,1,1,0,0.0524,1,0,0
5157,10670,2025-01-24 16:02:57,250.54,grocery,0.1,11531,card_present,0.1,201448,0.58,AKL,0.4168,1,0,1,1,0.0332,2,0,0
5158,10670,2025-01-30 03:31:33,326.62,retail,0.2,10106,bank_transfer,0.55,202349,0.3384,SYD,0.3293,1,1,0,0,0.0827,1,0,0
5159,10670,2025-02-03 19:53:28,343.69,retail,0.2,12138,card_present,0.1,200173,0.1042,SYD,0.4984,1,1,1,0,0.028,3,0,0
5160,10670,2025-02-15 10:53:36,478.73,retail,0.2,12899,mobile_app,0.25,202088,0.5152,WLG,0.8894,1,1,0,0,0.0931,1,0,0
5161,10670,2025-03-05 19:51:47,360.69,travel,0.35,10951,mobile_app,0.25,201132,0.0418,AKL,0.1464,1,1,1,0,0.1637,1,0,0
5162,10671,2025-01-13 12:47:04,206.47,grocery,0.1,10311,card_present,0.1,201500,0.1799,SYD,0.0389,1,1,0,0,0.1686,1,0,0
5163,10671,2025-02-20 19:24:43,629.31,travel,0.35,10139,ecommerce,0.45,200012,0.0897,WLG,0.3602,1,1,1,0,0.1446,1,0,0
5164,10671,2025-02-21 07:19:18,78.88,retail,0.2,12015,card_present,0.1,200451,0.2651,AKL,0.8068,1,1,0,0,0.2956,1,0,0
5165,10672,2025-01-02 08:39:25,384.48,electronics,0.4,10393,bank_transfer,0.55,200174,0.0468,WLG,0.954,1,1,0,0,0.1032,1,0,0
5166,10672,2025-02-15 19:27:36,397.16,electronics,0.4,13104,mobile_app,0.25,200721,0.0906,AKL,0.9396,1,1,0,1,0.1183,1,0,0
5167,10672,2025-03-11 17:30:36,317.92,grocery,0.1,12837,card_present,0.1,200734,0.1752,CHC,0.434,1,1,1,0,0.1909,1,0,0
5168,10672,2025-03-12 00:24:12,971.66,cash_transfer,0.75,12379,card_present,0.1,201573,0.1385,SYD,0.9503,1,1,0,0,0.1114,1,0,0
5169,10672,2025-03-22 04:36:47,486.37,cash_transfer,0.75,10557,ecommerce,0.45,201332,0.2834,WLG,0.5578,1,1,0,0,0.1185,1,0,0
5170,10672,2025-03-26 13:28:17,188.46,grocery,0.1,10974,card_present,0.1,201439,0.0045,AKL,0.3656,1,0,0,0,0.1026,1,0,0
5171,10673,2025-01-06 13:01:14,879.72,cash_transfer,0.75,11769,ecommerce,0.45,202404,0.229,SYD,0.9815,1,1,1,0,0.1012,1,0,0
5172,10673,2025-01-24 12:49:11,477.41,travel,0.35,11025,bank_transfer,0.55,200742,0.2325,SYD,0.6446,1,1,1,1,0.2096,2,0,0
5173,10673,2025-01-30 09:33:31,252.97,retail,0.2,12947,card_present,0.1,201792,0.0835,AKL,0.11,1,1,0,0,0.2453,1,0,0
5174,10673,2025-02-02 02:42:52,337.15,retail,0.2,11242,ecommerce,0.45,201688,0.1566,WLG,0.4336,1,1,0,0,0.1981,1,0,0
5175,10673,2025-02-13 03:00:34,128.16,grocery,0.1,11981,ecommerce,0.45,202098,0.5847,AKL,0.5928,1,0,0,0,0.1268,3,0,0
5176,10673,2025-02-21 23:06:28,990.26,cash_transfer,0.75,11196,bank_transfer,0.55,200611,0.2438,AKL,0.1528,1,1,0,0,0.1524,1,0,0
5177,10673,2025-03-05 16:58:04,1498.32,cash_transfer,0.75,10130,ecommerce,0.45,200609,0.141,WLG,0.1165,1,0,0,0,0.0664,1,0,0
5178,10673,2025-03-10 12:02:28,242.18,retail,0.2,11054,card_present,0.1,202406,0.0301,AKL,0.1341,1,1,0,0,0.0619,1,0,0
5179,10673,2025-03-14 11:39:44,150.37,grocery,0.1,10594,ecommerce,0.45,200914,0.1171,WLG,0.1873,1,0,0,1,0.0073,1,0,0
5180,10673,2025-03-23 19:14:15,270.5,grocery,0.1,10793,mobile_app,0.25,200930,0.0402,CHC,0.2482,1,1,0,0,0.0715,1,0,0
5181,10673,2025-03-24 19:58:22,128.09,retail,0.2,11685,mobile_app,0.25,200720,0.2518,WLG,0.5894,1,1,0,0,0.0783,1,0,0
5182,10673,2025-03-25 22:17:45,785.46,electronics,0.4,11814,card_present,0.1,201056,0.0799,DUD,0.1097,1,1,0,0,0.0025,1,0,0
5183,10673,2025-03-30 06:25:01,369.71,electronics,0.4,11393,ecommerce,0.45,201989,0.0783,AKL,0.6776,1,1,0,1,0.089,1,0,0
5184,10674,2025-01-15 09:19:37,123.55,grocery,0.1,12035,ecommerce,0.45,200160,0.2393,AKL,0.6952,1,1,0,0,0.0987,2,0,0
5185,10674,2025-01-23 06:30:39,98.25,grocery,0.1,11404,ecommerce,0.45,200424,0.0777,WLG,0.7499,1,1,0,0,0.1644,5,0,0
5186,10674,2025-01-28 23:44:25,761.3,cash_transfer,0.75,10547,card_present,0.1,201587,0.4372,DUD,0.8701,1,1,0,0,0.043,1,0,0
5187,10674,2025-02-01 08:26:03,163.12,grocery,0.1,10284,ecommerce,0.45,201813,0.0661,AKL,0.9694,1,1,0,0,0.0629,1,0,0
5188,10674,2025-02-17 14:14:34,287.03,retail,0.2,12310,mobile_app,0.25,202209,0.0616,MEL,0.1672,1,0,1,0,0.0337,1,0,0
5189,10674,2025-02-18 13:45:07,323.23,retail,0.2,12323,ecommerce,0.45,200223,0.0313,WLG,0.9156,1,1,1,0,0.024,2,0,0
5190,10674,2025-03-06 18:50:45,331.11,electronics,0.4,12869,mobile_app,0.25,200704,0.4323,MEL,0.5239,1,1,1,0,0.1378,1,0,0
5191,10674,2025-03-07 19:03:03,250.22,retail,0.2,11714,card_present,0.1,200414,0.5279,WLG,0.2191,1,1,0,0,0.0789,1,0,0
5192,10675,2025-01-03 06:55:59,168.42,retail,0.2,11781,ecommerce,0.45,202205,0.0948,WLG,0.9819,1,1,0,0,0.2323,1,0,0
5193,10675,2025-01-18 21:07:32,753.06,cash_transfer,0.75,10786,mobile_app,0.25,202256,0.1014,WLG,0.3311,1,1,1,0,0.1987,1,0,0
5194,10675,2025-01-19 00:07:28,308.03,retail,0.2,12883,mobile_app,0.25,201742,0.0815,SYD,0.5162,1,1,1,0,0.0958,1,0,0
5195,10675,2025-02-05 21:31:03,970.0,crypto,0.8,12889,mobile_app,0.25,201648,0.003,AKL,0.1314,1,1,0,0,0.1412,1,0,0
5196,10675,2025-03-01 12:57:26,312.58,retail,0.2,10059,ecommerce,0.45,200098,0.2355,SYD,0.7957,1,0,0,0,0.0505,1,0,0
5197,10675,2025-03-26 03:20:50,425.32,retail,0.2,10151,mobile_app,0.25,200989,0.1087,AKL,0.093,1,1,0,0,0.0985,1,0,0
5198,10676,2025-01-02 23:49:59,264.74,grocery,0.1,12892,mobile_app,0.25,200049,0.1121,AKL,0.628,1,1,1,0,0.058,1,0,0
5199,10676,2025-01-11 01:21:48,198.35,retail,0.2,12350,mobile_app,0.25,202284,0.2584,AKL,0.7966,1,1,0,0,0.0804,2,0,0
5200,10676,2025-01-15 10:27:24,330.48,retail,0.2,11842,bank_transfer,0.55,201468,0.362,AKL,0.2171,1,0,1,0,0.1767,1,0,0
5201,10676,2025-01-27 12:47:38,223.3,grocery,0.1,10190,mobile_app,0.25,201481,0.2387,MEL,0.6761,1,1,0,1,0.4714,1,0,0
5202,10676,2025-02-04 16:26:10,386.62,electronics,0.4,10205,ecommerce,0.45,200702,0.1155,CHC,0.5192,1,1,0,0,0.2394,1,0,0
5203,10676,2025-02-12 02:51:56,742.94,cash_transfer,0.75,10255,mobile_app,0.25,200505,0.3711,WLG,0.2654,0,1,0,0,0.1543,1,0,1
5204,10676,2025-03-08 08:15:33,157.67,grocery,0.1,10067,ecommerce,0.45,201471,0.0662,AKL,0.5302,1,1,0,0,0.0201,1,0,0
5205,10676,2025-03-11 11:49:45,461.99,electronics,0.4,12337,ecommerce,0.45,200914,0.1171,AKL,0.7399,0,1,0,0,0.1803,1,0,0
5206,10677,2025-01-06 00:35:11,225.42,grocery,0.1,10895,card_present,0.1,200872,0.2783,AKL,0.6777,1,1,1,0,0.0441,1,0,0
5207,10677,2025-01-13 12:48:22,409.24,retail,0.2,12143,mobile_app,0.25,200918,0.0327,AKL,0.3892,1,1,1,0,0.1625,1,0,1
5208,10677,2025-01-18 17:43:08,202.63,retail,0.2,10462,bank_transfer,0.55,201147,0.1614,CHC,0.2918,1,1,0,0,0.1527,1,0,0
5209,10677,2025-02-04 04:38:01,431.56,travel,0.35,12186,ecommerce,0.45,201569,0.1862,SYD,0.1607,0,1,1,0,0.2852,1,0,0
5210,10677,2025-02-04 09:10:40,289.62,retail,0.2,11029,ecommerce,0.45,201396,0.2671,MEL,0.3779,1,1,0,0,0.3708,2,0,0
5211,10677,2025-02-07 09:21:35,74.96,grocery,0.1,10568,bank_transfer,0.55,200960,0.0473,AKL,0.9195,1,1,0,0,0.0639,2,0,0
5212,10677,2025-02-10 21:57:01,445.84,crypto,0.8,10540,card_present,0.1,201315,0.4812,MEL,0.9924,1,1,0,0,0.2091,1,0,0
5213,10677,2025-02-12 11:41:12,607.01,electronics,0.4,12758,mobile_app,0.25,201376,0.2218,AKL,0.6218,1,1,0,0,0.0531,1,0,0
5214,10677,2025-02-16 20:58:13,229.52,retail,0.2,10824,mobile_app,0.25,201761,0.5112,WLG,0.2899,1,1,0,0,0.231,3,0,0
5215,10677,2025-02-17 08:12:21,572.48,electronics,0.4,11131,bank_transfer,0.55,200513,0.0764,WLG,0.8218,1,1,0,0,0.0645,1,0,0
5216,10677,2025-03-15 10:40:58,539.27,retail,0.2,11785,bank_transfer,0.55,201767,0.0443,CHC,0.5454,1,1,0,0,0.0182,1,0,0
5217,10677,2025-03-16 09:46:36,82.59,grocery,0.1,11823,ecommerce,0.45,202459,0.4404,SYD,0.6171,1,1,0,0,0.1218,1,0,0
5218,10678,2025-01-02 11:27:51,439.99,cash_transfer,0.75,10614,mobile_app,0.25,201779,0.3085,AKL,0.5669,1,1,0,0,0.0342,1,0,1
5219,10678,2025-01-12 20:35:16,666.47,travel,0.35,11213,ecommerce,0.45,202340,0.0572,CHC,0.5224,1,1,1,0,0.0098,1,0,0
5220,10678,2025-01-17 11:04:10,493.16,retail,0.2,12252,mobile_app,0.25,200011,0.3539,AKL,0.9464,1,1,0,0,0.1585,1,0,0
5221,10678,2025-01-18 07:01:36,515.63,cash_transfer,0.75,11941,mobile_app,0.25,200712,0.1193,MEL,0.6085,1,1,0,0,0.0647,1,0,0
5222,10678,2025-01-22 22:32:46,98.43,grocery,0.1,10599,mobile_app,0.25,200480,0.4751,MEL,0.1765,1,1,0,0,0.0319,1,0,0
5223,10678,2025-02-21 14:33:47,242.13,retail,0.2,10430,card_present,0.1,200481,0.035,WLG,0.1662,1,0,2,0,0.0479,1,0,0
5224,10678,2025-02-26 08:07:11,428.71,retail,0.2,11387,card_present,0.1,201760,0.1863,SYD,0.9138,1,1,0,0,0.0714,3,0,0
5225,10678,2025-03-02 04:18:30,318.18,retail,0.2,11148,bank_transfer,0.55,200072,0.1133,WLG,0.6817,1,1,0,0,0.0717,2,0,0
5226,10678,2025-03-06 13:49:38,173.25,grocery,0.1,10280,card_present,0.1,200903,0.2617,CHC,0.8734,1,1,0,1,0.2856,1,0,0
5227,10678,2025-03-09 01:17:52,322.64,retail,0.2,10964,ecommerce,0.45,202394,0.1683,CHC,0.4904,1,1,0,0,0.072,1,0,0
5228,10678,2025-03-09 03:00:34,587.93,electronics,0.4,10436,mobile_app,0.25,201181,0.0943,AKL,0.9918,0,1,3,0,0.2579,3,0,0
5229,10678,2025-03-15 14:37:15,284.99,retail,0.2,10534,card_present,0.1,202098,0.5847,MEL,0.8398,0,1,0,0,0.2288,3,0,0
5230,10678,2025-03-22 21:38:43,135.53,retail,0.2,10540,mobile_app,0.25,202475,0.1732,CHC,0.3904,1,1,0,0,0.0807,1,0,0
5231,10679,2025-01-08 09:13:16,138.17,grocery,0.1,12369,bank_transfer,0.55,202044,0.2946,WLG,0.3183,1,1,0,0,0.1928,1,0,0
5232,10679,2025-01-20 07:35:27,119.69,grocery,0.1,12402,mobile_app,0.25,201587,0.4372,SYD,0.4895,1,1,0,0,0.0149,1,0,0
5233,10679,2025-02-01 07:50:56,223.95,retail,0.2,11230,mobile_app,0.25,201270,0.2066,SYD,0.3094,1,1,0,0,0.291,5,0,0
5234,10679,2025-02-06 01:23:21,169.49,grocery,0.1,10124,ecommerce,0.45,201905,0.0764,SYD,0.1827,1,1,0,0,0.0504,1,0,0
5235,10679,2025-02-09 04:45:22,71.82,grocery,0.1,10164,bank_transfer,0.55,201202,0.0846,CHC,0.5157,1,1,1,0,0.2012,1,0,0
5236,10679,2025-02-14 03:30:08,289.14,electronics,0.4,11431,mobile_app,0.25,201876,0.2456,WLG,0.94,1,1,2,0,0.1165,2,0,0
5237,10679,2025-03-07 02:26:42,869.69,cash_transfer,0.75,11899,card_present,0.1,201430,0.3832,AKL,0.3403,1,1,1,0,0.1885,1,0,0
5238,10679,2025-03-17 08:47:41,131.03,grocery,0.1,10748,ecommerce,0.45,201037,0.1613,CHC,0.2589,1,1,0,0,0.3048,3,0,0
5239,10679,2025-03-17 11:04:15,405.17,grocery,0.1,10887,ecommerce,0.45,202159,0.093,AKL,0.8958,0,1,1,1,0.1084,1,0,0
5240,10679,2025-03-20 14:50:09,320.47,grocery,0.1,12813,ecommerce,0.45,202487,0.1382,AKL,0.5779,1,1,1,0,0.1437,1,0,0
5241,10680,2025-01-05 20:14:05,346.3,retail,0.2,10354,bank_transfer,0.55,201466,0.3076,AKL,0.8041,1,1,0,1,0.1755,1,1,0
5242,10680,2025-01-08 03:19:55,198.93,grocery,0.1,11597,mobile_app,0.25,202065,0.0186,MEL,0.0289,1,1,1,0,0.0293,2,0,0
5243,10680,2025-01-16 06:12:16,122.93,grocery,0.1,11866,bank_transfer,0.55,200262,0.1291,AKL,0.1591,0,1,0,0,0.0575,1,0,0
5244,10680,2025-01-16 15:11:28,380.47,grocery,0.1,12235,mobile_app,0.25,200372,0.0276,AKL,0.4636,1,1,0,1,0.0567,1,0,0
5245,10680,2025-03-03 11:14:39,534.29,travel,0.35,11778,ecommerce,0.45,200003,0.4913,MEL,0.2377,0,1,0,0,0.0221,1,0,0
5246,10681,2025-01-08 19:04:46,445.88,electronics,0.4,10157,bank_transfer,0.55,202245,0.2945,SYD,0.5846,1,1,0,0,0.2793,1,0,0
5247,10681,2025-02-07 17:56:43,507.64,cash_transfer,0.75,12146,card_present,0.1,200728,0.4966,SYD,0.4097,1,1,0,0,0.3532,1,0,0
5248,10681,2025-02-11 01:19:17,432.66,retail,0.2,10623,bank_transfer,0.55,201798,0.1957,WLG,0.3123,1,1,0,0,0.0508,1,0,0
5249,10681,2025-03-05 06:18:02,253.92,retail,0.2,11825,bank_transfer,0.55,202224,0.1747,SYD,0.9132,1,1,2,0,0.3526,2,0,0
5250,10681,2025-03-11 23:32:10,292.07,retail,0.2,11947,card_present,0.1,200334,0.1392,AKL,0.2229,1,0,1,0,0.1702,3,0,0
5251,10681,2025-03-18 05:36:16,345.51,grocery,0.1,10868,card_present,0.1,200112,0.051,CHC,0.8563,1,1,2,0,0.0629,2,0,0
5252,10681,2025-03-29 03:20:18,367.19,electronics,0.4,11930,ecommerce,0.45,202411,0.0411,CHC,0.602,1,1,0,0,0.273,1,0,0
5253,10682,2025-01-02 08:06:08,423.25,travel,0.35,10519,mobile_app,0.25,200181,0.1159,MEL,0.8601,1,1,1,0,0.0564,1,0,0
5254,10682,2025-01-31 23:14:18,564.23,travel,0.35,10903,bank_transfer,0.55,202335,0.2907,SYD,0.3127,1,1,0,0,0.17,3,0,0
5255,10682,2025-02-11 00:27:09,394.44,cash_transfer,0.75,11744,mobile_app,0.25,202043,0.3149,AKL,0.5757,1,1,0,1,0.0642,1,1,0
5256,10682,2025-02-22 21:55:28,313.41,retail,0.2,12031,bank_transfer,0.55,201020,0.4967,AKL,0.7062,0,1,0,0,0.3031,1,0,0
5257,10682,2025-03-04 23:11:12,325.37,grocery,0.1,10420,card_present,0.1,202180,0.0389,CHC,0.9216,1,1,2,0,0.239,2,0,0
5258,10682,2025-03-12 22:21:26,383.2,travel,0.35,11713,ecommerce,0.45,201762,0.313,MEL,0.0075,1,1,0,0,0.092,1,0,0
5259,10682,2025-03-30 14:53:06,212.29,retail,0.2,12950,card_present,0.1,200819,0.0144,AKL,0.7165,1,1,0,0,0.0595,2,0,0
5260,10683,2025-03-17 18:56:29,459.68,retail,0.2,11287,card_present,0.1,200136,0.1191,CHC,0.6224,1,1,0,0,0.3271,1,0,0
5261,10683,2025-03-29 12:01:14,317.81,retail,0.2,10934,bank_transfer,0.55,201021,0.1808,WLG,0.8982,1,1,0,0,0.189,1,0,0
5262,10684,2025-01-05 00:16:02,162.51,grocery,0.1,11803,card_present,0.1,200922,0.1294,AKL,0.8906,1,1,0,0,0.4345,1,0,0
5263,10684,2025-01-15 03:04:31,192.93,grocery,0.1,13014,card_present,0.1,200756,0.363,AKL,0.4561,1,1,0,0,0.1898,1,0,0
5264,10684,2025-02-16 04:37:58,260.76,grocery,0.1,10910,bank_transfer,0.55,201103,0.3797,MEL,0.8656,1,1,0,1,0.1427,2,0,0
5265,10684,2025-02-18 17:27:01,480.99,retail,0.2,12490,ecommerce,0.45,200566,0.3035,WLG,0.5687,1,1,1,0,0.2264,1,0,0
5266,10684,2025-02-23 12:11:29,253.65,retail,0.2,12256,card_present,0.1,200127,0.3583,WLG,0.4686,1,1,0,0,0.2146,1,0,0
5267,10684,2025-02-26 08:36:17,534.3,retail,0.2,11679,ecommerce,0.45,200896,0.1,AKL,0.7214,1,1,0,0,0.1159,1,0,0
5268,10684,2025-03-06 03:00:42,1080.58,cash_transfer,0.75,12248,mobile_app,0.25,200058,0.0556,SYD,0.6429,1,0,0,0,0.0766,1,1,0
5269,10684,2025-03-17 02:28:41,335.67,retail,0.2,11205,bank_transfer,0.55,200057,0.1281,DUD,0.8498,1,1,0,0,0.0623,2,0,0
5270,10684,2025-03-18 00:49:55,437.58,electronics,0.4,12430,ecommerce,0.45,200183,0.0998,SYD,0.3607,1,1,2,0,0.148,2,0,0
5271,10684,2025-03-24 09:50:16,284.72,grocery,0.1,11216,ecommerce,0.45,202351,0.0882,SYD,0.8349,0,1,0,1,0.3242,2,0,0
5272,10685,2025-01-05 16:17:40,277.29,travel,0.35,10215,mobile_app,0.25,201030,0.0446,WLG,0.2653,1,1,0,0,0.3384,1,0,0
5273,10685,2025-01-10 10:53:26,117.73,travel,0.35,10935,card_present,0.1,202463,0.1368,MEL,0.9857,1,1,1,0,0.1259,5,0,0
5274,10685,2025-02-11 23:39:45,970.3,cash_transfer,0.75,10469,bank_transfer,0.55,200555,0.1008,AKL,0.261,1,1,0,0,0.2896,1,0,0
5275,10685,2025-02-12 21:43:37,127.74,grocery,0.1,12723,bank_transfer,0.55,201676,0.203,MEL,0.5469,1,0,0,0,0.0017,2,0,0
5276,10685,2025-03-07 15:27:49,137.16,grocery,0.1,10483,card_present,0.1,201858,0.2361,AKL,0.233,1,1,0,0,0.0141,1,0,0
5277,10686,2025-01-23 13:44:43,240.88,grocery,0.1,11298,card_present,0.1,202162,0.0502,MEL,0.1271,1,1,0,0,0.4731,1,0,0
5278,10686,2025-01-25 07:30:04,287.83,electronics,0.4,11377,ecommerce,0.45,200068,0.1212,SYD,0.6381,1,1,1,0,0.1707,2,0,0
5279,10686,2025-03-03 05:08:05,228.83,grocery,0.1,10425,card_present,0.1,200857,0.0971,AKL,0.6714,1,1,0,0,0.0838,1,0,0
5280,10687,2025-02-22 16:24:36,876.93,cash_transfer,0.75,11483,card_present,0.1,202078,0.1676,DUD,0.8494,1,1,1,0,0.1321,2,0,0
5281,10687,2025-03-04 19:07:54,420.73,crypto,0.8,12966,card_present,0.1,200914,0.1171,CHC,0.4248,1,1,0,0,0.0619,1,0,0
5282,10687,2025-03-06 00:55:33,353.91,grocery,0.1,11836,mobile_app,0.25,201481,0.2387,AKL,0.1493,1,1,0,0,0.419,1,0,0
5283,10687,2025-03-12 06:36:40,388.89,retail,0.2,11545,card_present,0.1,200236,0.0044,SYD,0.7731,1,1,0,1,0.004,4,0,0
5284,10687,2025-03-26 23:08:02,427.42,grocery,0.1,12452,mobile_app,0.25,201553,0.2139,SYD,0.0853,1,1,0,0,0.1395,2,0,0
5285,10687,2025-03-28 06:09:30,734.36,electronics,0.4,12862,card_present,0.1,200574,0.0127,CHC,0.6431,1,1,0,0,0.0083,1,0,0
5286,10688,2025-01-06 13:48:47,344.74,grocery,0.1,12519,bank_transfer,0.55,200403,0.227,WLG,0.6006,1,1,1,0,0.2491,2,0,0
5287,10688,2025-01-11 21:32:39,116.2,retail,0.2,10227,ecommerce,0.45,200563,0.5994,CHC,0.8056,1,1,0,0,0.1345,1,0,0
5288,10688,2025-01-15 03:12:16,222.42,retail,0.2,11317,mobile_app,0.25,201014,0.3042,CHC,0.6709,1,1,0,0,0.1365,1,0,0
5289,10688,2025-01-16 02:37:33,193.42,retail,0.2,12400,bank_transfer,0.55,200458,0.0707,MEL,0.6012,0,1,1,1,0.0541,1,0,0
5290,10688,2025-01-24 15:42:32,250.14,retail,0.2,12806,bank_transfer,0.55,201618,0.0356,WLG,0.1741,1,1,0,0,0.1268,1,0,0
5291,10688,2025-01-28 07:03:14,432.22,grocery,0.1,10814,bank_transfer,0.55,201822,0.1163,WLG,0.6249,1,1,0,0,0.0107,1,0,0
5292,10688,2025-02-04 09:55:51,821.11,cash_transfer,0.75,11755,mobile_app,0.25,200498,0.0352,AKL,0.7376,1,1,1,0,0.1404,1,1,0
5293,10688,2025-02-09 02:13:34,201.5,grocery,0.1,10334,ecommerce,0.45,202394,0.1683,SYD,0.4505,0,1,1,0,0.1026,1,0,0
5294,10688,2025-02-22 07:28:51,382.45,travel,0.35,10787,ecommerce,0.45,200237,0.0579,CHC,0.9086,1,1,0,0,0.2466,3,0,0
5295,10688,2025-03-01 08:40:48,658.37,travel,0.35,10247,ecommerce,0.45,201282,0.0192,AKL,0.6605,1,1,1,1,0.2326,1,0,0
5296,10688,2025-03-15 05:49:15,337.16,retail,0.2,12124,card_present,0.1,202396,0.1182,DUD,0.7396,1,1,0,1,0.091,1,0,0
5297,10688,2025-03-16 21:29:22,439.02,retail,0.2,12496,bank_transfer,0.55,200300,0.0741,WLG,0.4351,1,1,0,0,0.1789,1,0,0
5298,10689,2025-01-09 21:47:23,285.88,retail,0.2,11412,card_present,0.1,200614,0.3716,MEL,0.8632,1,1,1,0,0.0802,1,0,0
5299,10689,2025-01-17 20:42:02,160.13,grocery,0.1,12937,mobile_app,0.25,200103,0.1937,CHC,0.9022,0,1,0,0,0.0319,1,0,0
5300,10689,2025-01-27 06:22:16,210.64,retail,0.2,12100,bank_transfer,0.55,201850,0.0596,DUD,0.8504,1,1,0,0,0.1052,1,0,0
5301,10689,2025-02-13 16:33:57,188.23,grocery,0.1,12306,mobile_app,0.25,201639,0.2326,WLG,0.1748,1,1,0,0,0.321,4,0,0
5302,10689,2025-02-21 14:02:21,754.57,retail,0.2,10151,card_present,0.1,201705,0.1459,SYD,0.8489,0,1,1,0,0.1384,3,0,0
5303,10689,2025-02-27 17:45:20,187.75,grocery,0.1,11194,card_present,0.1,200252,0.012,AKL,0.0408,1,1,1,0,0.2874,1,0,0
5304,10689,2025-03-17 02:14:12,271.85,retail,0.2,12260,card_present,0.1,200874,0.0924,WLG,0.5003,1,1,1,0,0.1597,1,0,0
5305,10690,2025-01-13 16:43:15,115.25,grocery,0.1,12283,ecommerce,0.45,202191,0.242,AKL,0.4686,1,1,1,0,0.1709,1,0,0
5306,10690,2025-01-22 23:45:50,144.09,grocery,0.1,11776,mobile_app,0.25,201306,0.0648,WLG,0.6694,1,1,0,0,0.0092,3,0,0
5307,10690,2025-02-03 12:46:01,156.32,grocery,0.1,10511,ecommerce,0.45,201884,0.1085,AKL,0.8311,0,1,0,0,0.2656,1,0,0
5308,10690,2025-02-18 11:44:51,311.71,retail,0.2,12393,ecommerce,0.45,202236,0.0938,WLG,0.2457,1,1,0,1,0.0505,1,0,0
5309,10690,2025-02-25 15:51:33,336.45,grocery,0.1,11074,ecommerce,0.45,201095,0.2012,AKL,0.7314,1,1,0,1,0.215,1,0,0
5310,10690,2025-03-16 01:29:03,305.8,retail,0.2,10503,mobile_app,0.25,201476,0.0834,WLG,0.8127,1,1,1,0,0.0325,1,0,0
5311,10690,2025-03-24 17:32:26,339.42,retail,0.2,11007,card_present,0.1,201589,0.1174,AKL,0.4996,1,1,0,0,0.1092,1,0,0
5312,10691,2025-01-07 16:13:38,357.99,grocery,0.1,12479,card_present,0.1,200505,0.3711,SYD,0.0842,0,0,0,0,0.1617,1,0,0
5313,10691,2025-01-08 20:36:35,136.02,retail,0.2,11001,card_present,0.1,200963,0.5434,CHC,0.4476,1,1,1,0,0.0361,1,0,0
5314,10691,2025-01-21 18:02:08,433.74,cash_transfer,0.75,12139,card_present,0.1,200932,0.1596,AKL,0.6442,1,1,1,1,0.0478,1,0,0
5315,10691,2025-01-24 19:03:13,429.59,travel,0.35,12826,ecommerce,0.45,202226,0.1761,CHC,0.0025,1,1,0,0,0.2543,4,0,0
5316,10691,2025-01-28 18:55:36,644.8,electronics,0.4,12230,card_present,0.1,201103,0.3797,MEL,0.3375,1,1,0,0,0.0497,2,0,0
5317,10691,2025-01-29 14:27:21,150.61,grocery,0.1,10124,mobile_app,0.25,202436,0.2958,DUD,0.1378,0,0,1,0,0.0645,2,0,0
5318,10691,2025-02-02 22:18:17,129.78,grocery,0.1,12051,card_present,0.1,202460,0.2946,SYD,0.6016,1,1,0,0,0.3947,1,0,0
5319,10691,2025-02-12 11:00:59,150.03,grocery,0.1,11116,ecommerce,0.45,201830,0.1336,WLG,0.5774,1,1,0,0,0.1315,2,0,0
5320,10691,2025-02-14 09:52:02,396.36,retail,0.2,11242,card_present,0.1,200132,0.0071,AKL,0.2121,1,0,0,0,0.3196,2,0,0
5321,10691,2025-02-18 05:03:45,209.48,retail,0.2,11983,ecommerce,0.45,201495,0.2509,DUD,0.3924,0,1,0,0,0.1183,1,0,0
5322,10691,2025-03-08 03:41:43,282.67,grocery,0.1,12544,mobile_app,0.25,201791,0.367,SYD,0.7835,1,1,0,0,0.2239,4,0,0
5323,10691,2025-03-26 22:50:16,364.55,retail,0.2,10355,bank_transfer,0.55,200145,0.0276,CHC,0.0175,1,1,1,0,0.04,2,0,0
5324,10692,2025-01-08 10:42:11,435.82,retail,0.2,10665,bank_transfer,0.55,200942,0.3716,WLG,0.0477,1,1,0,1,0.154,3,1,0
