alert_id,entity_type,entity_id,event_time,trigger_source,model_score,alert_priority,review_outcome,recovery_amount
80703,transaction,6561,2025-02-20 17:41:25,ml_model,0.236,low,pending,0.0
80704,transaction,6569,2025-02-22 11:50:52,rule_engine,0.4187,medium,investigated,0.0
80705,transaction,6573,2025-03-31 14:49:32,ml_model,0.5325,medium,investigated,53.8
80706,transaction,6574,2025-01-03 10:26:05,anomaly_detector,0.6126,medium,pending,0.0
80707,transaction,6582,2025-03-30 12:04:06,rule_engine,0.5139,medium,auto_closed,0.0
80708,transaction,6587,2025-03-01 12:34:34,rule_engine,0.1446,low,auto_closed,0.0
80709,transaction,6589,2025-03-08 12:01:02,anomaly_detector,0.8168,high,auto_closed,0.0
80710,transaction,6592,2025-01-15 22:38:29,ml_model,0.3084,low,pending,0.0
80711,transaction,6597,2025-03-21 23:44:14,ml_model,0.9202,high,investigated,53.71
80712,transaction,6611,2025-01-03 03:42:56,anomaly_detector,0.9739,high,auto_closed,128.35
80713,transaction,6613,2025-02-17 23:25:48,rule_engine,0.0639,low,pending,0.0
80714,transaction,6614,2025-02-18 04:56:16,rule_engine,0.3372,low,pending,0.0
80715,transaction,6617,2025-03-08 21:21:07,rule_engine,0.581,medium,pending,0.0
80716,transaction,6622,2025-02-17 08:20:15,anomaly_detector,0.3645,low,auto_closed,0.0
80717,transaction,6635,2025-03-05 18:51:09,rule_engine,1.0,high,investigated,36.26
80718,transaction,6637,2025-03-29 15:30:13,rule_engine,0.6574,medium,investigated,182.26
80719,transaction,6638,2025-01-12 03:37:00,anomaly_detector,0.7632,high,investigated,145.74
80720,transaction,6653,2025-03-24 07:02:54,ml_model,0.7642,high,auto_closed,71.0
80721,transaction,6656,2025-02-04 20:17:12,ml_model,0.1146,low,pending,0.0
80722,transaction,6660,2025-02-23 10:09:12,ml_model,0.6562,medium,investigated,197.54
80723,transaction,6664,2025-01-15 17:38:45,anomaly_detector,0.3102,low,pending,0.0
80724,transaction,6686,2025-02-05 19:13:07,ml_model,0.237,low,auto_closed,0.0
80725,transaction,6691,2025-03-10 14:19:58,rule_engine,0.5983,medium,investigated,30.23
80726,transaction,6701,2025-03-09 13:34:29,ml_model,0.1881,low,auto_closed,0.0
80727,transaction,6711,2025-02-23 22:12:23,rule_engine,0.2763,low,pending,0.0
80728,transaction,6722,2025-03-11 20:17:03,anomaly_detector,0.1226,low,pending,0.0
80729,transaction,6723,2025-03-11 21:39:57,anomaly_detector,0.6518,medium,auto_closed,0.0
80730,transaction,6732,2025-01-23 08:29:18,ml_model,0.221,low,auto_closed,0.0
80731,transaction,6733,2025-02-14 15:21:34,rule_engine,0.6867,medium,pending,0.0
80732,transaction,6748,2025-02-14 21:12:25,anomaly_detector,0.6082,medium,pending,0.0
80733,transaction,6750,2025-01-04 23:20:30,rule_engine,0.5603,medium,pending,0.0
80734,transaction,6767,2025-03-16 13:39:50,rule_engine,0.8426,high,investigated,82.88
80735,transaction,6771,2025-01-22 16:05:01,ml_model,0.4084,medium,pending,67.92
80736,transaction,6774,2025-02-13 03:41:16,ml_model,0.3358,low,auto_closed,0.0
80737,transaction,6778,2025-03-08 13:57:06,ml_model,0.4984,medium,auto_closed,0.0
80738,transaction,6783,2025-03-30 21:01:41,rule_engine,0.0644,low,pending,0.0
80739,transaction,6795,2025-01-23 03:38:50,ml_model,0.2255,low,auto_closed,0.0
80740,transaction,6797,2025-02-10 22:08:16,ml_model,0.8729,high,investigated,41.93
80741,transaction,6808,2025-01-16 10:02:01,ml_model,0.5274,medium,investigated,54.77
80742,transaction,6829,2025-02-14 01:25:23,ml_model,0.5513,medium,pending,0.0
80743,transaction,6836,2025-01-03 15:47:39,anomaly_detector,0.4161,medium,pending,0.0
80744,transaction,6839,2025-01-10 02:07:19,ml_model,0.954,high,investigated,97.73
80745,transaction,6847,2025-03-02 09:14:56,ml_model,0.238,low,auto_closed,0.0
80746,transaction,6857,2025-01-01 04:52:58,ml_model,0.2451,low,auto_closed,0.0
80747,transaction,6858,2025-01-05 23:50:50,ml_model,0.419,medium,auto_closed,0.0
80748,transaction,6868,2025-01-17 00:08:36,rule_engine,0.4332,medium,investigated,102.37
80749,transaction,6881,2025-01-07 13:44:22,rule_engine,0.5048,medium,investigated,68.58
80750,transaction,6899,2025-01-25 15:03:54,ml_model,0.7207,high,auto_closed,0.0
80751,transaction,6901,2025-02-05 08:46:22,rule_engine,0.3246,low,auto_closed,0.0
80752,transaction,6904,2025-03-08 11:58:10,rule_engine,0.681,medium,pending,0.0
80753,transaction,6917,2025-03-20 01:52:39,anomaly_detector,0.6405,medium,investigated,76.41
80754,transaction,6921,2025-02-11 14:48:20,rule_engine,0.7568,high,auto_closed,0.0
80755,transaction,6930,2025-03-04 18:18:03,ml_model,0.5453,medium,investigated,63.1
80756,transaction,6933,2025-03-19 07:24:32,anomaly_detector,0.4168,medium,investigated,38.8
80757,transaction,6935,2025-03-27 13:58:35,anomaly_detector,0.6312,medium,investigated,0.0
80758,transaction,6937,2025-01-05 00:26:40,ml_model,0.6305,medium,investigated,101.38
80759,transaction,6976,2025-02-25 12:58:24,rule_engine,0.6431,medium,investigated,0.0
80760,transaction,6996,2025-03-20 05:20:07,ml_model,0.4934,medium,investigated,0.0
80761,transaction,6998,2025-01-10 12:45:31,anomaly_detector,1.0,high,investigated,19.6
80762,transaction,7014,2025-01-01 14:50:46,ml_model,0.0693,low,investigated,0.0
80763,transaction,7015,2025-01-15 16:15:15,ml_model,0.4278,medium,auto_closed,0.0
80764,transaction,7029,2025-03-30 23:41:11,ml_model,0.6783,medium,investigated,64.83
80765,transaction,7031,2025-01-06 11:41:44,anomaly_detector,1.0,high,investigated,88.62
80766,transaction,7032,2025-01-11 16:16:09,ml_model,0.7211,high,investigated,32.6
80767,transaction,7081,2025-02-11 17:24:12,anomaly_detector,0.5322,medium,auto_closed,0.0
80768,transaction,7088,2025-01-26 03:18:43,anomaly_detector,0.4994,medium,pending,0.0
80769,transaction,7115,2025-03-17 11:59:36,rule_engine,0.5846,medium,pending,0.0
80770,transaction,7119,2025-01-31 03:17:14,anomaly_detector,0.8074,high,investigated,0.0
80771,transaction,7122,2025-02-09 06:58:40,ml_model,0.5823,medium,investigated,83.45
80772,transaction,7137,2025-01-22 09:22:45,anomaly_detector,0.4556,medium,pending,33.6
80773,transaction,7176,2025-02-01 05:07:11,ml_model,0.5797,medium,pending,0.0
80774,transaction,7181,2025-03-23 09:17:26,rule_engine,0.7704,high,pending,0.0
80775,transaction,7184,2025-01-15 23:15:20,rule_engine,0.1135,low,auto_closed,0.0
80776,transaction,7193,2025-03-21 14:15:24,ml_model,0.5963,medium,investigated,27.82
80777,transaction,7200,2025-03-13 04:40:50,rule_engine,0.7866,high,auto_closed,0.0
80778,transaction,7201,2025-03-14 13:02:50,rule_engine,0.3846,low,investigated,0.0
80779,transaction,7218,2025-01-07 22:29:34,rule_engine,0.6062,medium,auto_closed,0.0
80780,transaction,7221,2025-01-13 23:38:37,ml_model,0.2584,low,auto_closed,0.0
80781,transaction,7224,2025-03-05 11:19:07,anomaly_detector,0.3501,low,pending,0.0
80782,transaction,7241,2025-03-04 21:37:14,rule_engine,0.4239,medium,investigated,19.01
80783,transaction,7245,2025-02-27 21:26:55,rule_engine,0.2548,low,investigated,0.0
80784,transaction,7252,2025-01-23 11:24:01,ml_model,0.8409,high,investigated,93.29
80785,transaction,7259,2025-02-02 16:03:41,ml_model,0.7984,high,investigated,29.58
80786,transaction,7267,2025-01-17 01:39:14,anomaly_detector,0.4895,medium,investigated,39.38
80787,transaction,7274,2025-03-29 07:05:26,anomaly_detector,0.4387,medium,auto_closed,0.0
80788,transaction,7282,2025-03-04 06:55:35,ml_model,1.0,high,investigated,68.71
80789,transaction,7283,2025-03-07 18:24:21,ml_model,0.8313,high,auto_closed,0.0
80790,transaction,7302,2025-03-13 13:51:08,rule_engine,0.5993,medium,pending,0.0
80791,transaction,7312,2025-03-16 16:47:25,ml_model,0.5204,medium,investigated,46.51
80792,transaction,7313,2025-03-17 14:48:56,rule_engine,0.3611,low,pending,0.0
80793,transaction,7314,2025-01-06 14:38:30,rule_engine,0.4107,medium,auto_closed,0.0
80794,transaction,7317,2025-01-25 19:49:44,ml_model,0.6491,medium,investigated,223.06
80795,transaction,7321,2025-03-11 03:38:35,ml_model,0.1162,low,investigated,0.0
80796,transaction,7338,2025-01-27 23:06:11,anomaly_detector,0.5555,medium,investigated,50.35
80797,transaction,7340,2025-02-11 10:01:49,ml_model,0.517,medium,pending,0.0
80798,transaction,7359,2025-02-16 04:50:40,rule_engine,0.4336,medium,auto_closed,0.0
80799,transaction,7361,2025-03-03 11:38:09,rule_engine,0.6627,medium,pending,0.0
80800,transaction,7371,2025-01-08 20:02:02,ml_model,0.7112,high,investigated,87.57
80801,transaction,7374,2025-02-09 01:04:45,rule_engine,0.4604,medium,auto_closed,0.0
80802,transaction,7381,2025-03-21 21:48:36,rule_engine,0.3493,low,auto_closed,0.0
80803,transaction,7396,2025-02-26 20:43:05,ml_model,0.7529,high,pending,75.86
80804,transaction,7404,2025-01-11 12:41:35,rule_engine,0.092,low,pending,0.0
80805,transaction,7408,2025-02-17 22:57:18,ml_model,0.7581,high,pending,48.54
80806,transaction,7411,2025-01-10 16:24:59,ml_model,0.33,low,auto_closed,0.0
80807,transaction,7417,2025-01-26 09:48:01,rule_engine,0.0922,low,pending,0.0
80808,transaction,7419,2025-02-14 09:12:49,rule_engine,0.6015,medium,investigated,0.0
80809,transaction,7440,2025-01-05 09:58:17,ml_model,0.8575,high,investigated,19.31
80810,transaction,7452,2025-02-04 07:59:18,ml_model,0.0158,low,pending,0.0
80811,transaction,7465,2025-02-21 01:35:43,anomaly_detector,0.4293,medium,pending,0.0
80812,transaction,7467,2025-03-04 01:58:07,rule_engine,0.5557,medium,auto_closed,0.0
80813,transaction,7478,2025-03-24 21:10:24,rule_engine,0.6449,medium,auto_closed,0.0
80814,transaction,7482,2025-02-03 16:54:34,rule_engine,0.4579,medium,investigated,71.23
80815,transaction,7485,2025-02-28 14:52:01,rule_engine,0.4166,medium,investigated,89.87
80816,transaction,7490,2025-01-09 12:31:20,rule_engine,0.9781,high,auto_closed,27.4
80817,transaction,7494,2025-01-24 21:05:55,rule_engine,0.2717,low,investigated,0.0
80818,transaction,7512,2025-01-02 19:25:15,ml_model,0.3211,low,pending,0.0
80819,transaction,7516,2025-01-24 14:33:31,ml_model,0.9654,high,auto_closed,144.56
80820,transaction,7548,2025-03-10 12:26:43,rule_engine,0.3076,low,auto_closed,0.0
80821,transaction,7563,2025-01-17 08:16:02,ml_model,0.5447,medium,investigated,71.72
80822,transaction,7569,2025-02-27 23:08:46,ml_model,0.2232,low,investigated,0.0
80823,transaction,7573,2025-02-13 08:50:20,rule_engine,0.4874,medium,pending,0.0
80824,transaction,7582,2025-01-27 14:58:11,ml_model,0.4364,medium,investigated,69.61
80825,transaction,7587,2025-01-11 06:15:52,ml_model,0.2002,low,investigated,0.0
80826,transaction,7592,2025-03-29 12:27:55,ml_model,0.3925,low,pending,0.0
80827,transaction,7616,2025-02-20 15:12:45,ml_model,0.467,medium,pending,0.0
80828,transaction,7622,2025-03-08 16:24:50,rule_engine,0.6882,medium,auto_closed,0.0
80829,transaction,7623,2025-03-26 05:57:32,ml_model,1.0,high,investigated,51.77
80830,transaction,7641,2025-01-30 20:14:21,ml_model,0.4536,medium,pending,0.0
80831,transaction,7644,2025-03-19 01:02:54,rule_engine,0.5867,medium,auto_closed,0.0
80832,transaction,7657,2025-03-21 17:01:57,ml_model,0.3712,low,pending,0.0
80833,transaction,7671,2025-02-14 22:51:58,ml_model,1.0,high,investigated,195.5
80834,transaction,7675,2025-03-04 05:17:43,rule_engine,0.4563,medium,investigated,108.55
80835,transaction,7678,2025-02-17 14:45:38,rule_engine,0.4458,medium,investigated,34.05
80836,transaction,7687,2025-02-12 13:48:26,rule_engine,0.2559,low,investigated,0.0
80837,transaction,7712,2025-01-21 07:30:57,rule_engine,0.5831,medium,auto_closed,0.0
80838,transaction,7726,2025-01-18 16:22:23,rule_engine,0.2734,low,auto_closed,0.0
80839,transaction,7732,2025-02-11 02:48:39,anomaly_detector,0.4884,medium,pending,0.0
80840,transaction,7733,2025-02-27 05:13:44,ml_model,0.4619,medium,pending,0.0
80841,transaction,7737,2025-02-04 11:24:18,ml_model,0.6099,medium,investigated,217.67
80842,transaction,7744,2025-01-23 14:52:35,rule_engine,0.7597,high,auto_closed,0.0
80843,transaction,7759,2025-03-07 09:39:31,anomaly_detector,0.6271,medium,investigated,72.98
80844,transaction,7763,2025-02-11 22:54:55,rule_engine,0.1348,low,auto_closed,0.0
80845,transaction,7765,2025-02-17 11:40:58,rule_engine,0.9323,high,investigated,18.63
80846,transaction,7768,2025-02-25 14:45:37,rule_engine,0.8911,high,investigated,78.65
80847,transaction,7793,2025-01-05 23:20:29,rule_engine,0.3767,low,auto_closed,0.0
80848,transaction,7795,2025-01-24 15:21:54,anomaly_detector,0.6232,medium,auto_closed,0.0
80849,transaction,7796,2025-03-04 06:18:17,anomaly_detector,0.4644,medium,investigated,61.99
80850,transaction,7809,2025-01-02 23:16:25,rule_engine,0.4939,medium,auto_closed,0.0
80851,transaction,7821,2025-03-27 12:28:51,rule_engine,0.8837,high,auto_closed,47.83
80852,transaction,7824,2025-01-12 18:09:06,rule_engine,0.3495,low,pending,0.0
80853,transaction,7826,2025-03-15 16:04:29,rule_engine,0.5496,medium,investigated,54.01
80854,transaction,7827,2025-03-22 06:26:10,rule_engine,0.2137,low,pending,0.0
80855,transaction,7845,2025-02-03 00:35:33,ml_model,0.4993,medium,investigated,140.5
80856,transaction,7884,2025-01-28 10:25:57,anomaly_detector,0.1937,low,pending,0.0
80857,transaction,7895,2025-03-31 02:45:10,anomaly_detector,0.5616,medium,pending,0.0
80858,transaction,7898,2025-01-17 17:36:32,rule_engine,0.1945,low,investigated,0.0
80859,transaction,7900,2025-02-24 21:13:13,anomaly_detector,0.427,medium,pending,0.0
80860,transaction,7902,2025-01-08 18:48:51,rule_engine,0.754,high,investigated,55.01
80861,transaction,7923,2025-01-30 17:32:46,ml_model,0.0256,low,pending,0.0
80862,transaction,7937,2025-03-07 20:47:38,ml_model,0.3153,low,investigated,0.0
80863,transaction,7947,2025-02-28 23:19:36,rule_engine,0.1585,low,investigated,0.0
80864,transaction,7949,2025-03-17 09:04:42,anomaly_detector,0.0977,low,pending,0.0
80865,transaction,7953,2025-02-19 07:44:28,ml_model,0.4525,medium,pending,0.0
80866,transaction,7954,2025-02-19 19:31:36,ml_model,0.3077,low,auto_closed,0.0
80867,transaction,7958,2025-03-31 16:53:00,ml_model,0.3307,low,investigated,96.84
80868,transaction,7969,2025-01-26 18:20:51,ml_model,0.6595,medium,auto_closed,55.87
80869,transaction,7976,2025-03-29 17:33:39,ml_model,0.6847,medium,investigated,44.82
80870,transaction,7987,2025-02-01 23:00:19,rule_engine,0.9027,high,investigated,62.01
80871,transaction,7994,2025-01-10 17:43:16,anomaly_detector,0.0966,low,auto_closed,0.0
80872,transaction,8019,2025-01-24 05:52:36,anomaly_detector,1.0,high,auto_closed,68.45
80873,transaction,8030,2025-01-22 20:01:38,rule_engine,0.0992,low,pending,0.0
80874,transaction,8036,2025-01-16 05:00:27,ml_model,0.3052,low,auto_closed,0.0
80875,transaction,8044,2025-01-15 20:28:12,ml_model,0.6639,medium,auto_closed,52.21
80876,transaction,8050,2025-03-28 03:37:42,rule_engine,0.9222,high,investigated,74.49
80877,transaction,8069,2025-02-16 07:48:38,ml_model,0.6054,medium,investigated,136.4
80878,transaction,8071,2025-03-03 21:18:59,ml_model,0.4264,medium,pending,0.0
80879,transaction,8083,2025-01-06 18:30:26,ml_model,0.3658,low,auto_closed,0.0
80880,transaction,8093,2025-03-23 05:55:32,rule_engine,0.187,low,pending,0.0
80881,transaction,8096,2025-03-27 00:39:43,ml_model,0.1342,low,auto_closed,0.0
80882,transaction,8099,2025-01-23 20:13:04,anomaly_detector,0.2293,low,auto_closed,0.0
80883,transaction,8111,2025-03-10 17:25:11,rule_engine,0.5763,medium,pending,0.0
80884,transaction,8117,2025-02-22 04:09:09,rule_engine,0.6544,medium,pending,47.49
80885,transaction,8120,2025-03-16 02:44:26,rule_engine,0.7189,high,investigated,49.45
80886,transaction,8125,2025-02-17 07:24:15,rule_engine,0.1407,low,auto_closed,0.0
80887,transaction,8128,2025-03-20 22:54:24,rule_engine,0.3675,low,auto_closed,0.0
80888,transaction,8141,2025-01-26 05:41:18,anomaly_detector,0.7159,high,investigated,118.22
80889,transaction,8147,2025-03-18 06:03:51,anomaly_detector,0.6277,medium,investigated,54.69
80890,transaction,8152,2025-02-03 04:40:48,rule_engine,0.3628,low,auto_closed,0.0
80891,transaction,8165,2025-01-26 01:28:49,ml_model,0.4966,medium,pending,0.0
80892,transaction,8172,2025-03-11 16:27:07,ml_model,0.6022,medium,investigated,164.11
80893,transaction,8192,2025-03-20 20:33:55,rule_engine,0.8788,high,investigated,52.83
80894,transaction,8233,2025-02-24 02:59:12,ml_model,0.637,medium,investigated,35.44
80895,transaction,8242,2025-02-10 22:53:23,ml_model,0.7376,high,investigated,18.56
80896,transaction,8243,2025-02-13 03:10:50,rule_engine,0.2716,low,investigated,0.0
80897,transaction,8247,2025-01-21 17:15:28,rule_engine,0.3793,low,pending,0.0
80898,transaction,8250,2025-02-16 09:30:42,ml_model,0.4235,medium,auto_closed,0.0
80899,transaction,8251,2025-02-23 08:52:57,anomaly_detector,0.7535,high,investigated,35.23
80900,transaction,8284,2025-02-05 10:07:44,anomaly_detector,0.8765,high,investigated,104.66
80901,transaction,8306,2025-01-12 05:50:34,anomaly_detector,0.894,high,auto_closed,0.0
80902,transaction,8314,2025-01-25 16:38:04,rule_engine,0.5425,medium,investigated,190.34
80903,transaction,8329,2025-01-12 07:20:35,rule_engine,0.6047,medium,auto_closed,0.0
80904,transaction,8341,2025-03-26 23:41:50,rule_engine,0.5011,medium,pending,0.0
80905,transaction,8355,2025-01-30 19:22:28,ml_model,0.4811,medium,investigated,0.0
80906,transaction,8358,2025-03-06 03:34:20,ml_model,1.0,high,investigated,61.23
80907,transaction,8360,2025-01-07 14:25:29,ml_model,0.7749,high,investigated,57.77
80908,transaction,8383,2025-02-22 20:32:45,rule_engine,0.6467,medium,investigated,0.0
80909,transaction,8384,2025-03-17 20:49:24,ml_model,0.528,medium,pending,118.31
80910,transaction,8388,2025-02-06 17:47:11,anomaly_detector,0.3692,low,auto_closed,71.62
80911,transaction,8396,2025-03-13 07:32:56,ml_model,0.2019,low,pending,0.0
80912,transaction,8400,2025-03-23 05:59:23,anomaly_detector,0.3524,low,investigated,0.0
80913,transaction,8406,2025-01-29 01:00:16,rule_engine,0.5981,medium,pending,0.0
80914,transaction,8407,2025-02-16 18:01:22,rule_engine,0.1485,low,auto_closed,0.0
80915,transaction,8410,2025-02-26 19:04:58,anomaly_detector,0.6179,medium,auto_closed,0.0
80916,transaction,8412,2025-03-13 23:23:57,rule_engine,0.3644,low,investigated,0.0
80917,transaction,8419,2025-03-14 06:06:44,ml_model,0.6606,medium,investigated,106.99
80918,transaction,8444,2025-02-14 07:55:17,anomaly_detector,0.4956,medium,auto_closed,0.0
80919,transaction,8457,2025-03-22 19:47:16,ml_model,0.4292,medium,investigated,0.0
80920,transaction,8462,2025-02-12 14:46:28,anomaly_detector,0.0824,low,pending,0.0
80921,transaction,8477,2025-02-26 13:03:23,anomaly_detector,0.5669,medium,investigated,140.01
80922,transaction,8478,2025-02-26 19:09:19,anomaly_detector,0.3624,low,auto_closed,0.0
80923,transaction,8479,2025-03-15 14:48:51,rule_engine,0.55,medium,pending,0.0
80924,transaction,8509,2025-02-25 07:43:07,anomaly_detector,0.0749,low,investigated,0.0
80925,transaction,8556,2025-01-20 19:50:27,anomaly_detector,0.4407,medium,investigated,0.0
80926,transaction,8561,2025-03-16 01:51:51,rule_engine,0.323,low,auto_closed,0.0
80927,transaction,8583,2025-02-04 11:29:01,ml_model,0.6061,medium,auto_closed,87.55
80928,transaction,8597,2025-03-08 21:49:07,ml_model,0.4756,medium,auto_closed,0.0
80929,transaction,8598,2025-03-08 23:28:37,rule_engine,0.8123,high,pending,0.0
80930,transaction,8607,2025-03-04 19:53:57,rule_engine,0.148,low,auto_closed,0.0
80931,transaction,8617,2025-01-01 05:44:50,rule_engine,0.2524,low,auto_closed,0.0
80932,transaction,8621,2025-02-18 02:43:59,anomaly_detector,0.4197,medium,auto_closed,0.0
80933,transaction,8630,2025-01-31 23:01:28,rule_engine,0.2101,low,auto_closed,0.0
80934,transaction,8634,2025-02-04 07:10:29,rule_engine,0.3354,low,pending,0.0
80935,transaction,8638,2025-02-23 18:09:56,rule_engine,0.6726,medium,pending,0.0
80936,transaction,8639,2025-02-25 22:41:45,anomaly_detector,0.81,high,investigated,43.77
80937,transaction,8647,2025-02-10 14:12:56,rule_engine,0.4848,medium,investigated,0.0
80938,transaction,8648,2025-02-11 22:47:53,ml_model,0.3471,low,pending,0.0
80939,transaction,8652,2025-03-21 21:23:45,ml_model,0.1658,low,pending,0.0
80940,transaction,8662,2025-02-22 07:28:44,ml_model,0.7627,high,auto_closed,136.45
80941,transaction,8675,2025-01-20 07:12:58,anomaly_detector,0.2996,low,pending,0.0
80942,transaction,8688,2025-03-01 23:49:32,anomaly_detector,0.6976,medium,pending,0.0
80943,transaction,8695,2025-01-18 02:18:56,rule_engine,0.1918,low,pending,0.0
80944,transaction,8702,2025-02-06 12:08:34,rule_engine,0.6626,medium,pending,32.9
80945,transaction,8703,2025-03-02 11:14:58,anomaly_detector,0.8793,high,auto_closed,0.0
80946,transaction,8705,2025-03-15 13:38:11,rule_engine,0.2075,low,pending,0.0
80947,transaction,8710,2025-02-13 02:03:18,ml_model,0.3429,low,pending,0.0
80948,transaction,8723,2025-02-08 23:03:31,rule_engine,0.6085,medium,auto_closed,0.0
80949,transaction,8745,2025-03-07 10:21:57,anomaly_detector,0.4572,medium,pending,0.0
80950,transaction,8755,2025-01-25 15:20:12,ml_model,0.5238,medium,auto_closed,0.0
80951,transaction,8774,2025-02-26 22:25:45,ml_model,0.4817,medium,investigated,113.23
80952,transaction,8803,2025-03-29 17:23:04,rule_engine,0.667,medium,investigated,71.2
80953,transaction,8804,2025-01-29 11:51:22,anomaly_detector,0.2679,low,auto_closed,0.0
80954,transaction,8805,2025-02-28 03:45:01,rule_engine,0.181,low,pending,0.0
80955,transaction,8806,2025-03-16 00:24:13,ml_model,0.6589,medium,pending,40.17
80956,transaction,8826,2025-01-09 15:28:01,rule_engine,1.0,high,pending,113.88
80957,transaction,8832,2025-02-05 19:26:03,ml_model,0.8313,high,investigated,72.28
80958,transaction,8837,2025-03-23 17:39:48,ml_model,0.6521,medium,pending,0.0
80959,transaction,8841,2025-02-05 15:05:57,rule_engine,0.3294,low,auto_closed,0.0
80960,transaction,8853,2025-01-25 22:48:19,ml_model,0.7066,high,pending,56.78
80961,transaction,8854,2025-02-04 22:54:45,anomaly_detector,0.4636,medium,investigated,0.0
80962,transaction,8863,2025-03-07 22:20:35,ml_model,0.8137,high,investigated,119.47
80963,transaction,8864,2025-03-26 22:49:11,rule_engine,0.3493,low,investigated,0.0
80964,transaction,8884,2025-03-12 02:51:09,rule_engine,0.6143,medium,investigated,0.0
80965,transaction,8897,2025-01-07 19:44:23,ml_model,1.0,high,investigated,78.82
80966,transaction,8902,2025-01-15 17:18:49,rule_engine,0.353,low,pending,0.0
80967,transaction,8904,2025-02-02 13:14:52,anomaly_detector,0.2093,low,pending,0.0
80968,transaction,8919,2025-02-27 05:08:18,ml_model,0.3965,low,pending,0.0
80969,transaction,8935,2025-02-16 22:33:10,rule_engine,0.4008,medium,pending,0.0
80970,transaction,8956,2025-03-28 05:16:51,ml_model,0.1008,low,pending,0.0
80971,transaction,8958,2025-01-15 13:53:22,ml_model,0.3899,low,investigated,30.5
80972,transaction,8959,2025-02-16 18:02:48,rule_engine,0.2761,low,auto_closed,0.0
80973,transaction,8963,2025-02-25 17:17:02,rule_engine,0.0841,low,auto_closed,0.0
80974,transaction,8975,2025-03-27 19:24:10,ml_model,0.7105,high,investigated,55.78
80975,transaction,8978,2025-02-01 17:33:31,anomaly_detector,0.5838,medium,pending,0.0
80976,transaction,8983,2025-03-03 03:18:56,rule_engine,0.7647,high,auto_closed,119.75
80977,transaction,9000,2025-02-09 04:11:05,rule_engine,0.6379,medium,investigated,62.63
80978,transaction,9002,2025-03-15 00:09:03,rule_engine,0.4532,medium,auto_closed,0.0
80979,transaction,9005,2025-03-25 23:47:53,ml_model,0.6593,medium,investigated,43.02
80980,transaction,9019,2025-02-09 10:33:07,rule_engine,0.5964,medium,investigated,56.16
80981,transaction,9022,2025-02-25 11:34:14,ml_model,0.7153,high,auto_closed,0.0
80982,transaction,9032,2025-01-25 01:43:53,anomaly_detector,0.4785,medium,auto_closed,0.0
80983,transaction,9045,2025-03-01 06:12:31,ml_model,0.8783,high,investigated,109.88
80984,transaction,9051,2025-02-12 00:11:34,rule_engine,0.4962,medium,pending,0.0
80985,transaction,9061,2025-01-21 01:07:04,ml_model,0.894,high,investigated,44.3
80986,transaction,9071,2025-03-12 17:43:45,ml_model,0.4291,medium,pending,0.0
80987,transaction,9079,2025-02-25 01:26:53,anomaly_detector,0.6336,medium,auto_closed,0.0
80988,transaction,9091,2025-02-10 15:18:15,ml_model,0.1379,low,pending,0.0
80989,transaction,9098,2025-02-10 05:50:24,rule_engine,0.1006,low,pending,0.0
80990,transaction,9100,2025-03-26 07:39:06,anomaly_detector,0.6175,medium,auto_closed,0.0
80991,transaction,9118,2025-02-25 15:42:55,ml_model,0.5198,medium,auto_closed,160.84
80992,transaction,9119,2025-02-25 21:35:13,rule_engine,0.1137,low,auto_closed,0.0
80993,transaction,9129,2025-02-27 02:55:23,ml_model,0.3487,low,investigated,0.0
80994,transaction,9138,2025-01-29 16:10:07,rule_engine,0.486,medium,pending,0.0
80995,transaction,9142,2025-02-12 16:48:05,ml_model,0.5928,medium,investigated,47.25
80996,transaction,9144,2025-03-14 03:22:56,ml_model,0.3676,low,auto_closed,0.0
80997,transaction,9155,2025-02-11 11:34:40,anomaly_detector,0.5577,medium,investigated,44.41
80998,transaction,9165,2025-02-26 02:05:00,ml_model,0.3803,low,investigated,43.71
80999,transaction,9188,2025-01-22 05:38:08,ml_model,0.7968,high,investigated,47.02
81000,transaction,9196,2025-03-31 14:21:19,rule_engine,0.7523,high,auto_closed,0.0
81001,transaction,9206,2025-01-28 06:41:32,rule_engine,0.3234,low,auto_closed,0.0
81002,transaction,9215,2025-03-11 12:41:02,ml_model,0.6355,medium,pending,0.0
81003,transaction,9221,2025-03-16 13:00:19,rule_engine,0.1723,low,pending,0.0
81004,transaction,9226,2025-03-03 18:16:41,rule_engine,0.0672,low,auto_closed,0.0
81005,transaction,9244,2025-01-31 06:03:31,rule_engine,0.6782,medium,investigated,76.71
81006,transaction,9258,2025-03-11 09:56:25,ml_model,0.8407,high,pending,0.0
81007,transaction,9262,2025-02-05 08:57:46,anomaly_detector,0.354,low,auto_closed,0.0
81008,transaction,9264,2025-03-17 04:59:19,ml_model,0.5936,medium,investigated,49.24
81009,transaction,9265,2025-01-05 18:26:54,ml_model,0.4498,medium,investigated,0.0
81010,transaction,9276,2025-03-21 05:12:37,ml_model,0.4522,medium,investigated,77.27
81011,transaction,9278,2025-02-14 09:33:49,anomaly_detector,0.258,low,pending,0.0
81012,transaction,9288,2025-01-13 06:27:27,rule_engine,0.218,low,investigated,0.0
81013,transaction,9294,2025-02-23 06:12:31,rule_engine,0.4378,medium,pending,0.0
81014,transaction,9314,2025-01-03 15:26:40,ml_model,0.4413,medium,pending,0.0
